AccNum,GeneName,txReads0,txRPKM0,cdReads0,cdRPKM0
NM_000482,APOA4,0.0,-,0.0,-
NM_000481,AMT,0.0,-,0.0,-
NM_016643,ZNF771,14.0,8.62786467563,10.0,9.39917872345
NM_030615,KIF25,0.0,-,0.0,-
NM_001350532,SNX14,37.0,8.70336334156,34.0,10.49833888
NM_001350531,LARP1B,3.0,0.620970671895,2.0,0.941398057971
NM_001350530,MIER1,88.0,13.9364156162,38.0,18.8357671135
NM_001320272,PLD5,0.0,-,0.0,-
NM_030613,ZFP2,0.0,-,0.0,-
NM_014177,TIMM21,27.0,15.782532305,14.0,16.8052785851
NM_020992,PDLIM1,3.0,1.70256009535,3.0,2.71721712187
NM_005802,TOPORS,49.0,10.5289721689,45.0,12.8587234735
NM_005258,GCHFR,0.0,-,0.0,-
NM_001012964,KLK6,0.0,-,0.0,-
NM_003824,FADD,30.0,14.5172420434,17.0,24.3119426694
NM_003825,SNAP23,49.0,16.6366531089,20.0,28.1975361703
NM_003826,NAPG,60.0,14.4820724127,23.0,21.9634483014
NM_003827,NAPA,73.0,35.1923443365,49.0,49.4790550232
NM_003820,TNFRSF14,8.0,2.04897263689,5.0,5.26221625714
NM_003821,RIPK2,14.0,4.85630294121,13.0,7.1822929469
NM_003795,SNX3,103.0,52.4762556661,43.0,78.8493066653
NM_003823,TNFRSF6B,3.0,2.32904324732,3.0,2.97900880471
NM_012181,FKBP8,149.0,74.4320701294,126.0,90.9677036452
NM_012180,FBXO8,31.0,10.8455447354,16.0,14.9446941703
NM_012183,FOXD3,0.0,-,0.0,-
NM_012182,FOXB1,0.0,-,0.0,-
NM_001018088,VPS13C,21.0,1.29010103142,20.0,1.64725204412
NM_020437,ASPHD2,17.0,4.60114339079,10.0,8.07821306502
NM_012186,FOXE3,0.0,-,0.0,-
NM_020733,HEG1,44.0,4.30908613036,20.0,4.32552653264
NM_020731,AHRR,20.0,3.16848639653,7.0,2.90591275533
NM_020737,LRFN2,0.0,-,0.0,-
NM_001025780,ABHD17B,27.0,7.7672135245,13.0,13.4450535788
NM_001300829,CIRBP,249.0,125.858923847,130.0,130.389949137
NM_002224,ITPR3,76.0,7.54598664782,72.0,8.05402679836
NM_175856,CHSY3,19.0,4.87885204872,15.0,5.07747253804
NM_001688,ATP5PB,168.0,71.700388975,116.0,134.909301459
NM_014171,CRIPT,40.0,5.63419195864,11.0,32.2336540928
NM_001199973,RPL36A-HNRNPH2,0.0,-,0.0,-
NM_001867,COX7C,86.0,189.470815525,31.0,144.776724775
NM_144646,JCHAIN,0.0,-,0.0,-
NM_144647,CAPSL,0.0,-,0.0,-
NM_144644,SPATA4,0.0,-,0.0,-
NM_144645,C4orf36,0.0,-,0.0,-
NM_144642,SYNPR,0.0,-,0.0,-
NM_144643,SCLT1,24.0,7.04430756308,15.0,6.50712373162
NM_001161546,PROB1,34.0,9.37778409947,34.0,10.0023543659
NM_144641,PPM1M,10.0,4.08139121628,5.0,3.24884655876
NM_133447,AGAP11,1.0,0.284209714807,0.0,-
NM_001008783,SLC35D3,0.0,-,0.0,-
NM_000159,GCDH,33.0,15.7145483044,25.0,17.0212917657
NM_000158,GBE1,42.0,12.1525102643,31.0,13.1802423692
NM_144648,LRGUK,0.0,-,0.0,-
NM_144649,TMEM71,1.0,0.430889788667,0.0,-
NM_021020,LZTS1,157.0,25.7884262839,63.0,31.5415655855
NM_021021,SNTB1,171.0,30.820615515,81.0,44.9172626268
NM_021023,CFHR3,0.0,-,0.0,-
NM_001347869,ZNF174,10.0,3.1628982371,4.0,4.78230213449
NM_021025,TLX3,2.0,1.20118104517,2.0,2.04721837949
NM_021026,RFPL1,0.0,-,0.0,-
NM_021027,UGT1A9,0.0,-,0.0,-
NM_015225,PRUNE2,21.0,1.49625066782,13.0,1.25788944133
NM_175068,KRT73,0.0,-,0.0,-
NM_001143679,GSTK1,24.0,17.5533112604,19.0,20.0670805113
NM_152694,RTL3,0.0,-,0.0,-
NM_173536,GABRG1,0.0,-,0.0,-
NM_173537,GTF2IRD2,0.0,-,0.0,-
NM_173535,CLEC4F,0.0,-,0.0,-
NM_001297658,TSSC4,51.0,22.3622318636,34.0,30.7951273812
NM_001286495,FAM214A,6.0,1.2721896196,5.0,1.37866182383
NM_023009,MARCKSL1,209.0,119.978530663,115.0,175.371411182
NM_173531,ZNF100,14.0,2.80839890448,2.0,1.10089828142
NM_001286499,PIF1,8.0,2.64410364974,7.0,3.5522193274
NM_001297656,KIF2C,166.0,49.6494843015,126.0,56.0426031386
NM_001297650,CD163L1,0.0,-,0.0,-
NM_173538,CNBD1,0.0,-,0.0,-
NM_006885,ZFHX3,62.0,3.46122913171,46.0,3.71196507469
NM_001001952,OR5D18,0.0,-,0.0,-
NM_001001953,OR10G9,0.0,-,0.0,-
NM_002226,JAG2,60.0,9.22037686599,48.0,11.5794240545
NM_001001957,OR2W3,1.0,0.948869471129,1.0,0.948869471129
NM_001001954,OR5A2,0.0,-,0.0,-
NM_001001955,OR4C13,0.0,-,0.0,-
NM_001282864,SLC2A11,7.0,1.92303049985,4.0,2.2305513687
NM_001001958,OR7G3,0.0,-,0.0,-
NM_001001959,OR11L1,0.0,-,0.0,-
NM_152695,ZNF449,5.0,1.10455980564,4.0,2.30361374494
NM_015259,ICOSLG,4.0,1.08589966723,2.0,1.97289692017
NM_001282862,RASGEF1A,0.0,-,0.0,-
NM_001170700,DTHD1,0.0,-,0.0,-
NM_001319119,DNPEP,83.0,18.3764387575,71.0,44.9607324614
NM_001193653,C17orf62,74.0,27.4078653928,31.0,49.2856935403
NM_012184,FOXD4L1,0.0,-,0.0,-
NM_006272,S100B,3.0,2.37008365696,2.0,6.42782544958
NM_182976,ZNF326,43.0,3.95824976484,17.0,8.71560208902
NM_006270,RRAS,16.0,14.5506150137,9.0,12.2833102769
NM_006271,S100A1,2.0,3.01913013541,1.0,3.14625140427
NM_003356,UCP3,0.0,-,0.0,-
NM_003357,SCGB1A1,0.0,-,0.0,-
NM_006274,CCL19,1.0,1.31093808511,0.0,-
NM_003355,UCP2,19.0,10.3505172261,9.0,8.67756435694
NM_001002030,ECHDC1,31.0,11.8841945946,20.0,19.7942969143
NM_001170704,MBNL3,30.0,2.33267859058,6.0,6.92418262716
NM_003358,UGCG,526.0,117.560954141,222.0,167.985929408
NM_003359,UGDH,58.0,16.2777889554,38.0,22.9453890291
NM_001002034,FAM109B,0.0,-,0.0,-
NM_001145006,MUC7,0.0,-,0.0,-
NM_001002036,ASTL,0.0,-,0.0,-
NM_001042507,LGALS7B,0.0,-,0.0,-
NM_001324080,FAM177B,0.0,-,0.0,-
NM_004813,PEX16,15.0,7.04938404259,9.0,7.98232923042
NM_004814,SNRNP40,192.0,106.011623671,148.0,123.565069117
NM_004815,ARHGAP29,6.0,0.59011625549,6.0,1.42104857404
NM_020199,C5orf15,63.0,24.765867586,28.0,31.4625140427
NM_004817,TJP2,75.0,14.2330420669,58.0,14.5557054891
NM_004818,DDX23,122.0,33.4848978655,93.0,33.8576506172
NM_020196,XAB2,30.0,10.1319960477,29.0,10.1260778257
NM_020195,SDR39U1,8.0,5.82733810052,5.0,5.08322930962
NM_001330724,CDKL2,2.0,0.362368822072,0.0,-
NM_014314,DDX58,13.0,2.45098012044,11.0,3.55057528884
NM_020191,MRPS22,41.0,32.7664417637,40.0,33.1184358344
NM_001356505,CRYZL2P-SEC16B,0.0,-,0.0,-
NM_001303098,TMEM198,28.0,10.4222026592,13.0,10.7634916462
NM_032968,PCDH11X,0.0,-,0.0,-
NM_005663,NELFA,40.0,14.5329278803,30.0,16.6052157448
NM_001278267,NBPF20,0.0,-,0.0,-
NM_032961,PCDH10,29.0,3.08686702947,16.0,4.59395017722
NM_001100817,ELOA3B,0.0,-,0.0,-
NM_001199654,PMF1,0.0,-,0.0,-
NM_032965,CCL15,0.0,-,0.0,-
NM_001303095,ISG20L2,46.0,15.1477619941,22.0,18.5753260874
NM_001303096,WDR75,112.0,36.7600090865,95.0,37.0207547895
NM_014313,TMEM50A,53.0,20.6447121901,14.0,26.4842681499
NM_003688,CASK,31.0,3.35066672574,18.0,5.83523850467
NM_003689,AKR7A2,44.0,15.0645256241,36.0,29.8893883406
NM_014310,RASD2,0.0,-,0.0,-
NM_003680,YARS,147.0,42.2881625223,87.0,49.156460976
NM_003681,PDXK,58.0,7.04613679889,30.0,28.6479760453
NM_003682,MADD,61.0,9.09201806237,58.0,10.5193235665
NM_005667,RNF103,0.0,-,0.0,-
NM_003684,MKNK1,24.0,7.65849096271,12.0,7.69683819929
NM_003685,KHSRP,170.0,46.9033478575,147.0,61.7098326694
NM_003687,PDLIM4,85.0,33.2104314895,76.0,68.6282028363
NM_006416,SLC35A1,4.0,1.88180829007,2.0,1.76860286039
NM_006417,IFI44,20.0,10.390285634,18.0,12.0900896658
NM_003175,XCL2,0.0,-,0.0,-
NM_003172,SURF1,18.0,15.4748511063,17.0,16.8810498933
NM_001324229,STOML1,15.0,5.7332586331,8.0,9.84012784875
NM_006411,AGPAT1,72.0,28.6048200335,36.0,37.8879570514
NM_001128844,SMARCA4,285.0,44.290168165,268.0,48.606529583
NM_001127325,MAD2L2,52.0,40.4752133779,42.0,59.2148259577
NM_001127322,CBX5,331.0,25.3633247498,40.0,62.2695590429
NM_001127323,GRM8,0.0,-,0.0,-
NM_006418,OLFM4,0.0,-,0.0,-
NM_006419,CXCL13,0.0,-,0.0,-
NM_001308174,PLD4,0.0,-,0.0,-
NM_002460,IRF4,2.0,0.336655397115,2.0,1.3225393071
NM_002889,RARRES2,0.0,-,0.0,-
NM_001098398,COPA,312.0,49.3760456879,281.0,68.0625455729
NM_001257360,AMPD2,124.0,27.0597528905,97.0,32.9462576027
NM_002887,RARS,78.0,32.7133623559,63.0,28.487616724
NM_002886,RAP2B,91.0,9.69904079041,26.0,42.2350052638
NM_002881,RALB,58.0,23.0020060648,20.0,28.8786360778
NM_001346791,TSR2,43.0,9.15633126557,13.0,40.0579431368
NM_024298,MBOAT7,38.0,13.110389653,27.0,17.0615958815
NM_024299,PPDPF,25.0,27.4718642836,11.0,28.5898497171
NM_001323684,NRSN2,21.0,7.5714976496,5.0,7.29009471721
NM_024292,UBL5,51.0,88.1132257439,28.0,113.09498291
NM_024293,RETREG2,134.0,25.8899679227,80.0,43.9549828538
NM_024294,C6orf106,129.0,26.1169412685,37.0,36.9868685151
NM_002014,FKBP4,108.0,25.8865592685,77.0,50.0322370049
NM_024297,PHF23,37.0,16.2872955611,26.0,19.2357449717
NM_003433,ZNF132,0.0,-,0.0,-
NM_001077269,WIPF1,63.0,12.1512032617,17.0,10.0817381307
NM_032505,KBTBD8,11.0,2.10668478265,5.0,2.48250733726
NM_032504,UNC80,13.0,0.8595237762,9.0,0.825420359206
NM_032501,ACSS1,16.0,3.89649820844,11.0,4.76497495284
NM_001469,XRCC6,342.0,135.63251852,324.0,158.756751186
NM_001081552,SPAG11A,0.0,-,0.0,-
NM_005250,FOXL1,0.0,-,0.0,-
NM_032508,TMEM185A,5.0,1.59381736619,2.0,1.70309905074
NM_001355219,OR10G6,0.0,-,0.0,-
NM_031963,KRTAP9-8,0.0,-,0.0,-
NM_002010,FGF9,3.0,0.593828907429,0.0,-
NM_001004195,OR4F4,0.0,-,0.0,-
NM_004104,FASN,491.0,52.0537586021,455.0,54.1388204417
NM_001077268,ZFYVE19,16.0,6.31188139176,16.0,10.1319960477
NM_001303115,TUBA1C,107.0,49.6609402553,101.0,72.7428487325
NM_002087,GRN,111.0,42.4261138849,102.0,51.325212302
NM_002086,GRB2,197.0,53.4805586112,54.0,74.0379344216
NM_002081,GPC1,286.0,69.5743222903,153.0,81.8081648677
NM_002080,GOT2,76.0,27.6798559775,38.0,26.3525929685
NM_001010893,SLC10A5,0.0,-,0.0,-
NM_003014,SFRP4,0.0,-,0.0,-
NM_001104595,FAM118A,15.0,3.865007113,4.0,3.33959646263
NM_001282136,MEI4,0.0,-,0.0,-
NM_002089,CXCL2,1.0,0.745371280313,1.0,2.76753595746
NM_002088,GRIK5,19.0,4.82223361283,18.0,5.48429143864
NM_001329684,OARD1,8.0,5.02694688279,3.0,5.8606643805
NM_001288726,ELP4,7.0,2.27419259113,5.0,2.78818921087
NM_006536,CLCA2,0.0,-,0.0,-
NM_014008,CCDC22,15.0,5.80001067411,13.0,6.18729376477
NM_014009,FOXP3,0.0,-,0.0,-
NM_001284223,LRIT2,0.0,-,0.0,-
NM_014007,ZBTB43,65.0,9.75959599198,28.0,17.8825400328
NM_001461,FMO5,0.0,-,0.0,-
NM_014002,IKBKE,12.0,3.09734594203,9.0,3.75180606785
NM_014003,DHX38,93.0,18.7228094904,79.0,19.2285153005
NM_014000,VCL,461.0,75.3500256562,341.0,89.799836336
NM_001282187,CYSLTR1,0.0,-,0.0,-
NM_015351,TTC9,29.0,4.98442933799,8.0,10.7226505258
NM_018230,NUP133,92.0,19.7829045132,88.0,22.7335019358
NM_001319240,LOC100287896,3.0,1.08732617245,1.0,0.760544232584
NM_015352,POFUT1,213.0,36.5957446822,58.0,44.5651548523
NM_015355,SUZ12,25.0,4.98267198387,13.0,5.25083849226
NM_015354,NUP188,233.0,36.6860095699,219.0,37.4044345519
NM_005006,NDUFS1,314.0,81.0705551881,255.0,104.694972896
NM_000330,RS1,0.0,-,0.0,-
NM_005642,TAF7,92.0,35.9454082004,60.0,51.238951441
NM_018238,AGK,45.0,13.795102311,26.0,18.371728058
NM_006532,ELL,54.0,12.0240400079,37.0,17.7798612315
NM_000333,ATXN7,17.0,2.10983917698,8.0,2.67766076959
NM_002229,JUNB,44.0,21.7257668555,34.0,29.2022759649
NM_002228,JUN,144.0,38.8571043127,71.0,63.9200774753
NM_002559,P2RX3,0.0,-,0.0,-
NM_002558,P2RX1,0.0,-,0.0,-
NM_133372,FNIP1,35.0,4.74506467457,24.0,6.14691791066
NM_001009954,ERCC6L,26.0,5.33983575484,18.0,4.76958324584
NM_001080495,TNRC18,75.0,6.36245257959,63.0,6.34230874185
NM_002221,ITPKB,14.0,2.03725139614,9.0,2.8405965688
NM_001080448,EPHA6,0.0,-,0.0,-
NM_002551,OR3A2,0.0,-,0.0,-
NM_002550,OR3A1,0.0,-,0.0,-
NM_002557,OVGP1,2.0,0.799894424814,2.0,0.880394354656
NM_002556,OSBP,57.0,10.0552536027,40.0,14.7967269013
NM_001113756,TYMP,3.0,1.45960116693,3.0,1.85648374786
NM_001317946,SMARCB1,91.0,46.3098922643,78.0,59.0220833054
NM_001039469,MARK2,42.0,7.9637617486,28.0,10.6071340119
NM_001004063,OR4K1,0.0,-,0.0,-
NM_007001,SLC35D2,17.0,9.37490040202,11.0,9.72731573214
NM_001004064,OR8J3,0.0,-,0.0,-
NM_001004067,NOMO3,3.0,0.623272694776,3.0,0.733182052508
NM_001323027,IQCG,3.0,1.13408303147,2.0,1.34636884417
NM_003019,SFTPD,0.0,-,0.0,-
NM_000488,SERPINC1,2.0,1.12155303342,2.0,1.28556508992
NM_001039465,SRSF5,93.0,50.5096265719,58.0,63.5012646063
NM_001039464,MROH7,0.0,-,0.0,-
NM_000487,ARSA,2.0,0.415611425361,0.0,-
NM_001256369,CCR9,0.0,-,0.0,-
NM_001291978,NOP14,57.0,13.9838178009,45.0,15.6762526262
NM_001163560,MEIOB,0.0,-,0.0,-
NM_000338,SLC12A1,0.0,-,0.0,-
NM_005686,SOX13,7.0,1.54106838977,2.0,0.959530925861
NM_005687,FARSB,117.0,42.3031262401,102.0,51.673179843
NM_005684,GPR52,0.0,-,0.0,-
NM_001348913,DYNC2LI1,15.0,6.18685591226,12.0,9.56460426898
NM_005683,GPR55,0.0,-,0.0,-
NM_005680,TAF1B,13.0,5.07040515564,10.0,5.07459903915
NM_001318966,EIF2B4,34.0,16.8158720945,31.0,18.2037532133
NM_033108,HSFY1,0.0,-,0.0,-
NM_033109,PNPT1,83.0,16.1336607344,65.0,24.7807428844
NM_001130009,GEN1,9.0,1.16924584931,6.0,1.97289692017
NM_000484,APP,414.0,102.181723972,286.0,110.873736257
NM_018050,MANSC1,0.0,-,0.0,-
NM_018053,XKR8,7.0,2.33163876357,4.0,3.01913013541
NM_018052,VAC14,55.0,15.8373444964,39.0,14.8874348056
NM_001177701,IFT27,3.0,2.45442057541,2.0,3.19672602573
NM_001130002,PQLC2L,0.0,-,0.0,-
NM_033102,SLC45A3,5.0,1.32566772652,2.0,1.07903929027
NM_033103,RHPN2,22.0,5.58680155898,12.0,5.22085385861
NM_033104,STON2,64.0,4.4342161655,22.0,7.25790886857
NM_018058,CRTAC1,0.0,-,0.0,-
NM_033106,GALP,0.0,-,0.0,-
NM_033107,GTPBP10,73.0,8.67909844416,32.0,24.6510419304
NM_002592,PCNA,257.0,170.071722587,205.0,233.86735152
NM_001206651,SH3GLB1,156.0,21.6402130931,65.0,49.1850694212
NM_001199085,TDRD5,0.0,-,0.0,-
NM_001300761,TTC29,0.0,-,0.0,-
NM_001349205,LPIN1,43.0,6.55959696484,22.0,7.09349022106
NM_001242853,DEFB131B,0.0,-,0.0,-
NM_004586,RPS6KA3,101.0,11.7464133167,41.0,16.5379881507
NM_001287045,SH3GLB2,57.0,22.1739063177,40.0,29.5203835462
NM_001199206,IZUMO1R,0.0,-,0.0,-
NM_006542,SPHAR,0.0,-,0.0,-
NM_005641,TAF6,189.0,61.3587371075,150.0,66.1269653552
NM_001001557,GDF6,0.0,-,0.0,-
NM_001353361,GPR137C,1.0,0.227815459913,0.0,-
NM_013237,PRELID1,25.0,17.6096160687,12.0,16.3033027312
NM_001353366,NOM1,29.0,4.27693550268,20.0,6.93489288644
NM_016034,MRPS2,60.0,35.6061542111,34.0,34.2168082013
NM_001300813,SEC24B,59.0,10.9396644671,48.0,11.0445776778
NM_001012968,SPIN4,15.0,3.27096905478,9.0,10.7601798026
NM_001256182,ANKRD11,74.0,7.07328025968,63.0,7.06843643189
NM_001324188,LRRN1,0.0,-,0.0,-
NM_004322,BAD,28.0,20.5123253318,17.0,30.0662486266
NM_080817,GPR82,0.0,-,0.0,-
NM_001142353,PPP3CB,33.0,8.38970639557,19.0,10.7965471192
NM_018292,QRSL1,40.0,8.70987518424,27.0,15.2554534063
NM_033360,KRAS,32.0,4.87244231736,3.0,4.71937710641
NM_134442,CREB1,53.0,4.65557674976,20.0,17.4791744682
NM_079834,SCAMP4,14.0,4.66674464797,6.0,7.79723174102
NM_001270399,TUBA1A,302.0,109.369086577,185.0,122.334885907
NM_012377,OR7C2,0.0,-,0.0,-
NM_012374,OR4D1,0.0,-,0.0,-
NM_012375,OR52A1,0.0,-,0.0,-
NM_000138,FBN1,88.0,6.7471556408,79.0,8.22166322738
NM_001270393,PKIB,1.0,0.449239303716,0.0,-
NM_012378,OR8B8,0.0,-,0.0,-
NM_001270396,GLIPR1L2,0.0,-,0.0,-
NM_005647,TBL1X,27.0,4.23629126087,12.0,6.20540934406
NM_014911,AAK1,53.0,2.23485198502,15.0,4.66050753751
NM_014912,CPEB3,4.0,0.610714558295,1.0,0.427602122183
NM_014913,ADNP2,140.0,23.3034028272,108.0,28.5163775687
NM_014915,ANKRD26,11.0,1.45500784074,8.0,1.39751669623
NM_014916,LMTK2,221.0,22.1539010283,149.0,29.6111626512
NM_001323949,MBD1,49.0,13.2541179067,19.0,12.2921726942
NM_005022,PFN1,401.0,263.420763177,170.0,360.368511908
NM_005023,PGGT1B,20.0,6.57632306723,10.0,7.90724559274
NM_005021,ENPP3,0.0,-,0.0,-
NM_005027,PIK3R2,68.0,15.3742693431,43.0,17.6302290623
NM_005024,SERPINB10,0.0,-,0.0,-
NM_005025,SERPINI1,12.0,5.63360199089,8.0,5.81788580838
NM_001005333,MAGED1,209.0,64.3566156921,190.0,68.0117818528
NM_001185098,INS,0.0,-,0.0,-
NM_004328,BCS1L,46.0,24.8029801022,40.0,28.4660841339
NM_001185095,AIF1L,17.0,4.33672490859,1.0,1.68866600794
NM_001005338,OR5H1,0.0,-,0.0,-
NM_001005339,RGS10,45.0,44.6357016148,31.0,50.910496624
NM_177400,NKX6-2,0.0,-,0.0,-
NM_177401,MIDN,53.0,12.5294298607,27.0,17.2071105585
NM_022778,CEP85,61.0,13.7224236486,39.0,15.2776690076
NM_001163857,TEX33,0.0,-,0.0,-
NM_001287435,CEBPA,31.0,10.5652341911,16.0,13.8617453174
NM_020899,ZBTB4,21.0,3.1690196322,11.0,3.24243857738
NM_012188,FOXI1,0.0,-,0.0,-
NM_014371,AKAP8L,61.0,24.71648471,56.0,25.8702588419
NM_001002814,RAB11FIP1,19.0,2.16865470394,11.0,2.5606173812
NM_001042693,SHISAL2A,0.0,-,0.0,-
NM_130773,CNTNAP5,0.0,-,0.0,-
NM_022917,NOL6,64.0,11.8251855788,47.0,12.2476133566
NM_001316951,GPALPP1,8.0,3.23857932358,4.0,3.50608660886
NM_001042697,ZSWIM7,9.0,4.02099394716,7.0,14.8387034315
NM_001206977,NR1H4,0.0,-,0.0,-
NM_001856,COL16A1,6.0,0.963483148514,6.0,1.1173603118
NM_001855,COL15A1,5.0,0.826891968109,5.0,1.07593190571
NM_001853,COL9A3,71.0,25.6194757205,53.0,23.1260960883
NM_001852,COL9A2,30.0,9.50210155652,22.0,9.52994990569
NM_001851,COL9A1,0.0,-,0.0,-
NM_001171623,VEGFA,28.0,6.85798585252,7.0,8.97964456584
NM_001322811,GDPGP1,1.0,0.609987517154,1.0,0.774336485507
NM_001859,SLC31A1,61.0,11.4477983808,16.0,25.0382310706
NM_001858,COL19A1,172.0,17.6767041647,113.0,29.5494390419
NM_004442,EPHB2,1.0,0.0812285216249,0.0,-
NM_013233,STK39,65.0,17.8021708198,48.0,26.2763853543
NM_001348002,CCDC171,3.0,0.396937428162,3.0,0.721965901946
NM_001111298,PPIL6,0.0,-,0.0,-
NM_148962,OXER1,4.0,2.03444503736,4.0,2.81975361703
NM_001288645,ZNF286A,11.0,1.76008175453,4.0,2.91603788688
NM_001331076,GPR142,0.0,-,0.0,-
NM_001354609,BRAF,27.0,2.49694766459,16.0,6.22695590429
NM_001350989,SFXN2,7.0,2.33858850653,2.0,1.85073612016
NM_182663,RASSF5,17.0,4.19240595536,4.0,2.85340222822
NM_206862,TACC2,58.0,5.36381350171,50.0,5.06771589362
NM_001204517,KIFAP3,24.0,5.24119815032,22.0,8.73262341956
NM_153261,CNEP1R1,7.0,2.89385502606,2.0,4.18033403365
NM_001354602,TMEM269,2.0,0.534693888024,2.0,2.4300315724
NM_001354357,C6orf52,0.0,-,0.0,-
NM_001350984,ZSCAN25,39.0,7.68753228368,24.0,24.994610459
NM_206998,SCGB1D4,0.0,-,0.0,-
NM_025248,SRCIN1,6.0,0.763133319334,6.0,1.51466494969
NM_001148,ANK2,100.0,6.20197572428,73.0,5.51269668737
NM_004319,ASTN1,2.0,0.244560657362,2.0,0.461612175144
NM_004318,ASPH,69.0,11.5668412535,47.0,18.5085803953
NM_001286555,DUSP22,14.0,3.58161001513,4.0,5.80376472632
NM_001286554,USP49,17.0,1.73104565679,6.0,2.60284949265
NM_001300970,ZNF566,17.0,2.78370855619,8.0,7.59095576903
NM_001355003,MMP24OS,0.0,-,0.0,-
NM_001141,ALOX15B,0.0,-,0.0,-
NM_001140,ALOX15,0.0,-,0.0,-
NM_001300750,LMBR1L,6.0,2.11066688949,3.0,1.84882814478
NM_032038,SPNS1,42.0,17.0179075052,32.0,18.0805373705
NM_001355008,MMP24-AS1-EDEM2,0.0,-,0.0,-
NM_004316,ASCL1,0.0,-,0.0,-
NM_004643,PABPN1,0.0,-,0.0,-
NM_004642,CDK2AP1,79.0,43.2994195398,31.0,79.8768136688
NM_001195576,TRPC5OS,0.0,-,0.0,-
NM_001330761,ZDHHC3,80.0,5.64527677795,34.0,30.4263234605
NM_001349727,CD8B2,0.0,-,0.0,-
NM_001330765,DEDD,24.0,8.78382024702,17.0,14.5593009109
NM_001201475,C18orf21,24.0,19.0952614066,9.0,20.2259018846
NM_001195571,PRR9,0.0,-,0.0,-
NM_001001548,CD36,0.0,-,0.0,-
NM_001201479,CORO7-PAM16,0.0,-,0.0,-
NM_001291303,FAT4,16.0,0.890227500836,15.0,0.899560242995
NM_001348341,SDCBP,18.0,4.11321857898,4.0,3.73617354257
NM_032447,FBN3,0.0,-,0.0,-
NM_016184,CLEC4A,0.0,-,0.0,-
