AccNum,cdReads0_RNA_1,cdReads1_RNA_1,cdReads2_RNA_1,cdReads3_RNA_1,cdReads4_RNA_1
NM_014720,310,397,212,111,163
NM_001349259,515,838,1031,531,533
NM_001023567,2,1,3,3,4
NM_001320778,126,223,240,125,122
NM_001254,316,509,471,245,347
NM_004447,395,580,616,279,327
NM_021738,480,866,734,391,449
NM_001109977,14,24,19,11,9
NM_001272075,321,415,446,185,231
NM_001272071,9,9,15,5,5
NM_001286588,32,38,51,14,28
NM_021732,28,21,23,6,14
NM_012219,6,7,8,4,6
NM_001318120,626,1030,984,410,513
NM_001316309,3,3,12,4,16
NM_012210,256,334,345,156,165
NM_012213,45,82,90,56,41
NM_012215,254,428,489,265,406
NM_001174064,243,366,370,198,172
NM_020726,121,146,101,33,70
NM_001993,8,15,15,5,16
NM_001990,164,203,263,117,117
NM_001991,42,59,62,30,41
NM_001195381,7,10,21,12,5
NM_001999,330,498,321,127,167
NM_002522,9,12,24,14,15
NM_001300987,132,190,186,82,130
NM_000029,75,97,127,90,67
NM_000028,66,83,60,19,47
NM_144736,44,58,64,18,45
NM_181507,100,193,202,99,127
NM_000027,8,21,20,5,13
NM_000026,785,1140,1322,550,673
NM_000021,178,312,365,145,195
NM_000020,25,29,56,19,29
NM_000023,581,764,1013,531,555
NM_181501,13,13,9,7,5
NM_145061,76,110,95,34,55
NM_080685,9,10,6,7,12
NM_182852,257,353,383,173,237
NM_145065,59,80,98,54,52
NM_203468,4,2,5,6,3
NM_003227,209,295,416,217,217
NM_003223,191,269,259,161,148
NM_017931,128,184,212,105,119
NM_002067,445,717,831,457,476
NM_004258,11,19,8,12,12
NM_153234,4,6,4,3,4
NM_130809,132,184,195,94,93
NM_130807,56,86,115,51,50
NM_004926,169,138,152,88,95
NM_004251,37,41,37,17,17
NM_130803,241,291,342,216,180
NM_004257,360,604,594,278,363
NM_004922,954,1470,1671,859,852
NM_004255,188,271,264,118,116
NM_022828,71,105,98,53,91
NM_175055,422,792,1057,500,372
NM_001135187,406,574,685,299,381
NM_198503,14,21,20,9,11
NM_198507,53,86,63,37,47
NM_015650,93,161,133,58,48
NM_001135674,11,25,23,8,16
NM_001199729,33,61,66,34,27
NM_032088,1,2,6,2,4
NM_006076,282,374,540,263,294
NM_003590,223,348,312,95,201
NM_003592,195,285,232,84,119
NM_006079,351,420,610,299,348
NM_001358699,17,15,21,7,9
NM_001128205,242,305,253,119,145
NM_025108,271,308,351,181,180
NM_025106,34,52,40,26,18
NM_001008237,26,36,21,15,17
NM_020461,165,223,221,119,131
NM_016518,6,6,10,4,3
NM_174913,163,261,291,157,188
NM_016513,66,88,88,34,54
NM_016510,182,219,259,128,124
NM_016516,195,319,257,116,159
NM_004441,8,4,4,4,4
NM_014705,32,34,29,19,12
NM_002820,7,5,14,4,1
NM_002836,484,661,641,289,260
NM_006412,167,259,308,130,127
NM_001347006,21,27,42,28,38
NM_019854,2,4,2,3,2
NM_014706,523,804,993,459,526
NM_004440,135,181,151,70,114
NM_002178,1235,1450,1872,922,868
NM_014255,202,287,341,150,130
NM_001080434,10,14,9,9,8
NM_013355,532,682,748,422,425
NM_001271969,4327,6382,6282,2416,2335
NM_001287525,142,238,220,100,93
NM_130459,35,49,60,22,28
NM_014752,30,21,22,20,14
NM_001136216,65,75,61,30,20
NM_013359,6,13,12,3,15
NM_001136213,2,1,1,2,4
NM_002768,318,471,533,260,254
NM_001440,1125,1643,1674,799,851
NM_007322,493,691,898,420,378
NM_001353513,439,698,621,207,334
NM_002314,852,1116,1354,648,601
NM_002317,70,109,109,38,52
NM_001349372,1,3,4,1,3
NM_002319,915,1266,1724,986,896
NM_002318,1129,1664,1923,879,885
NM_001744,92,111,96,59,63
NM_145911,20,21,22,6,17
NM_024503,106,131,177,91,73
NM_001265582,78,87,116,46,48
NM_024509,138,161,156,89,75
NM_001126129,102,157,185,72,75
NM_001265589,91,161,157,52,81
NM_001265588,34,56,20,10,22
NM_001130914,33,67,66,22,40
NM_032430,230,248,306,171,169
NM_032437,25,30,25,11,25
NM_032436,83,97,91,37,31
NM_032435,16,24,28,11,18
NM_013339,24,28,27,4,20
NM_004722,406,523,634,293,316
NM_032438,52,65,59,25,40
NM_033215,42,75,95,58,64
NM_001190848,33,43,46,33,33
NM_033212,216,296,351,213,166
NM_033213,22,19,17,7,19
NM_001144996,331,475,552,332,387
NM_001144994,33,27,40,27,36
NM_001042549,82,143,141,50,75
NM_198562,4,7,8,3,6
NM_001349097,147,244,158,55,120
NM_001349513,20,29,20,18,15
NM_001353568,41,48,44,20,17
NM_001321868,19,54,88,34,39
NM_001025300,137,193,186,71,100
NM_001329863,196,303,369,165,220
NM_080748,500,757,916,353,411
NM_018374,32,69,60,27,29
NM_021908,72,101,137,67,59
NM_004470,120,171,167,87,56
NM_015255,267,368,315,145,214
NM_080740,9,11,14,5,6
NM_080744,19,28,27,18,7
NM_080746,11,7,12,5,4
NM_018129,132,187,233,110,108
NM_018128,365,556,547,262,385
NM_001145358,396,645,582,239,244
NM_015176,90,152,162,89,105
NM_018127,610,938,1136,468,567
NM_018126,98,168,173,65,102
NM_018121,379,501,415,200,243
NM_018120,69,86,74,27,49
NM_001002762,157,305,373,183,187
NM_001099737,152,210,258,166,137
NM_001286050,106,153,172,87,83
NM_032300,78,114,118,57,52
NM_018373,9,6,3,1,4
NM_014828,243,360,427,195,187
NM_001353693,544,808,815,350,424
NM_014825,655,906,742,351,452
NM_001242359,124,200,180,85,139
NM_014820,128,192,206,80,129
NM_001030006,451,649,610,321,347
NM_001030007,208,359,350,163,223
NM_005336,5160,7626,7881,3357,3589
NM_005334,1510,2142,2481,1318,1170
NM_152783,112,124,136,80,89
NM_005333,59,87,113,59,72
NM_005331,42,46,46,17,20
NM_015258,259,366,407,153,173
NM_006577,141,136,101,29,61
NM_032294,42,64,89,38,43
NM_032293,13,15,41,14,26
NM_005338,436,612,726,367,356
NM_005339,95,160,142,53,93
NM_001286807,4,7,6,3,5
NM_015191,134,180,223,108,116
NM_015190,212,283,406,145,163
NM_001286059,13,24,23,12,24
NM_001243780,221,272,252,126,143
NM_004734,20,42,15,21,22
NM_001330438,8,6,6,4,5
NM_207317,3,15,11,4,5
NM_012171,123,177,188,104,143
NM_001004333,84,97,136,52,52
NM_001009939,207,369,457,248,245
NM_001198994,362,512,516,270,297
NM_012179,407,615,709,288,378
NM_001270888,345,422,449,216,248
NM_001330437,70,121,105,31,51
NM_004727,17,21,25,18,12
NM_004739,1224,1782,1860,960,1202
NM_001348138,284,403,431,173,206
NM_001039705,708,1060,1246,639,558
NM_001012614,1604,2369,2805,1373,1256
NM_001201543,54,46,50,29,35
NM_001301317,58,114,196,83,104
NM_170695,110,116,119,71,64
NM_170692,131,248,261,137,136
NM_001258345,26,33,39,13,21
NM_152879,736,1424,1255,600,815
NM_001352615,61,96,95,34,50
NM_001330653,255,345,308,157,163
NM_015036,25,30,36,10,23
NM_001035,1,4,7,2,4
NM_001329784,36,59,30,15,34
NM_001033,753,1139,1149,403,571
NM_001520,1495,2281,2368,1196,1304
NM_018006,102,141,167,67,121
NM_001354723,112,180,187,92,96
NM_022340,233,299,342,181,202
NM_016070,202,341,365,159,169
NM_016072,11,19,17,9,13
NM_022344,52,65,73,40,43
NM_015032,83,107,82,23,72
NM_022346,282,452,330,147,277
NM_016076,58,81,75,29,35
NM_001160167,56,64,97,43,44
NM_001423,214,409,469,194,268
NM_015033,145,204,175,61,74
NM_001164811,9,13,19,10,5
NM_001420,3,3,1,5,3
NM_001031716,4,11,20,9,11
NM_001031715,17,23,22,11,16
NM_001567,1079,1469,1650,883,830
NM_001031713,254,382,446,189,235
NM_001031711,497,579,732,326,328
NM_031314,266,429,441,165,243
NM_001146037,1,1,3,6,1
NM_153358,65,85,59,27,44
NM_001321,228,291,317,144,149
NM_001321066,13,45,49,19,25
NM_016215,118,121,201,93,95
NM_032995,28,40,67,20,27
NM_016217,121,195,162,73,113
NM_032997,468,720,904,405,503
NM_016210,13,18,16,8,13
NM_016219,717,1000,1067,593,634
NM_032999,358,544,466,240,311
NM_007040,2598,3964,4411,2094,2117
NM_194318,24,33,33,3,18
NM_001105206,386,486,482,207,265
NM_000345,23,52,39,15,26
NM_194313,148,187,223,111,125
NM_194312,4,5,11,13,4
NM_001290205,146,193,243,113,123
NM_002841,169,237,216,109,118
NM_000431,183,231,336,164,171
NM_002332,750,1104,1277,789,697
NM_001134445,99,132,146,71,88
NM_000437,27,27,52,24,24
NM_001282925,326,530,410,166,218
NM_181718,44,57,63,30,35
NM_006829,21,34,35,13,15
NM_198976,853,1172,1485,655,810
NM_181713,56,82,64,27,50
NM_001288984,55,44,40,10,26
NM_001135240,10,17,18,11,8
NM_000435,3033,3856,4237,2272,2152
NM_007204,190,371,332,153,293
NM_000925,149,235,252,97,111
NM_007207,140,145,153,80,64
NM_001427,14,34,30,13,11
NM_001290149,560,666,650,272,264
NM_001564,39,38,26,11,12
NM_001347907,6,15,10,2,15
NM_002846,90,106,118,45,59
NM_001350615,77,110,91,34,67
NM_194271,182,258,225,93,114
NM_003969,295,402,532,232,243
NM_003793,70,95,126,47,69
NM_194278,449,648,703,394,322
NM_006822,60,89,101,45,59
NM_001351695,141,187,230,72,148
NM_138367,95,88,88,53,50
NM_001350626,727,980,1283,627,585
NM_006324,59,75,68,33,37
NM_001083926,17,20,24,8,12
NM_001025247,115,198,190,95,134
NM_007069,236,385,418,168,140
NM_024755,72,88,68,27,58
NM_024754,23,19,13,8,15
NM_024757,818,1058,1221,597,668
NM_024756,50,50,65,26,24
NM_024753,136,201,129,56,88
NM_053055,21,15,24,13,11
NM_053056,248,366,436,215,262
NM_001349689,1,2,2,2,1
NM_001320334,8,4,12,9,1
NM_007358,161,236,211,84,146
NM_001281297,638,905,1074,504,512
NM_007359,305,465,473,257,220
NM_001281293,212,229,156,74,76
NM_173611,34,71,55,23,41
NM_001172895,131,186,196,67,109
NM_001135178,19,22,22,11,10
NM_001286792,217,394,330,147,176
NM_001161425,5,2,6,3,7
NM_014620,38,27,50,21,14
NM_001135254,11,21,33,12,11
NM_001350103,167,222,277,124,109
NM_175617,2,17,14,11,11
NM_145290,655,990,901,361,499
NM_145296,133,174,234,105,107
NM_001243279,190,293,321,175,169
NM_004555,377,517,514,250,269
NM_207309,135,180,223,122,129
NM_153006,19,17,21,12,18
NM_207303,11,7,8,2,7
NM_001145108,20,28,22,7,7
NM_001166419,52,73,88,43,51
NM_018323,112,136,140,66,86
NM_020126,277,367,435,267,242
NM_001166417,49,81,60,27,39
NM_001166415,21,35,28,13,20
NM_020695,534,724,840,446,394
NM_005523,46,38,50,20,19
NM_014106,86,96,46,23,53
NM_005833,165,215,255,105,131
NM_005526,856,1386,1649,769,692
NM_005837,966,1202,1452,627,580
NM_001317975,88,143,155,59,53
NM_003189,11,15,10,5,4
NM_030815,60,97,100,59,55
NM_001350621,59,61,80,40,45
NM_003780,837,1016,1287,562,630
NM_003783,16,25,18,12,18
NM_003782,17,21,20,14,18
NM_006339,449,739,802,431,402
NM_006337,527,801,986,465,492
NM_001293163,111,186,258,126,141
NM_006335,154,238,270,88,121
NM_001286124,33,30,35,15,20
NM_001293167,4,6,5,5,4
NM_006330,50,71,57,21,41
NM_033121,142,235,211,123,169
NM_152402,7,11,11,3,14
NM_006026,934,1139,1042,426,448
NM_001330269,497,635,665,296,329
NM_018321,102,136,133,50,92
NM_001349740,38,51,68,31,36
NM_152663,71,105,66,19,47
NM_005786,205,211,206,65,59
NM_001256732,169,280,278,139,149
NM_005783,54,103,91,29,49
NM_005781,249,293,372,189,199
NM_032604,2,1,2,1,2
NM_032354,12,22,30,10,20
NM_198461,3,4,4,2,2
NM_005788,64,76,52,15,46
NM_006356,236,337,336,126,159
NM_002788,191,255,285,82,126
NM_000346,320,457,502,291,198
NM_001352579,73,100,91,47,75
NM_006024,232,331,225,77,140
NM_002787,587,848,779,287,429
NM_001042724,765,1079,1392,653,683
NM_001039706,8,20,16,8,10
NM_001039707,280,365,420,183,239
NM_001003684,138,208,233,97,119
NM_177965,4,7,3,8,4
NM_177964,16,16,23,10,11
NM_015509,99,161,226,118,130
NM_001267039,43,62,32,15,28
NM_001348803,252,343,427,219,211
NM_015500,60,95,70,36,46
NM_001349852,159,227,273,118,129
NM_006023,395,533,539,231,310
NM_015503,293,372,343,210,154
NM_001351290,81,117,92,45,51
NM_032367,10,5,35,5,11
NM_002430,63,61,76,42,49
NM_001134493,241,359,418,137,181
NM_002434,627,793,987,481,444
NM_001004439,3,5,6,2,6
NM_031950,4,3,6,1,2
NM_001278669,179,237,264,114,111
NM_001289152,100,168,254,142,152
NM_001004431,92,143,188,70,75
NM_052839,7,1,12,2,2
NM_001318093,25,45,31,9,20
NM_052831,15,25,30,14,14
NM_170735,128,217,191,78,94
NM_144664,20,27,30,11,32
NM_170736,6,12,18,6,4
NM_018951,104,125,128,52,50
NM_170739,160,256,257,130,136
NM_033004,49,59,68,38,41
NM_138328,3,5,12,7,5
NM_001146340,2,4,5,5,2
NM_014700,261,364,419,193,200
NM_183013,37,59,53,23,22
NM_001322497,11,6,9,4,11
NM_144665,22,29,17,9,17
NM_007170,45,86,57,42,43
NM_006020,127,180,244,103,139
NM_001204,173,293,262,116,152
NM_001353179,2,2,3,3,2
NM_001203,12,8,15,7,8
NM_001200,8,4,10,4,2
NM_001318893,77,88,70,50,61
NM_001353220,9,16,24,5,3
NM_007223,417,588,635,322,330
NM_022114,31,44,58,24,23
NM_022111,359,500,374,140,226
NM_022110,99,103,78,46,43
NM_030923,10,6,12,5,3
NM_021136,110,133,157,85,55
NM_001301109,1,1,1,1,1
NM_021134,179,283,326,141,139
NM_021133,24,18,21,20,15
NM_001089,227,298,349,123,138
NM_019088,369,541,663,331,325
NM_148170,175,236,251,82,133
NM_138492,6,10,6,5,7
NM_138493,49,75,78,40,23
NM_199165,49,86,81,49,45
NM_019080,167,237,282,153,166
NM_019083,16,36,31,19,14
NM_019082,1075,1576,2104,1063,1210
NM_138499,174,191,210,112,106
NM_019087,5,9,9,2,4
NM_019086,93,129,132,61,90
NM_024685,48,64,61,25,38
NM_203434,227,191,137,102,116
NM_014982,508,687,696,367,462
NM_182498,549,726,778,350,405
NM_001317812,109,128,159,55,68
NM_182491,79,108,120,64,69
NM_182492,18,41,40,21,23
NM_001005741,183,259,325,177,186
NM_017623,197,315,391,212,235
NM_017622,47,46,57,23,22
NM_017621,136,189,221,94,142
NM_017620,2598,4186,4436,2189,2696
NM_017629,84,146,105,54,66
NM_006055,158,208,198,84,140
NM_019884,240,326,428,238,179
NM_012239,103,149,183,106,94
NM_012238,78,123,111,55,87
NM_012237,624,977,1188,579,563
NM_004497,22,40,37,16,14
NM_004491,827,1334,969,431,593
NM_012231,138,202,156,72,97
NM_004493,363,559,657,270,284
NM_001013703,542,737,748,309,338
NM_001013706,1,3,6,1,8
NM_133259,1517,2194,1648,556,959
NM_144716,141,223,232,108,97
NM_133445,20,28,35,15,16
NM_144718,48,56,50,23,26
NM_000262,168,268,306,154,145
NM_017955,849,1121,967,435,441
NM_017956,52,64,52,20,27
NM_003200,1601,2136,2346,1104,1078
NM_003201,61,107,98,42,67
NM_017953,54,69,55,27,33
NM_207113,53,91,122,41,71
NM_153256,81,88,89,53,44
NM_145049,31,49,39,14,26
NM_153252,77,110,107,56,76
NM_004272,29,47,38,18,26
NM_004273,30,54,94,44,64
NM_004274,246,431,323,139,248
NM_001100588,345,493,432,200,328
NM_004278,21,23,47,10,19
NM_001330170,349,571,565,266,284
NM_001330173,49,76,57,21,39
NM_001330172,4,4,11,6,5
NM_144609,105,153,154,76,98
NM_001330177,160,243,180,72,124
NM_001330176,124,174,198,95,103
NM_018451,84,124,86,36,52
NM_001124756,18,26,53,27,44
NM_001014283,41,68,84,35,48
NM_198566,26,30,32,18,17
NM_022802,333,416,327,130,153
NM_001199707,18,28,5,3,4
NM_018452,45,43,78,30,29
NM_004927,157,196,231,124,103
NM_001161498,15,25,23,15,8
NM_000260,15,36,52,46,33
NM_016622,113,153,146,61,72
NM_018457,14,15,17,8,3
NM_001128228,216,273,337,163,152
NM_001160364,16,18,24,9,16
NM_001324337,155,265,177,69,91
NM_001351489,284,448,337,184,245
NM_020404,34,37,37,24,12
NM_025161,844,1126,1338,589,622
NM_022575,230,323,367,198,207
NM_025163,10,18,16,11,11
NM_020409,118,194,199,65,108
NM_014112,265,335,288,125,177
NM_016530,17,47,41,17,29
NM_016531,61,93,77,24,33
NM_016535,95,94,102,47,57
NM_176787,84,105,102,46,46
NM_016538,89,181,272,119,185
NM_016539,200,284,353,153,162
NM_001271736,135,191,209,97,107
NM_015884,13,35,30,13,21
NM_175868,148,206,228,123,133
NM_175866,193,255,262,117,209
NM_001324,336,439,592,287,337
NM_001945,9,16,18,7,13
NM_018146,217,320,394,207,261
NM_002155,7,11,1,3,18
NM_002154,404,642,575,222,280
NM_013338,31,46,50,19,30
NM_001303506,537,825,1099,473,456
NM_013334,181,283,340,194,202
NM_013337,280,434,498,226,272
NM_013336,918,1439,1583,779,893
NM_001199873,389,542,721,356,353
NM_013330,48,83,57,17,41
NM_001303501,577,908,1361,669,617
NM_182919,33,28,26,20,15
NM_018240,587,916,1251,634,678
NM_001243646,317,495,630,284,366
NM_001205281,2,4,3,3,3
NM_015576,8,6,10,1,8
NM_002333,534,683,939,463,453
NM_002840,1315,1849,2143,1048,966
NM_002843,13,20,21,11,14
NM_002842,144,161,231,109,134
NM_002336,279,405,410,158,219
NM_002334,56,97,101,51,60
NM_001126103,363,674,685,377,404
NM_001126106,5,15,22,10,12
NM_001761,605,947,1011,612,645
NM_001190265,9,15,12,6,3
NM_024565,69,101,115,63,43
NM_024562,105,175,184,95,97
NM_024561,24,46,34,8,24
NM_001354491,10,9,12,5,5
NM_001308068,298,464,448,267,254
NM_182915,193,262,347,159,177
NM_001294314,14,33,19,12,22
NM_014373,4,3,1,1,1
NM_145306,13,19,14,17,13
NM_182917,3120,4721,5146,2594,2572
NM_031899,135,174,195,89,104
NM_014376,50,71,110,44,40
NM_002079,177,290,339,153,192
NM_031890,25,34,48,21,18
NM_031896,9,15,16,7,5
NM_001013635,23,16,26,10,5
NM_005314,5,2,2,3,1
NM_014598,64,98,98,54,60
NM_147193,6,5,15,6,5
NM_014597,150,259,165,86,145
NM_147196,3,2,5,5,2
NM_001408,245,344,345,190,190
NM_001276320,15,20,29,14,33
NM_001031701,37,50,55,22,33
NM_001040431,149,193,221,102,92
NM_004468,61,74,92,40,63
NM_001351985,53,72,65,26,46
NM_001145374,79,126,115,58,63
NM_018453,61,98,130,41,73
NM_018100,45,74,90,47,72
NM_001014440,4,1,2,2,3
NM_001145373,90,50,43,29,28
NM_018456,21,34,25,8,10
NM_018109,123,197,209,95,139
NM_005313,351,552,518,248,240
NM_002072,83,105,104,41,51
NM_002073,153,192,201,97,107
NM_182828,6,7,11,7,7
NM_031948,5,6,5,2,6
NM_014370,33,57,70,42,46
NM_014372,108,194,165,81,120
NM_005649,9,7,14,3,6
NM_005318,309,411,391,187,153
NM_005319,6875,12526,13241,6718,5088
NM_001014448,19,30,41,17,11
NM_014377,39,65,50,19,43
NM_005643,167,236,212,95,138
NM_001318800,2,11,13,5,2
NM_005646,101,160,177,72,94
NM_001100878,79,110,128,60,88
NM_001204397,13,17,23,4,11
NM_005645,41,61,63,28,30
NM_023039,12,23,23,10,22
NM_001355237,45,70,71,16,32
NM_001114938,3,3,6,4,11
NM_023034,175,204,199,65,116
NM_023037,25,27,31,10,21
NM_031942,306,438,363,131,165
NM_001177479,19,33,15,4,13
NM_001278940,61,95,85,50,70
NM_001171868,158,185,163,82,87
NM_015527,579,763,889,490,451
NM_001202560,442,756,871,382,427
NM_001407,311,458,521,293,304
NM_001193424,52,93,48,29,37
NM_001004354,31,32,20,14,14
NM_003078,571,770,1033,502,516
NM_001330418,63,68,87,41,56
NM_001286820,149,132,182,92,78
NM_032019,55,85,86,54,56
NM_001079526,3,4,6,2,2
NM_001348424,110,169,118,51,56
NM_001466,468,602,536,276,208
NM_032013,189,285,289,147,125
NM_032012,500,773,910,423,589
NM_032015,98,114,161,75,63
NM_194279,102,154,161,69,85
NM_001036645,3,2,6,2,2
NM_001303131,38,66,40,13,30
NM_007124,465,733,621,261,396
NM_033495,21,27,25,8,2
NM_017581,22,34,41,15,11
NM_001349798,104,142,161,61,108
NM_001286563,9,17,14,13,7
NM_170587,15,14,20,3,8
NM_004845,37,55,63,35,23
NM_001321267,54,68,61,24,49
NM_016053,30,37,35,10,18
NM_016052,63,80,78,30,57
NM_007122,263,416,611,326,387
NM_005792,25,29,29,9,12
NM_016059,176,277,297,119,171
NM_152455,80,133,141,71,76
NM_001008530,99,159,175,68,89
NM_004341,1771,2510,2333,1123,1363
NM_001008539,285,333,365,111,173
NM_207406,50,69,90,36,39
NM_001031737,5,4,6,5,8
NM_173852,246,291,327,133,157
NM_001282568,119,161,210,87,101
NM_173854,153,204,252,107,145
NM_001242894,26,42,51,26,22
NM_001242896,92,138,192,98,88
NM_001318088,32,40,52,32,24
NM_001242891,2070,2993,2666,851,1261
NM_024321,902,1410,1616,738,653
NM_001317177,82,122,149,57,65
NM_016239,20,37,45,28,42
NM_172107,3,3,3,4,2
NM_016941,77,82,95,48,33
NM_016231,73,98,96,39,53
NM_016230,32,64,68,24,25
NM_016237,1109,1606,1645,774,955
NM_015528,185,267,283,119,134
NM_016946,1,4,5,1,2
NM_001308341,20,22,28,12,27
NM_001350561,231,281,395,182,168
NM_001004356,297,409,527,239,252
NM_001290261,37,50,60,29,35
NM_015529,32,40,32,29,30
NM_001201407,31,48,51,19,39
NM_001351100,612,932,925,473,549
NM_001019,452,717,704,256,303
NM_001545,143,272,350,158,170
NM_001012,2332,3143,3349,1269,1376
NM_001547,68,63,60,26,64
NM_001016,574,810,914,310,440
NM_001015,5763,7881,9372,3316,3242
NM_145169,94,134,142,56,74
NM_001306215,89,148,136,73,71
NM_001282907,501,734,702,222,355
NM_001282905,22,29,21,11,11
NM_000946,117,185,203,70,98
NM_000944,188,223,188,46,108
NM_000945,63,75,47,23,30
NM_007262,447,723,730,309,332
NM_000943,29,70,72,23,36
NM_007260,118,165,220,103,74
NM_000941,887,1351,1683,724,748
NM_194259,210,337,328,150,168
NM_001320132,35,47,56,22,21
NM_001165035,689,1037,1152,624,614
NM_001142467,182,227,259,135,159
NM_001320687,84,120,118,53,51
NM_001194997,320,538,608,249,270
NM_003942,409,580,656,375,395
NM_003941,65,93,75,33,31
NM_003940,107,184,140,78,94
NM_003945,67,86,133,43,70
NM_138689,316,458,529,243,265
NM_001242335,15,29,33,8,11
NM_001316772,546,859,841,267,359
NM_001331010,156,199,174,54,89
NM_022977,100,129,100,50,60
NM_176072,12,12,10,5,2
NM_001204814,35,56,62,40,46
NM_018225,208,301,376,123,208
NM_020677,10,7,9,9,4
NM_020675,70,134,103,40,49
NM_020673,86,123,130,57,78
NM_001080414,375,460,509,249,280
NM_007083,21,26,43,17,20
NM_007080,40,48,38,22,18
NM_007086,150,223,200,71,130
NM_001080412,76,97,71,31,38
NM_024779,178,293,358,140,158
NM_024954,216,304,295,136,127
NM_001080418,21,18,23,14,13
NM_001080419,165,278,331,160,150
NM_001320350,30,43,62,26,25
NM_017549,122,176,187,86,111
NM_003800,70,109,96,29,60
NM_014569,450,609,673,307,391
NM_152407,45,70,105,45,73
NM_017546,330,511,492,215,256
NM_017547,209,329,359,176,193
NM_004689,819,1061,1398,596,539
NM_004688,17,16,20,7,8
NM_001347901,146,213,264,154,136
NM_005921,89,167,168,66,94
NM_032048,16,15,28,21,24
NM_032139,288,372,427,208,203
NM_004685,84,140,141,49,72
NM_004687,1040,1671,1726,790,891
NM_001345918,7,21,20,10,7
NM_001001852,277,290,310,154,188
NM_020719,385,433,492,259,262
NM_001924,197,339,448,196,197
NM_032016,260,413,406,209,251
NM_020718,202,282,326,183,190
NM_001233,26,46,69,14,19
NM_001242336,79,119,104,37,75
NM_004299,140,211,225,77,148
NM_006133,180,236,282,136,135
NM_003412,571,620,696,347,320
NM_006135,317,518,508,220,264
NM_006134,17,28,26,9,18
NM_006688,177,241,316,135,126
NM_153376,2,5,4,2,2
NM_006682,8,5,7,2,3
NM_001286043,121,175,169,71,90
NM_004295,701,1097,1313,653,713
NM_002265,2631,4142,4455,1663,2239
NM_001286045,20,28,47,18,14
NM_001127192,840,1159,1241,520,603
NM_004292,329,363,487,288,292
NM_001127198,197,226,237,141,153
NM_020710,664,949,1125,610,649
NM_020713,442,603,695,408,300
NM_001015891,11,29,16,3,13
NM_153377,214,359,443,201,246
NM_001242784,104,138,203,98,129
NM_198046,179,286,312,155,145
NM_005817,1140,1543,1833,858,780
NM_001135215,8,15,12,4,5
NM_005815,7,12,13,2,7
NM_005813,253,378,328,124,226
NM_005811,120,139,194,80,76
NM_024699,46,92,92,33,54
NM_005819,149,207,237,105,99
NM_139246,110,199,203,85,102
NM_006357,248,382,410,177,200
NM_139245,6,5,9,3,7
NM_006351,381,615,762,358,366
NM_006353,70,92,75,35,40
NM_006352,235,376,366,155,211
NM_001135055,1715,2480,2770,1124,1125
NM_001324459,94,176,186,40,63
NM_001166691,97,155,110,36,87
NM_000137,60,76,95,38,54
NM_000136,157,241,229,116,145
NM_017905,365,519,531,209,266
NM_001135217,22,29,16,7,10
NM_032374,62,79,97,40,78
NM_032375,309,477,497,249,183
NM_032377,104,162,189,94,77
NM_032373,11,6,1,1,4
NM_032378,1141,1741,2095,950,1002
NM_152753,12,17,27,12,8
NM_001320910,92,153,151,61,80
NM_001350492,254,438,503,158,224
NM_001184743,159,199,250,131,150
NM_001184742,50,60,33,16,14
NM_001318527,53,114,140,61,49
NM_014169,41,70,78,37,42
NM_014168,63,93,86,22,35
NM_177949,388,545,466,248,246
NM_014165,44,51,61,20,18
NM_014167,41,63,28,16,20
NM_014166,56,83,61,25,33
NM_014161,278,346,359,151,146
NM_014160,173,301,345,131,170
NM_001319127,13,21,9,8,14
NM_018668,68,104,128,65,59
NM_001543,457,671,783,398,382
NM_015566,15,21,22,9,15
NM_015567,88,103,69,30,54
NM_015565,202,271,194,94,127
NM_015562,103,152,157,87,117
NM_018664,41,52,52,22,25
NM_018665,5,22,22,10,12
NM_152716,87,155,199,84,68
NM_021100,100,177,179,81,87
NM_001305040,6,8,6,2,4
NM_001305043,424,615,638,299,363
NM_002454,60,101,113,74,81
NM_002455,139,194,272,119,119
NM_017916,379,536,698,328,336
NM_001320479,2,8,7,5,8
NM_001270470,72,110,77,31,36
NM_001270476,463,669,734,348,317
NM_052813,1,5,6,3,4
NM_001256716,86,105,107,57,61
NM_001317033,489,716,768,347,389
NM_001301746,105,167,255,138,147
NM_033026,65,85,87,35,34
NM_033025,831,1213,1775,915,880
NM_138300,399,491,550,242,234
NM_001282684,145,222,256,166,156
NM_001282687,10,9,13,8,12
NM_001346413,81,89,109,44,76
NM_001282680,471,620,580,272,383
NM_033028,59,97,103,36,54
NM_014788,66,79,114,52,55
NM_001226,72,99,62,43,60
NM_001220,41,77,77,52,23
NM_014781,131,186,113,40,109
NM_014783,97,164,89,30,85
NM_001229,85,93,118,65,60
NM_014786,348,526,729,393,308
NM_001320905,578,911,1092,461,580
NM_022132,155,225,190,73,121
NM_022130,343,468,456,215,218
NM_001143782,30,21,36,12,18
NM_001143780,519,600,722,376,361
NM_021116,189,275,327,173,193
NM_021117,107,195,188,94,88
NM_021110,631,1025,743,309,473
NM_001082480,101,116,123,66,57
NM_001347886,11,17,15,9,4
NM_018317,16,36,22,13,16
NM_199141,882,1196,1355,708,613
NM_001322216,609,964,1034,490,528
NM_170740,38,30,21,10,18
NM_000062,106,153,165,78,59
NM_139169,145,183,177,87,117
NM_005109,100,165,154,76,97
