AccNum,cdReads0_RNA_2,cdReads1_RNA_2,cdReads2_RNA_2,cdReads3_RNA_2,cdReads4_RNA_2
NM_015274,198,194,184,119,120
NM_016497,256,290,212,160,121
NM_002705,129,119,162,111,79
NM_015949,458,470,445,283,236
NM_001282766,166,194,164,116,100
NM_015272,32,42,28,28,21
NM_001278299,455,507,525,346,258
NM_001282761,55,94,81,50,30
NM_001305,6,13,6,4,3
NM_001304,362,410,228,156,188
NM_001303,107,98,99,65,57
NM_001300,214,118,88,48,86
NM_001353657,199,233,172,96,91
NM_001276471,375,458,425,265,218
NM_001024809,111,135,155,93,95
NM_030624,138,137,109,60,71
NM_001350073,34,31,38,18,26
NM_001024807,281,288,270,196,147
NM_001244950,114,108,116,63,61
NM_001350077,195,306,182,128,186
NM_021217,73,66,33,28,22
NM_021216,494,440,379,193,188
NM_020755,362,586,529,374,326
NM_021214,32,27,29,16,11
NM_021211,69,93,33,23,27
NM_021210,67,64,69,26,35
NM_177455,80,65,66,43,48
NM_014078,195,256,208,146,100
NM_001322845,85,77,86,74,52
NM_021219,34,44,38,29,17
NM_001322841,812,926,876,581,440
NM_020433,127,143,154,91,76
NM_001329434,984,1224,905,615,485
NM_001308381,200,233,192,134,111
NM_207644,45,36,32,18,21
NM_001081550,99,174,118,101,129
NM_019556,20,24,13,9,12
NM_203327,101,92,65,42,64
NM_021079,859,974,930,553,503
NM_021078,117,131,119,98,121
NM_016172,583,545,516,317,273
NM_021077,35,20,28,16,16
NM_021076,12,13,17,8,10
NM_021075,189,185,153,97,73
NM_021074,199,204,209,117,107
NM_001347830,10,4,1,2,3
NM_173074,16,30,26,22,15
NM_006451,128,145,128,71,61
NM_001297665,6,3,4,5,2
NM_001330349,97,80,64,34,31
NM_001001671,33,38,13,11,17
NM_001174103,19,27,17,8,12
NM_001174100,480,495,447,298,218
NM_001174104,12,22,14,11,14
NM_178507,1005,904,853,531,492
NM_001317994,48,62,60,55,37
NM_015015,347,270,321,211,172
NM_201520,3,6,2,4,1
NM_001309434,370,343,306,170,117
NM_001164277,181,168,163,90,85
NM_000303,106,113,70,62,70
NM_000304,118,135,108,60,55
NM_000305,482,618,494,420,374
NM_001164273,1037,1429,1034,788,662
NM_181462,190,203,202,121,98
NM_001102420,33,43,28,23,15
NM_175921,63,71,62,43,37
NM_006224,156,176,166,102,81
NM_006221,761,747,719,411,331
NM_001011713,126,104,86,65,88
NM_001195249,168,170,161,98,95
NM_178120,142,95,68,36,43
NM_004849,73,125,92,77,61
NM_004130,95,99,87,60,37
NM_017744,99,104,111,61,75
NM_001042537,119,122,102,89,65
NM_001042539,2145,2006,2025,1155,1005
NM_004840,100,124,124,59,59
NM_004514,1193,1216,1163,716,649
NM_004844,134,141,147,79,88
NM_006809,209,218,229,146,119
NM_001317199,930,926,695,373,313
NM_001244008,346,342,368,250,196
NM_001317194,341,332,262,157,128
NM_001317195,5,5,3,2,1
NM_198426,609,684,573,371,235
NM_144693,41,48,25,21,27
NM_144695,63,100,71,58,67
NM_000169,204,224,207,127,116
NM_144697,12,18,7,10,12
NM_000161,5,9,8,11,12
NM_007098,135,152,141,110,77
NM_138423,163,169,154,124,70
NM_173825,24,31,32,22,33
NM_001160223,33,32,30,19,14
NM_005513,187,184,129,89,72
NM_020309,11,6,8,6,7
NM_000362,370,374,337,204,202
NM_001113490,83,106,127,71,47
NM_001166222,2,1,1,2,1
NM_001348677,8,2,6,4,6
NM_019554,459,532,465,291,214
NM_004891,17,22,23,4,10
NM_001282512,68,85,63,53,40
NM_001257964,21,28,35,18,9
NM_006750,236,229,183,134,144
NM_001282515,38,56,36,53,40
NM_001351372,2,5,3,1,2
NM_006753,311,301,373,305,278
NM_001345922,35,43,39,21,25
NM_001278458,2,5,3,3,3
NM_001015878,6,9,9,10,3
NM_213599,63,82,47,38,42
NM_003327,12,6,2,2,2
NM_006212,16,17,18,18,24
NM_006300,20,40,33,33,23
NM_004413,1,1,1,1,1
NM_001167741,29,30,24,26,21
NM_024798,5,1,4,1,1
NM_001039127,24,32,18,19,15
NM_013254,44,62,52,42,52
NM_001282167,26,39,33,19,22
NM_001282169,28,33,40,22,33
NM_001171818,158,130,174,96,72
NM_001320714,169,176,117,90,93
NM_001080533,157,163,148,91,76
NM_015256,3,5,4,7,3
NM_001170905,33,38,23,26,23
NM_001126121,161,127,129,75,55
NM_002210,816,1055,680,477,457
NM_002211,655,1008,658,509,425
NM_002213,984,1080,619,369,422
NM_002214,129,194,151,148,112
NM_001172696,246,281,274,177,148
NM_002218,1,5,5,1,9
NM_031370,226,323,381,264,164
NM_031372,999,1347,1344,879,658
NM_153329,419,497,430,326,280
NM_001166108,117,145,108,76,105
NM_001323072,892,1039,1020,606,495
NM_001136033,2584,2866,2915,1934,1603
NM_001190980,9,15,8,8,5
NM_001171816,93,102,108,67,58
NM_001165928,1188,1171,970,588,474
NM_001256404,9,8,10,5,1
NM_032574,31,38,27,22,14
NM_001256409,410,534,495,280,209
NM_001160183,14,18,10,14,10
NM_001314059,60,78,74,64,63
NM_033625,217,239,238,123,98
NM_033624,431,491,271,220,227
NM_001331097,20,35,27,32,17
NM_001193523,104,104,79,55,99
NM_033158,537,529,412,200,163
NM_004416,11,14,5,3,4
NM_001242860,28,26,14,18,19
NM_001421,163,139,196,99,100
NM_001242865,480,492,489,304,223
NM_001167940,29,37,34,16,17
NM_001242868,8,7,7,7,4
NM_001931,360,404,293,181,183
NM_001353403,135,122,104,56,66
NM_001346186,351,328,313,173,140
NM_001933,187,173,187,123,109
NM_001163335,17,22,17,9,13
NM_001283018,17,18,12,15,7
NM_015368,155,214,130,69,105
NM_001330243,43,50,29,19,12
NM_080664,39,39,35,30,27
NM_001145418,620,591,507,395,427
NM_080660,269,248,267,155,184
NM_001145415,390,470,399,340,221
NM_018202,109,169,135,78,66
NM_004530,78,71,73,41,46
NM_015364,3,5,3,1,2
NM_001145412,214,312,241,157,132
NM_080668,438,452,437,267,229
NM_012329,138,127,78,63,74
NM_001130913,7,14,10,7,7
NM_012325,328,550,447,284,260
NM_004418,81,50,68,34,28
NM_016608,189,207,179,101,74
NM_012326,5,11,11,3,1
NM_012321,1121,1120,1098,650,457
NM_012320,146,185,177,125,112
NM_001939,16,22,24,8,14
NM_013324,29,20,9,6,10
NM_014949,221,228,235,138,182
NM_014948,94,99,92,51,29
NM_001190329,741,823,646,385,276
NM_014943,24,22,19,12,6
NM_001190457,130,136,133,72,81
NM_014941,183,168,189,120,78
NM_014940,216,218,193,118,93
NM_014417,35,27,26,8,10
NM_001195131,4,9,5,6,3
NM_005072,234,258,326,203,174
NM_032390,120,166,135,99,87
NM_001005340,7,4,5,3,1
NM_005078,213,207,164,105,106
NM_005620,223,215,192,115,109
NM_002392,145,231,132,131,152
NM_001307978,194,193,143,93,91
NM_018064,52,34,34,31,17
NM_015097,360,413,295,223,211
NM_015094,194,192,165,97,93
NM_018060,738,809,546,310,279
NM_015093,161,189,141,93,83
NM_174898,2,5,6,8,11
NM_001206929,10,4,5,8,11
NM_130463,20,21,21,16,10
NM_001798,324,414,335,214,172
NM_022089,568,580,553,352,284
NM_130466,214,228,184,108,106
NM_130468,234,238,208,110,97
NM_001825,2,2,4,2,1
NM_174894,1003,937,880,487,417
NM_001823,1678,1690,2026,1188,794
NM_001792,881,1065,691,477,496
NM_003324,201,252,183,132,115
NM_022739,687,904,718,513,539
NM_022489,375,363,401,299,290
NM_178509,46,57,43,25,21
NM_022483,14,25,20,15,15
NM_022481,162,128,138,94,86
NM_022480,118,110,58,44,36
NM_001348077,55,63,40,21,25
NM_001352964,199,209,211,123,97
NM_206855,331,412,274,199,228
NM_006842,1900,2194,2326,1470,1005
NM_182965,331,359,307,194,171
NM_000181,225,251,226,185,152
NM_183373,60,58,76,39,22
NM_020931,54,76,45,38,36
NM_000186,259,428,191,157,150
NM_020933,252,279,242,168,157
NM_020932,22,29,23,5,5
NM_020935,168,243,213,144,157
NM_032611,148,157,134,77,59
NM_020937,71,88,63,51,69
NM_020936,165,162,163,142,117
NM_001345867,37,51,16,20,9
NM_025212,7,3,3,4,1
NM_025211,3,3,4,3,4
NM_025217,1,5,3,1,4
NM_001176,8,12,9,8,7
NM_001177,73,85,60,51,48
NM_025219,471,451,412,233,213
NM_152653,69,70,91,54,39
NM_014907,197,237,190,128,107
NM_001252007,140,202,123,128,89
NM_004157,300,345,292,232,187
NM_001197026,41,30,25,18,25
NM_015932,94,144,102,56,48
NM_017803,61,64,70,44,35
NM_018972,57,64,50,29,24
NM_017807,124,129,125,86,83
NM_001098821,8,12,11,10,7
NM_018973,104,88,76,50,41
NM_015490,1,2,2,5,2
NM_001354783,47,75,34,29,31
NM_018976,707,1134,674,522,550
NM_024339,245,280,273,175,145
NM_172002,73,78,73,44,28
NM_001322278,24,41,36,15,27
NM_016312,299,293,273,168,157
NM_003184,285,415,286,219,198
NM_001330192,255,362,293,203,167
NM_001441,4,4,6,5,4
NM_001323563,87,92,90,50,48
NM_001104554,9,5,4,1,4
NM_018124,795,835,742,479,378
NM_015957,42,45,32,31,30
NM_015955,23,31,35,14,15
NM_015954,176,228,169,111,109
NM_015953,1035,1043,1091,616,519
NM_015950,243,259,268,138,140
NM_001289125,31,28,18,17,4
NM_001130415,12,7,9,3,5
NM_001323903,48,89,62,73,44
NM_001206541,240,289,242,150,115
NM_001130413,19,18,13,8,11
NM_022740,373,357,347,203,217
NM_138455,1127,1170,939,611,514
NM_001101676,7,5,2,2,4
NM_138458,86,99,77,52,38
NM_001351001,28,38,28,22,25
NM_001244014,8,7,9,3,7
NM_001318066,386,475,313,197,159
NM_024331,97,90,87,60,60
NM_001354247,274,307,192,123,148
NM_001199297,154,199,154,137,103
NM_001199295,66,69,45,38,37
NM_001199291,204,280,209,185,115
NM_024335,15,20,19,10,12
NM_024334,385,487,382,275,259
NM_001290062,30,26,23,26,19
NM_001024613,2,1,3,2,1
NM_001308268,4,6,5,2,1
NM_001308269,135,175,102,65,75
NM_001032296,449,544,326,228,227
NM_178863,39,26,30,12,17
NM_001122955,157,153,143,101,63
NM_001329456,150,174,132,88,67
NM_004073,127,137,118,79,105
NM_015378,321,364,250,197,177
NM_001349809,162,133,116,89,74
NM_001324276,15,14,15,8,6
NM_031417,155,140,147,94,79
NM_031412,68,88,61,55,37
NM_030786,16,13,7,4,5
NM_031419,168,223,358,235,253
NM_001256695,96,107,114,75,61
NM_001078171,77,81,56,44,43
NM_001080539,24,46,43,45,30
NM_017738,40,51,44,28,35
NM_020771,73,98,65,28,42
NM_181724,88,72,49,24,36
NM_203487,33,66,34,15,20
NM_001042496,83,116,78,62,60
NM_020770,23,30,34,17,13
NM_001042492,234,298,222,153,174
NM_001042493,16,14,11,14,11
NM_003955,282,143,147,93,89
NM_017734,127,222,184,142,108
NM_001001484,16,20,18,13,9
NM_032752,401,450,428,240,217
NM_001001481,26,37,23,17,32
NM_001184691,60,57,47,45,49
NM_001329746,24,17,30,10,11
NM_014337,130,102,138,69,79
NM_021873,400,367,331,204,172
NM_018125,216,203,174,95,86
NM_001102657,22,28,11,7,11
NM_145806,519,529,540,433,338
NM_001102651,37,33,19,22,15
NM_145804,51,48,48,34,16
NM_001007226,165,212,164,150,144
NM_003534,7388,10404,8236,4228,2621
NM_001145772,5,5,9,4,5
NM_003532,4167,4957,4396,2277,1473
NM_003533,1505,1995,1765,929,654
NM_003530,4662,6133,5226,2578,1349
NM_003531,6874,10199,9831,5177,3128
NM_032871,196,199,144,105,68
NM_003538,3638,4705,4341,2348,1610
NM_003539,558,889,890,499,294
NM_014053,96,120,85,56,55
NM_001042481,483,671,457,289,363
NM_002918,79,143,194,110,116
NM_024775,106,99,68,49,58
NM_000983,21,17,14,17,11
NM_001297598,84,135,72,83,73
NM_002917,206,188,205,143,133
NM_001300866,65,167,124,89,86
NM_002915,156,176,125,90,64
NM_001166357,885,1042,956,666,512
NM_001190844,4,1,2,5,2
NM_001195833,31,30,39,11,28
NM_014771,1053,1255,1139,758,635
NM_001006933,14,15,9,8,3
NM_014773,205,257,225,140,150
NM_152450,3,1,3,1,1
NM_001256090,210,282,284,180,187
NM_005244,5,4,2,5,1
NM_005245,4752,6246,4602,2748,2633
NM_001345949,35,53,29,24,29
NM_152457,11,16,14,12,11
NM_032146,1,3,3,3,1
NM_032145,154,191,123,73,62
NM_032142,683,923,605,443,425
NM_032141,13,33,20,19,13
NM_001348156,8,9,7,1,4
NM_001286205,164,197,206,142,108
NM_032148,22,22,26,14,8
NM_001271082,8,10,10,6,8
NM_001271087,431,511,537,341,262
NM_001123385,51,54,53,40,45
NM_017983,326,451,419,251,213
NM_001267864,359,386,320,177,137
NM_032728,20,14,15,10,6
NM_032727,209,187,194,137,116
NM_032726,44,74,73,48,41
NM_003506,135,199,105,89,153
NM_153253,652,655,614,386,327
NM_001185181,242,213,182,121,81
NM_001271886,123,142,138,98,62
NM_002669,236,319,255,197,174
NM_002668,180,218,192,88,81
NM_031213,36,40,26,20,18
NM_003953,223,265,181,134,114
NM_002661,16,17,18,8,5
NM_002660,995,1122,1077,789,780
NM_002663,217,243,231,150,122
NM_002662,24,21,22,13,14
NM_001404,1062,1107,1046,698,547
NM_013448,154,268,201,169,138
NM_013447,42,43,40,27,28
NM_013446,160,182,191,145,123
NM_001318337,442,457,488,327,265
NM_013444,123,96,85,54,41
NM_013443,441,448,421,236,221
NM_013442,1053,1115,1012,654,515
NM_013441,4,7,4,1,2
NM_014824,38,42,36,27,27
NM_015425,1487,1564,1592,942,875
NM_015136,6,4,4,7,2
NM_015423,246,285,219,164,166
NM_015130,91,101,84,55,54
NM_015421,30,34,17,18,10
NM_001030001,72,97,76,46,45
NM_006938,88,133,104,73,65
NM_015139,111,116,100,53,107
NM_015138,213,300,225,150,159
NM_015428,333,345,301,181,199
NM_001082486,217,231,179,116,113
NM_014351,20,23,19,19,12
NM_014059,3,3,9,4,3
NM_001015072,39,49,31,20,22
NM_001099857,21,27,19,16,20
NM_001320,833,902,804,442,345
NM_001190241,36,51,34,26,19
NM_012290,78,137,109,92,86
NM_052970,19,10,11,10,4
NM_018838,220,234,179,106,88
NM_001353095,176,232,219,135,139
NM_170677,146,156,133,86,78
NM_001304433,4,10,3,8,13
NM_000690,233,312,244,144,122
NM_001304430,25,49,44,32,35
NM_005335,21,17,24,20,10
NM_016447,288,349,274,204,161
NM_152784,1,3,3,2,2
NM_033450,294,265,270,180,163
NM_182633,41,44,33,34,28
NM_001369,9,7,8,7,2
NM_001278651,838,1011,947,589,462
NM_001365,105,103,93,58,67
NM_016930,64,87,76,45,51
NM_001329632,219,156,142,69,51
NM_152787,53,65,50,52,40
NM_001361,93,101,98,69,60
NM_001360,446,487,539,334,259
NM_001363,373,505,427,271,223
NM_001353891,332,407,360,215,214
NM_012292,480,472,527,324,260
NM_001320808,93,127,79,42,69
NM_001353899,39,43,36,35,27
NM_003628,543,612,477,326,277
NM_001320801,145,140,126,85,64
NM_001320755,882,1076,1100,720,612
NM_001320757,198,329,195,141,159
NM_001320750,30,37,29,23,19
NM_001354023,75,50,57,44,47
NM_022338,218,232,191,97,70
NM_145814,62,50,52,43,30
NM_006635,570,558,379,304,348
NM_006570,94,77,81,44,47
NM_032290,53,87,74,68,45
NM_003501,181,226,195,123,119
NM_001242739,56,48,33,20,32
NM_006572,284,379,251,155,199
NM_174978,12,16,7,7,5
NM_174976,6,3,2,7,5
NM_001172705,2794,3516,2937,1954,1779
NM_001321988,21,22,20,17,11
NM_178042,259,341,259,200,155
NM_001320141,262,309,255,146,112
NM_178040,133,174,145,104,87
NM_001142684,51,72,43,43,39
NM_001142685,219,282,187,158,150
NM_021095,536,575,569,367,308
NM_021098,451,400,384,257,191
NM_015194,19,10,7,3,2
NM_001007233,70,76,70,45,65
NM_001281495,461,500,492,301,211
NM_153461,248,243,232,143,109
NM_001303236,61,72,40,32,32
NM_001286440,490,413,371,225,163
NM_001355197,15,18,11,7,7
NM_001323585,144,242,213,167,130
NM_001330320,120,127,113,71,87
NM_001330321,43,54,43,20,20
NM_001199752,602,558,638,362,334
NM_001174166,4,7,11,9,5
NM_001076785,107,127,107,72,70
NM_017914,175,211,224,110,118
NM_007145,87,126,76,54,53
NM_001291291,4,5,5,1,2
NM_001199042,12,17,15,4,7
NM_006808,442,441,400,234,207
NM_000368,260,315,299,216,184
NM_006801,539,523,488,256,196
NM_001164211,38,37,37,33,38
NM_006802,423,550,480,319,284
NM_006805,798,764,721,377,276
NM_006804,172,198,179,131,113
NM_006807,203,232,184,123,84
NM_000361,155,81,98,57,49
NM_003321,1475,1567,1449,1063,790
NM_003320,102,100,86,52,48
NM_006755,818,938,877,510,416
NM_003325,383,454,329,210,222
NM_006759,197,293,167,141,121
NM_006208,13,9,4,8,7
NM_003981,565,741,671,468,390
NM_003980,3,1,4,1,1
NM_153607,20,32,22,31,23
NM_153603,71,91,97,72,56
NM_004539,409,586,472,366,320
NM_004538,20,26,21,16,12
NM_004537,365,481,351,280,208
NM_004535,34,31,32,23,25
NM_004533,4,2,3,3,1
NM_030653,63,65,72,51,62
NM_004531,34,63,41,33,20
NM_000538,13,10,11,6,4
NM_198449,209,246,149,106,122
NM_001199629,374,423,383,205,186
NM_001297742,85,122,105,76,61
NM_001256295,34,37,34,18,18
NM_198446,309,260,275,161,138
NM_001199620,140,121,62,72,80
NM_001282290,17,17,39,16,15
NM_032936,59,45,25,24,19
NM_032932,206,194,149,111,91
NM_032930,6,5,7,3,2
NM_000189,165,191,128,77,63
NM_001258438,529,879,604,468,409
NM_001331037,129,179,129,98,84
NM_001331036,141,196,162,143,95
NM_003185,170,184,159,109,112
NM_001160243,151,152,124,77,85
NM_003183,314,479,285,173,173
NM_003182,11,9,7,6,2
NM_001004339,174,183,151,113,92
NM_001318927,96,131,91,65,71
NM_001331039,228,168,173,104,119
NM_002904,988,1124,1026,661,487
NM_005044,56,43,32,23,26
NM_020325,227,232,210,146,119
NM_001282880,12,17,13,11,13
NM_020328,146,127,126,86,87
NM_178523,40,46,30,25,13
NM_201649,17,25,26,16,5
NM_002907,101,175,87,88,83
NM_001166347,140,128,120,92,76
NM_000980,107,95,98,51,41
NM_000986,230,288,285,172,120
NM_000984,194,320,241,150,81
NM_003861,288,314,265,192,150
NM_001286416,297,316,328,194,134
NM_003165,82,92,71,47,41
NM_004317,732,831,812,469,350
NM_002053,12,29,26,10,7
NM_001278926,128,160,141,121,103
NM_001321980,141,152,157,110,70
NM_001321981,53,69,40,27,28
NM_001287426,96,139,136,101,57
NM_001287427,1599,1448,1278,744,687
NM_001282144,53,55,59,28,38
NM_001278387,458,583,312,195,298
NM_013276,204,215,185,126,121
NM_005904,52,71,64,30,36
NM_181784,320,448,438,273,210
NM_001323582,60,82,65,40,45
NM_005275,1174,1302,1203,779,584
NM_152434,27,65,64,40,33
NM_001278380,629,662,580,380,314
NM_006496,624,847,597,461,383
NM_181787,69,85,47,56,41
NM_005540,221,247,229,176,143
NM_001302826,32,27,28,12,17
NM_001080440,26,36,23,17,13
NM_002588,856,948,895,607,524
NM_032153,5,6,6,8,3
NM_144572,167,166,135,88,80
NM_198540,14,8,7,7,4
NM_002581,11,18,12,12,10
NM_002582,80,110,115,69,59
NM_002583,149,171,172,110,74
NM_002585,122,127,132,79,65
NM_002586,251,227,222,113,121
NM_006497,540,314,276,149,125
NM_001270952,73,116,115,73,52
NM_001346096,5,2,2,1,6
NM_002270,643,898,517,335,428
NM_002271,1612,2160,1589,970,963
NM_001282208,335,292,293,181,188
NM_001318878,159,145,138,99,49
NM_001305626,402,707,488,371,223
NM_001144995,309,288,319,201,169
NM_001346092,257,213,192,80,89
NM_144578,116,124,77,50,33
NM_001029885,76,76,48,29,25
NM_001029882,322,266,251,148,98
NM_001029880,114,110,90,63,72
NM_001345970,368,351,304,160,156
NM_001166160,238,403,312,276,320
NM_032551,2,1,2,4,2
NM_032552,768,719,681,413,404
NM_032558,475,513,428,305,221
NM_024078,249,236,271,178,146
NM_001351355,30,23,28,16,11
NM_001287580,7,7,6,6,7
NM_016564,37,17,23,15,19
NM_001346235,83,105,70,56,45
NM_001346542,40,41,38,23,22
NM_006630,33,35,25,21,25
NM_006631,71,97,78,72,81
NM_005261,159,225,215,155,159
NM_001212,1187,1189,1050,701,577
NM_003461,570,650,659,373,307
NM_005585,17,27,19,10,12
NM_005584,54,53,43,31,24
NM_005581,256,247,344,178,181
NM_006142,9,8,6,3,1
NM_005583,13,16,10,12,7
NM_080605,508,517,377,249,184
NM_080607,21,21,18,11,6
NM_001288951,162,177,154,132,111
NM_001981,247,334,304,204,173
NM_015350,202,233,135,100,92
NM_001323423,434,624,591,483,504
NM_001319217,2,4,5,4,2
NM_001145432,22,16,16,9,8
NM_015307,50,47,44,33,34
NM_018264,67,90,79,66,60
NM_032310,370,389,365,212,191
NM_015302,353,498,540,347,362
NM_001145437,546,591,640,417,358
NM_001145434,29,49,36,38,24
NM_012301,24,21,18,10,23
NM_012300,288,325,188,133,162
NM_012307,282,391,298,218,189
NM_012306,19,29,14,13,9
NM_015030,295,394,186,161,181
NM_012304,42,48,38,22,24
NM_003468,59,49,25,21,24
NM_001308101,20,38,19,25,34
NM_012308,347,386,316,213,238
NM_005729,221,269,240,140,135
NM_000117,217,235,212,129,123
NM_005721,614,922,717,520,410
NM_005720,2710,2716,2635,1539,1217
NM_005051,1151,1280,1231,774,594
NM_005724,695,809,730,481,377
NM_005727,2,1,2,1,3
NM_001005361,1372,1434,1602,999,956
NM_001013842,156,191,191,124,105
NM_001013845,27,32,27,13,13
NM_001005369,167,239,204,172,126
NM_001320930,40,33,21,19,20
NM_001136015,323,421,384,236,185
NM_207396,21,15,21,14,19
NM_018082,93,131,80,48,62
NM_018083,1105,972,957,549,491
NM_018081,185,159,187,116,95
NM_018086,78,74,55,54,52
NM_018087,522,572,434,274,274
NM_057157,5,5,3,2,2
NM_001307952,21,22,12,10,16
NM_057158,696,730,652,428,369
NM_018089,282,259,248,153,125
NM_207391,12,10,7,6,6
NM_001772,26,29,28,12,11
NM_001806,144,215,136,88,59
NM_130443,292,352,380,221,197
NM_001777,144,192,139,96,93
NM_001330513,44,53,41,24,34
NM_001330510,86,128,94,75,43
NM_004153,920,1029,892,598,460
NM_001809,78,74,59,46,39
NM_022460,85,97,94,65,53
NM_022463,323,297,361,230,214
NM_030911,8,12,8,7,6
NM_022465,7,8,11,7,10
NM_001031,2,3,5,2,1
NM_001348052,61,84,45,39,31
NM_001258282,7,7,4,2,5
NM_001258280,8,5,4,3,6
NM_001330381,29,40,34,26,15
NM_001258289,5,14,9,7,9
NM_001321205,48,49,42,26,23
NM_001346946,129,124,95,58,36
NM_020919,430,592,476,337,283
NM_001345880,115,134,106,67,42
NM_021127,123,152,119,79,65
NM_020911,1,1,4,2,1
NM_001116,376,320,269,201,145
NM_001201483,7021,7947,7208,4414,3120
NM_001201480,45,61,42,30,30
NM_006734,695,812,536,401,368
NM_001317744,6,11,3,5,1
NM_001321343,21,24,24,12,15
NM_001206987,49,50,36,19,15
NM_182641,364,575,400,336,373
NM_016151,853,820,900,564,487
NM_198321,291,271,264,191,185
NM_016154,59,58,48,33,34
NM_016155,43,31,39,23,28
NM_001033050,12,13,9,6,5
NM_016071,36,53,35,21,16
NM_001319960,275,333,167,136,174
NM_005160,155,172,127,79,86
NM_022092,264,298,442,330,292
NM_016073,127,171,134,97,82
NM_003368,361,672,374,331,262
NM_001039580,11,28,14,16,11
NM_181353,355,673,534,290,332
NM_030752,1509,1957,1250,809,701
NM_016488,168,215,184,115,97
NM_016426,355,353,311,208,169
NM_016484,40,42,37,33,23
NM_016485,148,205,161,132,138
NM_016486,60,73,62,22,17
NM_016377,17,20,12,5,12
NM_016374,92,145,127,110,78
NM_015939,97,135,132,90,72
NM_016373,46,41,42,27,16
NM_001354909,520,744,649,445,398
NM_015935,575,535,519,363,299
NM_015934,202,360,313,272,208
NM_015937,863,825,791,485,353
NM_001177802,69,69,59,50,34
NM_015933,23,17,14,12,9
NM_001012508,27,14,23,12,8
NM_001101654,397,422,471,295,293
NM_001205019,3,5,3,4,3
NM_001289145,50,44,34,11,9
NM_138432,89,101,101,51,40
NM_138430,5,10,7,4,3
NM_001256609,77,74,64,27,34
NM_199186,58,65,55,32,23
NM_199184,327,302,303,173,143
NM_001114093,375,490,392,291,261
NM_198580,129,169,182,105,97
NM_001303477,10,13,11,15,7
NM_198850,96,78,92,65,52
NM_001135101,308,369,354,171,141
NM_007348,272,333,298,244,184
NM_000641,72,58,59,30,28
NM_007344,84,137,123,113,80
NM_007342,121,137,114,79,64
NM_001345887,10,14,7,8,8
NM_001320566,128,120,196,152,158
NM_001290002,8,6,7,4,14
NM_001024630,35,25,34,16,34
NM_014214,192,192,205,125,84
NM_173480,29,34,35,28,23
NM_173481,10,9,7,4,1
NM_173487,24,32,17,14,11
NM_001349867,11,14,19,12,9
NM_025092,80,86,93,57,96
NM_001323916,184,223,122,108,128
