AccNum,cdReads0_RNA_2,cdReads1_RNA_2,cdReads2_RNA_2,cdReads3_RNA_2,cdReads4_RNA_2
NM_006266,886,866,858,475,371
NM_003348,162,208,168,125,117
NM_004373,171,167,144,98,78
NM_001172630,32,25,20,11,40
NM_153336,67,109,98,65,60
NM_001286712,21,31,24,20,16
NM_001256584,241,247,230,128,116
NM_153335,109,133,105,85,81
NM_153333,79,112,74,66,29
NM_004808,81,118,58,53,38
NM_004807,91,59,73,42,36
NM_004805,118,129,121,69,58
NM_004804,461,501,400,290,291
NM_004374,208,233,194,128,83
NM_001297590,277,277,233,164,114
NM_001004323,7,7,14,10,9
NM_001330447,317,392,278,245,329
NM_002344,54,59,65,47,58
NM_001301782,43,24,21,14,16
NM_001319302,43,35,35,26,22
NM_006405,406,426,374,231,154
NM_006404,150,140,129,68,69
NM_006407,113,91,74,67,68
NM_006406,461,457,400,238,188
NM_006401,60,66,73,50,32
NM_003162,172,253,181,134,171
NM_001163315,57,67,59,30,39
NM_003169,1179,1360,1465,879,690
NM_024707,138,109,87,50,53
NM_001201366,11,32,15,16,20
NM_001247996,270,339,241,206,218
NM_001247997,95,163,129,109,80
NM_001288736,250,297,213,180,170
NM_001144769,313,641,391,383,513
NM_032828,39,40,31,22,17
NM_003057,2,2,6,2,6
NM_004010,159,230,190,144,137
NM_024704,200,247,158,157,136
NM_001282437,29,51,33,29,22
NM_001320776,82,73,53,40,39
NM_032532,1,1,1,1,1
NM_014774,144,181,139,111,99
NM_032246,179,179,156,104,76
NM_032242,1694,1683,1658,1084,904
NM_023080,321,319,308,210,189
NM_032538,11,5,11,7,2
NM_001202473,19,8,17,9,7
NM_001081563,824,926,854,573,512
NM_001352311,120,165,130,98,81
NM_001010888,8,9,11,10,3
NM_001282129,102,124,129,91,67
NM_003876,82,98,43,29,16
NM_001098413,1,6,5,1,2
NM_005249,2,1,1,1,1
NM_001346386,225,232,248,149,143
NM_183075,88,92,68,47,37
NM_001318106,3,1,3,2,3
NM_005246,28,40,30,25,32
NM_013291,1389,1445,1722,1121,827
NM_198391,40,48,35,39,27
NM_014017,158,165,151,78,64
NM_001177665,258,458,245,210,271
NM_014010,54,41,30,19,18
NM_001178111,42,45,35,15,8
NM_001268,23,44,24,14,17
NM_001008215,33,30,26,22,16
NM_001317721,196,223,255,169,131
NM_015638,880,915,824,555,489
NM_152864,36,28,34,15,23
NM_032272,601,632,622,384,290
NM_005242,8,11,18,6,7
NM_015634,166,206,191,141,155
NM_001271904,35,49,34,33,11
NM_015633,58,80,67,69,59
NM_015631,193,256,247,135,127
NM_001278730,173,152,165,100,86
NM_183242,9,9,4,3,3
NM_183241,198,191,194,127,126
NM_001034173,48,66,47,30,30
NM_000254,227,321,251,180,181
NM_001278736,7,5,4,1,3
NM_002567,746,709,702,420,360
NM_000255,76,109,87,63,68
NM_002561,65,49,51,20,18
NM_001134375,47,70,37,31,39
NM_152862,1228,1437,1237,804,615
NM_002267,52,70,38,27,39
NM_002568,348,364,269,199,214
NM_000253,6,7,2,3,1
NM_005699,5,2,6,3,1
NM_005698,325,373,326,204,176
NM_001282640,202,210,188,138,116
NM_005694,32,35,14,15,13
NM_001291964,385,549,440,334,384
NM_005693,158,122,108,78,62
NM_032490,42,61,33,31,20
NM_001170569,37,21,32,26,15
NM_018025,149,148,182,109,104
NM_018026,128,156,133,92,135
NM_003472,167,318,236,206,154
NM_018028,556,612,608,377,359
NM_001130012,152,137,139,73,62
NM_032492,176,162,130,76,59
NM_139046,86,149,109,100,73
NM_033114,50,72,52,34,34
NM_001242829,463,474,535,327,295
NM_033112,525,627,589,437,330
NM_033110,14,17,12,10,8
NM_001242820,307,327,288,166,159
NM_033119,3,4,3,3,2
NM_033118,4,16,18,9,12
NM_145214,215,179,241,124,107
NM_003474,398,430,336,252,269
NM_001353374,2,4,5,1,3
NM_001256196,242,248,282,165,161
NM_001014831,332,379,422,259,214
NM_001199898,171,181,167,78,85
NM_012115,58,113,74,59,55
NM_001078645,95,126,81,39,70
NM_017686,111,148,93,62,71
NM_001282446,45,42,39,26,22
NM_001142368,56,61,54,37,31
NM_001277199,67,82,55,31,26
NM_001322321,28,27,24,20,15
NM_001099436,197,170,175,128,126
NM_001099438,21,33,28,12,21
NM_001330404,86,90,78,37,41
NM_001242369,88,90,74,37,27
NM_005038,102,111,89,58,43
NM_181521,40,61,45,22,35
NM_001267045,172,194,167,108,111
NM_014909,352,334,315,189,181
NM_024066,379,366,324,231,173
NM_005089,10,22,12,17,12
NM_005030,495,498,498,324,306
NM_014905,497,648,423,287,378
NM_005035,560,470,530,345,346
NM_014902,113,142,155,87,77
NM_014901,107,92,83,51,60
NM_005036,30,38,22,9,15
NM_001038707,57,62,72,49,26
NM_001079514,341,406,333,223,197
NM_017846,148,173,158,124,126
NM_017843,16,16,18,13,15
NM_017842,9,13,6,10,4
NM_017841,106,110,108,67,60
NM_017840,156,175,164,106,82
NM_004746,91,103,105,66,86
NM_017849,105,115,123,59,53
NM_017848,78,62,52,37,40
NM_001862,1033,1008,965,552,486
NM_001863,488,523,420,264,198
NM_001860,173,181,143,74,67
NM_001866,161,240,169,102,63
NM_001353999,22,29,24,15,14
NM_001865,474,555,466,267,231
NM_001868,3,6,5,3,1
NM_001869,7,8,9,9,4
NM_001353990,128,171,147,75,94
NM_001517,123,178,121,107,122
NM_001294338,131,139,122,111,129
NM_001013615,14,15,15,4,4
NM_001294333,640,626,579,345,311
NM_001288653,3169,4721,2766,1442,1482
NM_001288654,292,289,250,148,112
NM_001294335,204,175,156,104,79
NM_003243,115,114,100,82,37
NM_001352432,115,154,129,89,50
NM_182905,4,2,1,5,1
NM_001324049,216,274,191,145,136
NM_182679,146,225,218,127,104
NM_001301011,80,80,64,40,38
NM_004638,3033,2861,3074,1833,1723
NM_004639,2245,2459,3032,1950,1581
NM_001519,258,252,267,202,160
NM_153836,18,14,13,7,9
NM_004630,479,545,592,405,336
NM_001300764,115,137,110,74,88
NM_001300947,820,956,795,476,341
NM_001300946,1402,1660,1493,952,828
NM_004637,191,274,205,134,96
NM_004326,314,286,259,163,107
NM_001201461,45,26,27,24,23
NM_182904,9,8,18,9,6
NM_001330716,94,147,121,110,80
NM_004320,346,506,506,301,213
NM_025250,632,565,579,410,451
NM_001195541,80,85,69,41,32
NM_080916,458,415,459,242,199
NM_001330718,33,48,28,33,27
NM_004329,62,75,59,33,27
NM_022915,352,394,322,230,171
NM_022916,274,286,317,205,175
NM_022912,382,399,305,170,170
NM_022918,56,77,65,42,50
NM_005733,617,637,557,391,309
NM_001142290,117,126,145,76,80
NM_016433,145,135,126,77,72
NM_001320674,99,129,91,68,85
NM_001351590,89,122,86,71,51
NM_173562,319,382,239,176,151
NM_001351267,90,87,81,41,37
NM_001146334,90,67,79,50,58
NM_003246,266,452,436,367,461
NM_016084,4,3,5,1,2
NM_173567,45,50,25,37,21
NM_001317012,150,194,155,114,97
NM_033637,114,130,103,74,48
NM_016466,108,111,121,57,43
NM_016467,148,174,142,88,95
NM_016464,30,35,31,16,13
NM_016080,313,393,349,283,193
NM_015990,105,135,71,44,50
NM_015997,56,52,42,37,32
NM_015994,98,145,95,80,50
NM_017594,15,16,20,6,7
NM_001308196,62,55,62,43,23
NM_001308197,268,299,201,114,119
NM_017590,906,880,805,495,501
NM_017592,228,214,218,130,162
NM_001348119,317,355,260,174,128
NM_152230,46,58,32,20,35
NM_005736,650,740,707,470,343
NM_000801,35,37,25,14,22
NM_001103161,22,18,12,10,13
NM_001303418,430,485,445,295,317
NM_181657,18,17,13,6,6
NM_001164462,11,10,4,3,6
NM_001136501,30,62,83,92,109
NM_145262,51,65,63,27,31
NM_145260,14,12,9,8,14
NM_145267,14,12,11,15,7
NM_006676,314,258,254,160,126
NM_148976,447,557,326,281,254
NM_006675,370,408,351,246,200
NM_001308226,845,870,833,446,401
NM_006670,357,273,263,161,112
NM_031459,73,59,60,31,30
NM_001292004,117,175,118,64,46
NM_002959,879,1043,933,564,557
NM_001412,8,14,18,9,4
NM_031452,5,8,6,6,6
NM_002954,140,200,164,110,69
NM_002953,135,136,122,64,59
NM_002952,1012,956,954,545,470
NM_001184796,1296,1567,1489,1031,757
NM_002950,2715,3036,2857,1799,1415
NM_024348,188,207,205,123,105
NM_024619,257,319,302,190,162
NM_024616,14,23,25,17,8
NM_024341,67,86,64,45,50
NM_024610,42,56,42,54,37
NM_024611,33,38,33,19,19
NM_024612,177,315,209,175,125
NM_024345,69,82,60,71,60
NM_001130823,2690,3246,3369,2093,1765
NM_001013627,71,66,57,60,42
NM_025136,118,116,105,63,46
NM_001160305,65,90,78,66,62
NM_138720,1958,2700,2351,1172,679
NM_001257102,92,132,108,70,50
NM_001349178,23,19,22,17,12
NM_005899,453,523,455,370,293
NM_031232,201,176,207,138,135
NM_001134878,30,48,35,12,12
NM_001114748,42,34,24,17,11
NM_001024227,1064,1120,1050,653,476
NM_175066,292,272,340,239,247
NM_006098,8084,8635,7854,4687,3421
NM_003579,215,200,230,138,137
NM_178502,324,280,261,166,123
NM_175063,699,680,692,425,347
NM_021831,563,543,477,302,215
NM_175061,33,22,25,18,15
NM_001011544,139,137,147,90,91
NM_078474,107,117,112,64,63
NM_001011546,131,154,125,75,49
NM_178508,72,50,49,28,26
NM_001330183,47,57,37,27,26
NM_001031703,243,229,249,149,104
NM_014739,200,335,298,254,200
NM_012118,87,106,74,47,47
NM_024165,292,318,308,196,148
NM_014730,384,333,367,233,199
NM_014734,23,31,24,22,17
NM_014735,64,58,49,38,29
NM_014736,251,341,275,159,116
NM_001318844,292,427,364,272,199
NM_005202,26,26,34,14,14
NM_001323544,197,197,189,110,137
NM_005207,302,312,267,141,151
NM_005204,3,1,2,3,1
NM_032182,141,192,188,135,139
NM_001317931,13,13,11,9,8
NM_152490,113,159,73,81,70
NM_032184,20,40,31,19,27
NM_133328,337,193,174,96,100
NM_001289394,205,263,233,160,141
NM_174891,32,17,23,22,12
NM_024790,77,146,119,98,83
NM_001146276,32,39,22,10,21
NM_001318339,161,214,233,191,159
NM_001357734,84,122,98,64,55
NM_001145054,26,29,19,21,10
NM_005895,1043,1058,824,687,656
NM_001145408,1238,1446,1304,883,748
NM_054025,3,2,2,3,3
NM_018275,163,192,210,157,175
NM_152272,490,536,513,365,337
NM_001283035,553,669,552,361,309
NM_001105251,113,154,95,67,62
NM_152278,90,144,86,44,33
NM_152279,8,27,19,17,15
NM_032765,10,9,9,4,10
NM_017602,385,478,408,257,228
NM_053002,69,85,59,29,37
NM_001301227,1332,1617,1433,892,578
NM_001354429,393,527,373,243,272
NM_015311,1602,1581,1497,1076,899
NM_152423,19,44,29,27,30
NM_018270,381,403,428,254,190
NM_001142470,21,13,15,10,6
NM_015313,567,717,497,401,333
NM_001322130,52,57,42,25,26
NM_001286756,80,116,113,74,62
NM_020775,3,2,2,2,1
NM_016265,42,78,35,30,27
NM_001350139,305,356,227,181,196
NM_001321445,458,519,423,265,265
NM_198182,7,7,9,4,2
NM_022768,694,704,446,264,336
NM_022769,87,110,85,54,48
NM_022766,726,662,433,325,387
NM_022767,438,473,429,268,240
NM_022763,549,665,468,310,371
NM_003388,812,781,781,552,494
NM_015179,507,648,740,486,389
NM_018909,98,119,106,47,56
NM_001172674,66,53,32,22,19
NM_018903,25,29,12,12,12
NM_018902,62,50,47,22,25
NM_018901,2,5,2,2,2
NM_015172,585,875,668,420,417
NM_018907,81,74,66,44,36
NM_001037442,123,174,148,123,111
NM_001305108,932,1055,1084,652,465
NM_001308429,6,8,11,2,1
NM_178448,1118,996,940,553,566
NM_001177382,3,7,4,3,3
NM_001308426,92,77,80,47,47
NM_020870,85,46,61,37,32
NM_020871,18,21,27,15,14
NM_020872,66,88,69,64,64
NM_001316307,719,746,720,435,295
NM_018201,354,388,391,261,236
NM_001113575,8,6,6,3,3
NM_019059,116,102,103,57,52
NM_181861,203,199,130,97,93
NM_001012758,33,33,34,26,18
NM_003365,1791,1914,1682,1095,892
NM_001310321,164,190,160,94,84
NM_001310326,293,356,294,183,155
NM_019050,48,89,63,53,72
NM_019051,84,90,66,56,44
NM_001143995,11,12,6,2,5
NM_012335,3,6,4,2,2
NM_001143993,132,110,96,61,43
NM_001997,1456,1525,1466,846,650
NM_001010851,59,66,40,27,29
NM_015310,801,996,675,561,604
NM_020772,476,487,300,196,210
NM_021807,348,446,323,241,250
NM_201400,41,40,36,29,20
NM_001012756,27,36,16,12,17
NM_017727,246,263,265,178,174
NM_001195129,462,369,307,189,168
NM_001101401,11,11,10,7,8
NM_001170714,766,867,959,549,424
NM_183050,124,141,92,54,62
NM_205847,416,410,364,249,188
NM_205842,941,1075,559,373,495
NM_205843,142,128,120,91,166
NM_181425,80,76,82,46,52
NM_001329674,659,940,521,401,381
NM_001452,15,10,5,5,5
NM_001329670,61,89,152,182,237
NM_001300887,7,9,4,5,7
NM_001455,71,62,30,24,27
NM_001454,10,12,5,8,3
NM_001282748,553,691,651,463,333
NM_015131,451,724,594,468,396
NM_001458,4784,6064,7441,5273,3963
NM_000320,52,56,58,33,35
NM_000493,3,2,2,1,1
NM_007110,131,109,134,76,76
NM_000495,30,22,4,18,15
NM_001350508,152,187,165,114,85
NM_007113,6,6,8,4,6
NM_015420,330,477,277,231,222
NM_007118,1478,1442,1264,933,1028
NM_001350503,40,74,58,49,36
NM_003362,306,317,323,195,149
NM_001320795,133,189,142,100,67
NM_021239,158,266,214,175,106
NM_005439,715,721,665,356,348
NM_001195386,21,17,27,13,9
NM_147223,431,609,501,307,265
NM_005438,45,76,51,19,26
NM_138796,1,1,5,1,1
NM_138795,91,94,82,49,50
NM_012199,408,426,338,243,243
NM_138793,606,612,558,382,291
NM_014505,395,376,302,169,177
NM_012193,133,100,51,32,45
NM_012197,288,392,300,260,218
NM_020724,3,6,5,4,4
NM_001146106,125,140,84,60,61
NM_020722,378,390,348,231,200
NM_001351314,21,33,17,11,15
NM_032298,5,4,7,1,3
NM_020728,589,639,470,338,337
NM_001146108,203,267,221,115,101
NM_000146,1665,1719,1651,1026,744
NM_000147,67,52,39,41,32
NM_025233,305,320,295,193,162
NM_001080512,175,203,133,96,105
NM_000143,447,497,362,263,255
NM_000148,19,11,11,7,15
NM_001320421,357,374,305,203,177
NM_178238,76,75,86,60,63
NM_001142645,65,69,64,42,36
NM_021052,5065,6880,7523,4168,2560
NM_001142648,201,276,202,167,135
NM_173050,26,17,30,16,7
NM_173500,121,158,133,86,76
NM_021058,2092,3148,2575,1328,839
NM_173505,9,6,2,1,2
NM_021994,31,59,62,27,44
NM_001281463,439,564,472,324,293
NM_001174129,181,206,179,115,107
NM_004799,198,232,165,103,94
NM_004798,205,262,220,159,143
NM_001297647,2,3,3,4,4
NM_001297646,1,2,2,2,1
NM_001286488,106,118,96,51,50
NM_004793,1953,2158,2236,1397,1185
NM_001297642,83,75,71,45,40
NM_000968,1874,2184,1926,1214,790
NM_005990,505,558,529,378,321
NM_182706,2037,1824,2022,1351,1126
NM_175902,207,281,196,157,129
NM_001351264,158,207,148,106,75
NM_001114974,16,15,11,8,10
NM_175907,157,100,52,33,40
NM_006247,1070,1167,1173,721,608
NM_001042519,37,24,15,12,9
NM_145062,51,58,48,33,39
NM_006243,61,69,48,45,32
NM_001145033,32,22,14,9,8
NM_006793,702,872,678,447,378
NM_006240,35,47,36,29,19
NM_001281460,273,279,227,120,115
NM_001002021,905,1010,1108,722,553
NM_001286732,52,47,40,19,19
NM_004864,273,163,106,69,68
NM_020182,23,38,41,17,15
NM_020183,72,89,62,48,43
NM_020184,190,145,145,122,125
NM_004860,517,560,514,295,285
NM_001324094,47,54,31,16,21
NM_020189,76,132,108,73,45
NM_001324098,295,341,312,213,205
NM_004869,124,181,130,116,91
NM_031297,14,9,8,3,2
NM_003124,298,224,228,162,138
NM_144679,137,139,195,152,154
NM_032970,158,166,121,92,98
NM_198150,44,33,34,13,19
NM_017934,206,325,205,174,188
NM_004003,424,416,453,266,184
NM_003141,92,106,102,89,57
NM_006420,609,717,462,335,430
NM_006427,1148,1101,964,533,495
NM_003146,1604,1961,1665,1064,763
NM_001302688,428,397,399,259,214
NM_003144,82,98,78,51,48
NM_018427,110,145,141,89,116
NM_001128850,7,8,9,4,5
NM_013301,277,224,237,137,103
NM_000937,490,514,404,380,543
NM_005222,78,40,39,21,16
NM_002898,9,20,16,12,5
NM_002894,118,199,141,129,94
NM_001257370,22,15,30,9,20
NM_002892,25,31,29,29,25
NM_002893,436,550,325,208,168
NM_002890,145,173,158,87,82
NM_001348651,612,476,451,264,222
NM_181725,124,118,86,77,64
NM_153232,185,144,92,63,54
NM_020778,931,836,878,642,481
NM_001134793,14,13,11,10,8
NM_018077,208,236,245,169,147
NM_001040454,149,161,172,108,90
NM_004924,4935,6164,7472,4706,4263
NM_001352379,536,683,459,379,355
NM_001762,1656,2029,1857,1327,1084
NM_001040450,33,49,23,18,36
NM_001040451,127,157,143,122,68
NM_001330208,154,284,210,150,143
NM_004925,48,75,55,41,27
NM_173793,195,172,160,82,81
NM_002096,928,1029,1085,701,601
NM_002097,229,276,247,173,123
NM_003369,101,87,61,44,38
NM_002095,81,115,109,59,51
NM_002092,525,565,508,329,321
NM_002093,174,212,161,114,100
NM_002090,1,4,6,2,8
NM_015921,610,616,563,315,245
NM_001282101,483,519,475,341,339
NM_002098,2,5,2,5,6
NM_014033,24,19,11,12,5
NM_004546,347,290,227,141,124
NM_001318471,25,40,20,15,20
NM_014037,33,22,24,16,15
NM_014035,16,30,21,18,8
NM_014034,71,88,64,35,28
NM_001819,5,11,17,8,4
NM_001126328,27,25,38,28,23
NM_018222,226,270,267,167,128
NM_015343,26,42,22,19,11
NM_015340,258,308,215,142,135
NM_015617,17,15,7,5,6
NM_015346,592,570,513,294,283
NM_018227,235,340,192,158,181
NM_015344,63,87,69,35,36
NM_015345,716,721,687,426,342
NM_145663,95,83,83,56,50
NM_015348,327,391,313,246,247
NM_018229,88,98,67,53,47
NM_001278716,59,50,30,30,24
NM_001278717,11,11,5,3,3
NM_002239,126,126,115,76,58
NM_002231,212,217,188,112,102
NM_002236,10,14,9,4,3
NM_002541,746,814,763,502,411
NM_024409,9,4,7,6,12
NM_001270520,68,90,67,66,75
NM_001252100,288,287,269,173,100
NM_001126060,1,6,5,1,1
NM_001318784,106,105,93,40,58
NM_001323017,177,148,188,126,121
NM_024407,679,708,669,445,362
NM_001256424,227,265,181,131,130
NM_001256426,189,300,221,156,145
NM_032510,167,136,126,97,75
NM_032511,13,12,6,4,2
NM_001122770,46,57,44,27,36
NM_002833,301,294,211,119,128
NM_001261390,148,214,146,113,84
NM_032515,304,292,249,188,140
NM_001271650,45,88,49,52,44
NM_032208,273,335,318,190,179
NM_018044,313,317,347,206,199
NM_003913,49,92,69,53,49
NM_019885,123,119,111,62,65
NM_001352599,21,42,15,8,8
NM_001130031,79,91,67,59,39
NM_033171,3,11,7,2,11
NM_001352592,63,82,65,43,46
NM_018049,460,457,435,250,200
NM_033452,759,673,664,392,313
NM_001346506,535,664,450,339,403
NM_001349232,150,204,169,106,73
NM_001242841,43,54,44,30,43
NM_001242844,58,90,45,50,23
NM_001025205,2603,2978,2832,1721,1332
NM_014699,555,448,335,158,175
NM_014698,68,62,68,29,32
NM_014691,352,461,353,278,239
NM_080647,142,119,128,75,84
NM_001160133,81,69,60,41,62
NM_032530,12,15,3,7,5
NM_001348041,134,136,130,82,72
NM_033390,122,133,83,52,80
NM_033397,186,127,119,69,60
NM_033396,758,791,822,561,370
NM_001099415,34,24,33,23,16
NM_001270384,119,150,90,81,86
NM_012345,30,26,30,14,15
NM_012343,543,651,488,282,275
NM_012341,471,688,640,456,395
NM_012340,4,24,22,8,14
NM_152772,2,6,3,2,2
NM_016041,135,161,157,88,87
NM_001098801,57,89,67,40,49
NM_014964,121,94,82,49,45
NM_014963,858,773,874,508,405
NM_005017,123,152,166,107,77
NM_213602,74,68,84,50,35
NM_005015,455,437,425,263,268
NM_213604,61,52,55,31,29
NM_177433,3729,4455,3994,2953,2277
NM_176818,115,120,119,70,73
NM_080391,174,236,159,140,113
NM_020888,244,212,238,170,137
NM_176812,189,250,209,130,109
NM_176816,3,2,2,3,1
NM_176814,44,66,41,26,35
NM_001185080,42,51,39,20,24
NM_001848,1690,1807,2516,1620,1309
NM_003594,310,382,355,265,218
NM_001042683,82,122,79,60,57
NM_006983,27,20,32,19,25
NM_001844,1712,1761,1520,1126,902
NM_001845,7117,7487,4251,3643,4061
NM_001846,7038,8213,8898,6492,5316
NM_001330556,169,150,142,75,81
NM_001330552,76,86,82,35,37
NM_001206945,13,6,8,4,4
NM_001267868,77,69,70,30,37
NM_001348014,36,55,23,29,23
NM_001348017,27,32,23,11,17
NM_001189,37,27,22,16,15
NM_001350995,299,285,296,166,128
NM_001354355,37,49,34,28,19
NM_001350332,41,44,56,36,29
NM_001350339,100,109,71,44,83
NM_001355017,50,71,91,49,44
NM_001351060,1,6,3,3,2
NM_025238,498,664,511,385,414
NM_153810,251,262,220,173,152
NM_001152,900,898,728,452,376
NM_001300968,16,23,16,9,8
NM_001150,118,92,151,81,70
NM_004307,135,155,127,58,77
NM_004300,276,331,287,187,131
NM_025230,378,390,296,225,206
NM_001154,856,1203,931,661,490
NM_001155,2633,3070,2559,1665,1359
NM_001321307,103,179,141,111,88
NM_007075,142,157,147,94,71
NM_001317781,76,116,78,59,56
NM_001143835,295,327,289,191,174
NM_001199417,344,356,375,236,232
NM_001291310,272,322,280,174,154
NM_001317785,133,156,168,89,62
NM_004598,95,116,102,65,74
NM_016194,61,72,44,44,36
NM_020921,219,333,242,231,165
NM_000797,3,4,6,3,3
NM_000795,25,30,25,19,8
NM_001320653,502,608,544,354,305
NM_001171155,31,54,59,33,26
NM_001018024,16,28,18,13,4
NM_001300801,128,105,123,84,93
NM_017825,425,495,563,357,394
NM_017824,73,76,47,50,44
NM_001032410,76,156,96,81,85
NM_001345965,68,107,69,64,43
NM_001324315,30,29,27,17,28
NM_020062,1017,897,986,603,590
NM_025205,270,236,229,144,104
NM_145901,268,273,277,175,118
NM_016047,211,273,233,146,97
NM_001324318,232,306,246,175,146
NM_001348484,3,8,1,3,7
NM_001106,204,219,142,109,133
NM_016448,390,453,343,239,192
NM_198098,16,20,15,8,12
NM_020466,15,15,10,15,8
NM_016444,58,59,46,38,33
NM_198097,7,10,5,6,4
NM_016331,115,151,90,73,57
NM_016440,197,236,222,132,107
NM_016441,506,654,524,387,473
NM_172069,167,211,169,131,113
NM_181093,29,47,37,28,30
NM_015971,809,888,916,567,432
NM_015973,95,92,85,51,35
NM_024980,6,7,4,1,7
NM_015974,15,14,8,6,7
NM_015976,211,284,199,163,138
NM_001037165,334,305,311,221,222
NM_001037163,51,44,33,23,21
NM_001037161,11,16,14,6,6
NM_015276,308,340,275,200,171
NM_001289103,1054,1176,1401,820,629
NM_015264,120,117,126,77,74
NM_138473,484,622,535,308,296
NM_138471,547,575,548,357,268
NM_138477,227,217,182,134,160
NM_130469,35,59,75,28,39
NM_001289108,137,115,108,61,40
NM_202002,680,676,602,348,329
NM_001330309,63,72,67,55,35
NM_025208,13,13,12,3,9
NM_172240,61,80,49,35,34
NM_182493,1,2,2,3,2
NM_025209,106,146,167,113,103
NM_007300,128,203,140,106,85
NM_181672,458,492,264,214,310
NM_198892,67,77,76,47,58
NM_000182,841,1048,935,583,454
NM_001164440,11,7,4,5,3
NM_001303439,62,81,115,84,55
NM_004031,107,122,159,126,147
NM_001290046,389,451,395,271,237
NM_001290040,4,7,4,6,1
NM_001130142,112,145,107,86,53
NM_001350070,48,52,58,38,36
NM_001024674,60,82,47,33,33
NM_032689,42,37,30,16,14
NM_001308240,327,306,313,173,126
NM_199418,182,182,181,116,89
NM_006651,4,3,3,1,1
NM_006653,45,32,55,23,20
NM_001351246,220,162,112,81,79
NM_001293228,20,17,24,13,16
NM_001257291,98,102,98,74,59
NM_001257293,1411,1907,1707,1189,988
NM_002931,464,504,452,227,235
NM_031438,19,25,23,19,17
NM_031439,51,28,28,26,10
NM_031434,355,283,263,134,140
NM_002939,1427,1686,1742,1064,961
NM_031430,83,96,110,66,45
NM_031431,50,56,56,32,37
NM_152595,13,11,17,5,8
NM_001256155,21,28,22,16,15
NM_001272036,378,348,346,195,212
NM_022834,599,503,471,260,220
NM_181503,61,82,70,45,32
NM_001272051,71,48,38,17,26
NM_003366,614,756,650,433,337
NM_001358,924,1352,1095,771,571
NM_001278464,256,385,256,201,175
NM_001025071,2443,2397,2234,1110,810
NM_001166175,39,40,28,15,13
NM_175738,2,2,2,1,2
NM_153605,34,45,27,15,28
NM_175732,343,310,280,161,168
NM_178526,81,90,100,64,51
NM_003550,471,565,564,389,289
NM_003559,384,430,336,248,177
NM_001746,1482,1958,1573,1189,831
NM_001145206,175,163,184,140,127
NM_001330540,91,75,66,41,55
NM_001172435,349,540,416,314,293
NM_001315530,325,488,432,250,174
NM_020734,69,68,66,57,46
NM_139021,15,19,30,17,32
NM_001039803,51,49,58,31,29
NM_001039802,99,107,101,53,47
NM_001318864,417,421,304,164,171
NM_014758,212,248,186,131,125
NM_001300791,18,31,23,27,22
NM_014205,117,87,72,33,34
NM_014206,144,173,149,82,82
NM_005223,16,17,12,5,7
NM_024953,159,197,145,125,145
NM_005225,866,889,805,440,490
NM_005226,4,1,3,2,1
NM_005227,41,23,21,13,11
NM_032160,58,94,52,32,28
NM_152470,13,10,8,11,4
NM_032164,668,548,513,367,380
NM_001143757,55,54,53,34,34
NM_004398,80,139,88,71,56
NM_032169,59,70,61,48,47
NM_152478,37,48,46,39,29
NM_001314033,169,157,141,94,87
NM_001098536,1330,1488,1332,835,674
NM_018697,271,379,337,249,220
NM_001172567,157,128,119,85,57
NM_018699,70,93,77,58,47
NM_018698,18,11,11,9,7
NM_000271,208,232,186,108,125
NM_144588,69,75,78,56,61
NM_001171990,35,43,31,19,14
NM_001352299,47,55,29,22,24
NM_006886,267,392,269,186,106
NM_052950,46,50,51,36,27
NM_052951,229,254,272,169,135
NM_052957,2,5,3,3,1
NM_203342,142,173,147,113,78
NM_052959,5,5,3,3,3
NM_001129908,1,5,3,2,3
NM_002528,323,287,298,156,133
NM_030567,112,90,56,51,24
NM_032701,230,208,175,127,90
NM_032709,83,89,88,57,51
NM_001040667,20,9,14,16,10
NM_001352127,229,287,252,202,257
NM_001104577,2,1,4,1,4
NM_001040661,71,57,52,27,37
NM_016816,11,10,9,13,8
NM_002523,5558,5659,5727,3488,3027
NM_001098621,29,26,23,13,9
NM_022744,220,200,180,126,121
NM_022745,280,317,300,175,169
NM_022746,53,54,51,44,29
NM_022036,8,9,7,2,1
NM_022742,105,121,100,65,58
NM_021090,368,517,442,314,268
NM_022039,127,114,113,58,44
NM_022748,2374,2279,1811,1042,1059
NM_015401,539,457,564,373,263
NM_015404,52,50,72,39,37
NM_015409,237,248,241,181,219
NM_015156,134,144,100,49,70
NM_002525,739,850,736,494,330
NM_015150,238,285,215,174,155
NM_020892,74,64,60,27,20
NM_020893,40,55,64,35,37
NM_020890,183,281,200,143,142
NM_020896,167,154,192,99,77
NM_020894,47,57,81,60,81
NM_144974,1,3,6,2,1
NM_020898,173,170,171,130,112
NM_019074,3,6,5,4,4
NM_001302545,1644,1740,1699,1053,891
NM_019071,46,62,46,38,29
NM_019072,43,57,49,21,21
NM_019073,128,158,132,78,96
NM_181847,29,52,43,22,16
NM_181846,77,71,53,49,44
NM_181845,27,35,30,16,23
NM_181842,104,113,101,63,40
NM_016836,196,231,190,140,113
NM_000808,34,45,28,35,20
NM_018359,163,196,165,128,85
NM_001171508,274,308,267,153,152
NM_001304452,844,903,906,624,366
NM_058190,74,87,99,55,57
NM_001284501,323,303,292,191,164
NM_001040272,19,18,9,18,14
NM_001101426,5,6,7,1,1
