AccNum,cdReads0_RPF_2,cdReads1_RPF_2,cdReads2_RPF_2,cdReads3_RPF_2,cdReads4_RPF_2
NM_001330218,59,46,25,13,17
NM_001969,1042,1638,750,588,435
NM_012249,7,9,4,4,4
NM_022780,373,389,169,108,94
NM_022783,16,19,6,2,5
NM_152265,15,5,1,1,1
NM_000561,157,179,82,53,54
NM_001301138,182,178,73,90,73
NM_001079675,817,826,330,232,192
NM_182752,121,75,43,20,33
NM_030958,13,28,23,12,9
NM_182751,648,590,333,261,192
NM_030957,5,15,7,8,7
NM_030955,165,174,62,56,47
NM_001301135,234,173,67,51,46
NM_006978,87,56,33,33,22
NM_001350479,2460,2207,763,596,522
NM_001619,165,290,165,147,175
NM_153265,57,78,34,23,41
NM_153267,271,310,105,53,64
NM_153260,207,203,80,51,54
NM_004998,117,123,59,44,35
NM_004995,688,655,296,196,137
NM_001610,235,232,132,98,69
NM_054013,119,181,161,140,100
NM_001615,9,10,3,1,2
NM_004990,1278,1131,483,365,365
NM_020787,59,63,24,20,16
NM_001206841,1658,1722,845,656,606
NM_001098531,1,4,2,1,1
NM_020780,11,9,3,2,6
NM_020781,50,34,18,17,16
NM_032803,56,62,28,12,14
NM_032801,1366,1450,502,321,326
NM_032806,26,48,41,23,23
NM_032807,185,247,134,63,55
NM_032804,63,84,45,39,26
NM_000696,675,691,259,217,163
NM_174938,81,66,9,11,5
NM_013376,211,212,70,36,28
NM_000692,434,495,293,145,103
NM_000693,177,128,35,38,41
NM_001161357,15,18,4,6,5
NM_015215,125,104,32,13,28
NM_001202439,65,78,33,19,22
NM_001320594,418,307,120,105,104
NM_001320595,10315,9993,3350,2486,2244
NM_001082619,14,8,12,5,2
NM_001289797,177,171,64,52,38
NM_018337,231,189,107,79,65
NM_001145661,55,82,61,32,32
NM_001320598,37,52,17,12,11
NM_000374,906,893,425,277,247
NM_020438,169,205,97,60,51
NM_153035,67,47,15,19,15
NM_001146214,457,410,144,144,122
NM_025150,252,237,106,80,92
NM_020431,30,38,29,12,17
NM_025152,101,80,32,21,18
NM_016569,29,20,14,19,16
NM_016561,191,189,90,62,53
NM_016565,114,91,42,34,29
NM_000377,3,2,2,1,1
NM_001151,181,212,90,37,51
NM_001318333,85,80,39,31,30
NM_207351,72,116,65,48,33
NM_001304944,5,8,3,5,3
NM_001304940,583,624,279,295,266
NM_017969,904,857,391,331,369
NM_145039,37,28,9,9,8
NM_145030,309,255,137,92,89
NM_138736,17,20,17,12,5
NM_002129,2844,3260,1549,1105,841
NM_002126,13,3,7,6,7
NM_002127,1,4,1,2,3
NM_001330348,33,43,21,20,17
NM_002121,35,46,25,20,17
NM_013304,7,32,12,10,8
NM_013300,181,207,71,61,58
NM_013302,148,125,64,58,40
NM_001303062,494,471,182,154,126
NM_001242638,9,7,2,2,6
NM_013309,8,6,4,1,3
NM_001024736,453,555,271,139,110
NM_001093,23,32,13,7,21
NM_022833,2762,2731,1351,1075,1011
NM_001012642,3,2,2,2,1
NM_001012643,40,39,21,16,11
NM_006593,53,33,17,24,16
NM_006591,258,258,78,64,59
NM_006590,1122,1114,498,375,326
NM_006597,10161,7746,2637,2316,2193
NM_006594,217,218,86,87,77
NM_001346167,47,34,25,13,11
NM_002871,133,137,60,38,33
NM_001330637,81,89,31,31,33
NM_002873,35,31,14,17,17
NM_002874,1412,1948,766,524,506
NM_002693,122,157,78,57,72
NM_022830,230,154,93,87,49
NM_001322495,469,478,165,151,112
NM_001258243,51,44,14,13,13
NM_002699,13,4,3,4,6
NM_080669,49,52,34,14,17
NM_001323616,166,280,133,103,116
NM_001001924,434,363,174,211,189
NM_001145028,106,118,37,37,35
NM_001122823,804,1015,572,421,344
NM_001102398,2956,2793,940,777,704
NM_001291832,45,36,29,18,11
NM_018140,117,132,63,51,40
NM_001102396,429,407,175,133,129
NM_001256312,170,150,37,42,32
NM_173566,371,225,101,72,83
NM_001145548,40,47,34,23,27
NM_001015509,369,256,94,72,55
NM_022836,183,167,72,51,52
NM_001039693,49,49,21,20,15
NM_001039690,183,186,99,76,45
NM_001039697,144,95,35,27,24
NM_005575,613,448,150,100,119
NM_005471,455,424,158,132,88
NM_152263,436,365,101,103,95
NM_005475,44,99,69,41,45
NM_018149,389,301,142,121,126
NM_147164,59,63,29,12,12
NM_005476,336,334,125,103,90
NM_178443,68,90,55,42,28
NM_001302621,244,302,201,118,77
NM_001243571,281,263,116,71,76
NM_206539,86,82,56,33,37
NM_003618,231,286,122,121,122
NM_018460,6,10,2,4,7
NM_001038618,272,248,148,87,85
NM_001007527,51,52,24,11,13
NM_018463,52,61,28,25,20
NM_018464,227,215,100,79,50
NM_018465,15,18,8,1,6
NM_018467,117,137,73,60,67
NM_001197220,154,120,72,60,62
NM_000743,184,208,113,78,62
NM_018279,94,93,51,23,25
NM_207123,109,94,35,28,28
NM_001039960,32,39,20,10,12
NM_001100399,578,797,315,227,200
NM_014329,1204,1460,771,539,415
NM_014899,606,875,311,201,162
NM_002379,3,9,4,3,1
NM_001100829,17,33,6,7,6
NM_014895,73,66,35,48,42
NM_014322,77,91,37,16,33
NM_001190946,36,40,16,24,25
NM_014320,231,220,85,66,66
NM_001318766,13,19,5,4,1
NM_001190233,9,9,2,1,1
NM_014324,95,73,37,41,28
NM_152730,313,215,79,59,75
NM_080599,316,223,142,137,126
NM_005610,1409,1439,583,351,326
NM_005612,416,448,184,133,108
NM_152739,88,92,64,46,43
NM_080594,330,346,124,123,103
NM_080597,125,145,46,46,39
NM_080596,2293,3454,2042,1347,801
NM_005619,570,676,312,178,142
NM_005618,57,74,63,53,43
NM_080593,1564,2089,1197,775,539
NM_080592,405,424,195,111,98
NM_023002,10,18,17,14,11
NM_023004,12,27,15,13,5
NM_152608,393,353,116,115,107
NM_023007,116,164,119,62,40
NM_023008,335,302,230,197,159
NM_018198,463,449,223,148,188
NM_002372,265,287,132,85,81
NM_003038,140,178,101,59,50
NM_001017963,7443,7630,2863,2363,2066
NM_001017964,100,126,63,39,31
NM_001352422,53,57,27,14,18
NM_003885,18,15,3,6,4
NM_006227,843,857,333,287,267
NM_001079519,91,81,37,23,28
NM_001255,1343,1316,605,478,452
NM_172250,20,5,12,4,7
NM_002593,3249,3703,2153,1433,1100
NM_199189,2820,2391,944,929,773
NM_001199281,259,292,178,138,110
NM_032020,323,322,117,82,86
NM_001286174,121,86,45,47,56
NM_032027,119,167,51,28,33
NM_198833,79,146,51,27,23
NM_003302,1638,1931,941,708,641
NM_152558,29,45,37,34,39
NM_001276319,138,193,109,56,38
NM_001349321,18,17,7,9,7
NM_001099744,4,7,4,4,2
NM_025114,90,123,44,64,64
NM_015690,69,81,43,45,43
NM_001098832,315,236,111,85,81
NM_001005388,43,57,31,28,33
NM_016026,699,794,347,233,171
NM_016027,143,133,55,39,30
NM_001111307,42,57,49,32,31
NM_016025,114,107,41,32,29
NM_016022,346,403,211,128,107
NM_001260486,35,42,20,16,13
NM_016021,357,400,110,69,74
NM_004843,53,66,33,19,20
NM_015058,74,67,28,19,25
NM_001198851,489,639,230,203,196
NM_015050,550,583,233,221,183
NM_015051,753,730,242,154,125
NM_015056,397,496,198,202,254
NM_015057,346,308,107,121,117
NM_015054,92,159,49,41,32
NM_033198,191,189,93,73,60
NM_173860,39,23,17,8,16
NM_001082578,884,859,301,237,273
NM_001270639,153,160,62,35,36
NM_001277061,202,236,88,50,63
NM_005977,215,167,97,82,70
NM_015693,45,52,22,27,25
NM_001109903,83,81,35,23,33
NM_001018111,31,59,41,21,11
NM_004079,29,34,16,13,7
NM_000019,732,745,273,202,165
NM_001308353,10,12,6,4,4
NM_003033,13,19,6,5,9
NM_001330221,64,98,85,73,77
NM_001330727,548,576,229,134,132
NM_001330220,320,275,130,95,73
NM_001290259,547,424,165,168,132
NM_001354831,25,9,3,4,2
NM_004430,41,15,8,3,4
NM_001304718,2,3,3,2,4
NM_001035254,10,12,9,6,13
NM_001134438,262,193,82,91,106
NM_004055,188,182,86,74,60
NM_004052,131,163,65,40,47
NM_004053,641,622,312,280,261
NM_004058,3,1,6,1,2
NM_058230,21,4,4,7,4
NM_001350649,3,4,2,2,2
NM_001318043,244,236,102,72,68
NM_001136494,240,245,107,77,69
NM_000224,119,102,45,28,42
NM_001136493,44,75,37,26,18
NM_001350641,15,12,3,3,2
NM_001350134,71,50,30,16,17
NM_000229,1,2,1,5,6
NM_001350130,67,55,37,17,18
NM_021640,478,420,194,160,136
NM_017770,40,44,16,8,18
NM_001169117,124,127,43,35,40
NM_017774,345,335,118,101,94
NM_021646,43,30,21,16,17
NM_021648,243,217,101,76,59
NM_003030,61,32,24,12,26
NM_001198695,140,131,46,48,36
NM_014484,136,114,54,41,39
NM_001284246,234,353,202,233,207
NM_005754,1580,1455,506,472,443
NM_001031835,198,183,48,54,44
NM_000168,251,337,261,227,182
NM_024927,68,73,44,21,16
NM_024922,44,48,24,13,17
NM_024923,473,541,175,133,101
NM_024928,215,209,66,57,51
NM_001352949,41,37,18,11,20
NM_017515,113,146,73,48,34
NM_017516,104,69,19,16,13
NM_173648,41,47,9,12,13
NM_006295,1926,2120,886,766,698
NM_000165,392,334,144,116,82
NM_173647,370,393,221,118,106
NM_001244580,2513,3032,1364,1201,1283
NM_017518,211,203,86,49,67
NM_173642,19,11,4,3,5
NM_001281773,895,752,431,432,417
NM_001017368,113,81,47,39,28
NM_001161572,119,96,36,17,19
NM_001297707,253,523,206,171,157
NM_001135219,3,1,5,2,1
NM_001135218,170,129,64,38,47
NM_001008495,24,23,9,9,4
NM_001282971,146,146,87,105,101
NM_001288565,511,558,272,193,170
NM_002926,117,173,102,72,61
NM_001105578,16,17,6,3,6
NM_139078,64,68,26,46,42
NM_003420,96,74,32,28,27
NM_139076,90,63,23,25,20
NM_003425,39,68,28,36,19
NM_003426,44,56,38,30,29
NM_001105574,12,10,3,6,7
NM_001293285,118,104,31,28,37
NM_001293289,719,365,201,140,159
NM_153704,71,91,46,39,25
NM_153702,154,130,43,35,29
NM_006667,598,625,359,199,173
NM_024763,29,22,9,12,5
NM_001347712,114,96,23,23,36
NM_198075,8,29,8,3,11
NM_198076,102,99,25,24,20
NM_001080425,85,86,37,24,22
NM_001080424,96,116,87,49,56
NM_001080426,182,203,64,59,55
NM_001080421,1,4,5,3,1
NM_006368,92,129,34,28,34
NM_006369,859,846,329,232,211
NM_144631,47,34,25,25,18
NM_006364,840,876,297,214,206
NM_006366,446,330,86,76,72
NM_006360,1112,1030,364,253,244
NM_006361,68,67,24,27,29
NM_006362,454,481,192,191,201
NM_001355564,5097,4826,1937,1493,1319
NM_001257097,123,82,32,34,20
NM_001321866,28,17,16,16,5
NM_032509,133,128,39,45,58
NM_001318867,231,316,122,69,59
NM_024316,147,185,102,82,59
NM_001159293,20,14,7,5,6
NM_024312,39,69,26,21,26
NM_020201,11,8,4,5,5
NM_016631,174,176,85,102,106
NM_003517,1318,1955,1144,742,391
NM_020752,17,5,13,6,6
NM_014811,14,8,11,6,7
NM_001352766,451,585,295,176,123
NM_001289999,185,103,33,26,25
NM_001003652,281,266,94,89,79
NM_001323289,31,17,10,19,13
NM_001184717,470,309,153,110,84
NM_001039753,3,8,2,3,2
NM_001323282,143,129,59,34,49
NM_020307,282,232,206,172,126
NM_014155,31,30,17,11,12
NM_014157,8,13,6,5,8
NM_005868,254,273,129,83,61
NM_014153,251,236,82,74,69
NM_001355448,11,7,4,2,5
NM_005864,62,89,48,26,35
NM_005862,300,317,131,127,135
NM_014159,586,545,214,243,242
NM_005860,25,18,17,12,5
NM_015207,75,53,27,34,39
NM_015205,68,106,51,41,54
NM_015203,583,504,257,210,223
NM_015202,76,91,44,52,38
NM_001271043,125,161,83,76,71
NM_018320,116,114,50,31,28
NM_000747,392,543,188,132,139
NM_021922,137,162,102,56,47
NM_018638,506,492,173,122,126
NM_001352890,37,29,21,18,20
NM_144563,285,318,123,97,94
NM_001278631,14,20,11,11,9
NM_002480,811,783,354,358,325
NM_002482,2905,3028,1049,823,697
NM_002484,167,164,69,66,68
NM_001278636,23,31,13,10,10
NM_001278639,248,254,114,150,132
NM_001349460,394,310,118,90,104
NM_031904,128,158,97,65,54
NM_031905,26,29,3,11,5
NM_031902,348,339,120,98,82
NM_031903,335,318,130,99,105
NM_031908,36,57,34,14,10
NM_031909,14,9,11,7,3
NM_001256270,988,1019,448,349,246
NM_001329455,180,189,112,69,50
NM_033058,194,238,79,92,109
NM_022143,6,11,5,3,3
NM_001130158,1442,1539,622,448,417
NM_033506,6,6,1,3,1
NM_198279,33,37,19,13,23
NM_001077416,26,37,13,17,8
NM_022141,2,3,2,2,1
NM_032854,29,45,30,23,22
NM_001001396,162,166,86,53,56
NM_001163474,61,57,78,52,31
NM_005281,107,87,37,23,26
NM_001320953,48,32,17,10,12
NM_001319170,88,110,38,38,37
NM_001270930,401,222,56,51,49
NM_173855,3,5,1,3,2
NM_030631,18,14,6,5,6
NM_001195072,110,175,118,60,49
NM_005133,99,137,54,39,38
NM_001800,145,156,70,61,47
NM_001005735,315,301,102,67,57
NM_152945,99,99,46,23,34
NM_001324066,45,56,16,19,15
NM_001301733,68,58,19,10,15
NM_177559,110,113,45,25,29
NM_001178078,310,314,152,103,93
NM_199280,7,4,5,3,4
NM_001252385,138,166,88,67,90
NM_001909,1216,1237,542,385,366
NM_004428,36,30,16,13,2
NM_001905,661,694,254,224,194
NM_001904,5333,5027,1799,1245,1086
NM_001907,3,1,3,1,1
NM_004426,23,24,7,6,7
NM_001901,2273,3594,2434,1450,1122
NM_012262,438,377,125,91,76
NM_001198868,931,836,411,274,220
NM_100264,441,395,164,156,165
NM_001286789,237,232,108,61,69
NM_001321190,1642,1629,768,653,565
NM_001330239,815,902,335,311,291
NM_001321194,389,344,138,102,121
NM_000966,49,70,43,33,31
NM_144708,12,15,7,6,6
NM_001288794,64,79,38,20,35
NM_001802,152,172,97,88,81
NM_000505,24,21,17,11,7
NM_000503,76,84,29,39,38
NM_015282,848,718,241,242,292
NM_030974,121,150,59,49,31
NM_030971,467,482,212,127,120
NM_030972,24,17,12,3,8
NM_030973,710,941,474,279,300
NM_001114133,49,47,15,6,3
NM_030978,478,505,205,131,132
NM_030979,143,111,38,44,38
NM_000967,2611,2455,1073,1020,1188
NM_020236,197,181,47,39,36
NM_020234,18,21,11,5,7
NM_001634,164,250,95,51,51
NM_001291476,298,324,119,94,61
NM_032829,4,8,6,4,1
NM_198268,348,432,144,136,125
NM_001114123,48,58,41,21,15
NM_032825,76,41,19,15,18
NM_032826,47,62,32,14,19
NM_032827,50,140,109,74,55
NM_001159936,820,973,493,377,351
NM_005357,105,97,53,44,35
NM_001008712,146,99,30,25,28
NM_017872,105,92,47,28,32
NM_001037335,260,211,138,140,72
NM_001289773,2,4,1,2,1
NM_144569,42,40,20,18,17
NM_014892,824,1029,427,265,248
NM_017819,382,247,71,76,59
NM_016581,206,245,123,80,75
NM_016580,75,64,25,14,10
NM_181489,116,121,73,58,47
NM_144498,171,133,62,52,59
NM_144949,133,90,38,36,40
NM_016588,37,24,22,12,12
NM_078476,167,161,83,62,62
NM_007190,856,787,253,211,217
NM_001303269,1768,1722,648,485,430
NM_001276277,130,190,55,62,60
NM_001145009,16,10,6,7,4
NM_020226,69,80,72,52,43
NM_003850,192,167,57,51,42
NM_018728,28,36,11,8,11
NM_017987,62,82,28,28,29
NM_017984,18,9,4,5,3
NM_001351725,42,86,38,30,23
NM_138714,388,385,175,150,155
NM_001308059,147,81,17,20,18
NM_183421,45,44,23,16,21
NM_198489,40,58,38,33,34
NM_002105,1388,1704,1093,648,406
NM_002106,1362,1477,591,354,234
NM_002103,544,589,283,208,134
NM_001135005,136,122,43,41,21
NM_001282387,668,606,220,194,185
NM_198484,23,18,16,8,5
NM_198486,105,112,42,43,28
NM_024040,223,197,95,68,49
NM_024042,70,59,25,19,14
NM_024045,157,170,42,46,38
NM_024047,111,103,35,25,22
NM_024046,40,40,27,34,15
NM_001136263,112,100,38,18,20
NM_001136262,167,169,76,52,40
NM_001136265,56,54,42,29,24
NM_020644,52,84,45,20,15
NM_001286526,143,125,60,42,30
NM_001349928,66,67,30,23,20
NM_007162,42,30,19,9,12
NM_005836,109,97,32,15,23
NM_001347895,111,109,46,22,34
NM_001349922,3313,3196,1152,847,846
NM_001166703,38,37,9,12,7
NM_002814,178,181,54,32,49
NM_024792,147,197,102,60,38
NM_002812,2159,2445,1044,738,649
NM_002813,277,343,169,111,89
NM_001323638,391,173,63,69,80
NM_002811,894,925,321,287,274
NM_001323635,39,55,23,10,11
NM_002818,327,307,133,71,71
NM_002819,3508,3353,1385,1165,1086
NM_144488,323,371,174,119,102
NM_024595,521,561,203,127,140
NM_024594,88,86,31,33,25
NM_024592,39,33,21,10,11
NM_024591,211,258,161,120,99
NM_002337,628,787,432,317,283
NM_003500,16,4,3,1,2
NM_024599,134,126,74,42,42
NM_001130981,369,375,167,149,143
NM_001172659,2,1,1,2,2
NM_080927,451,613,270,202,201
NM_001172655,39,31,20,7,9
NM_001145526,298,276,132,77,68
NM_005955,90,72,53,70,77
NM_203288,193,244,94,80,80
NM_012405,275,310,124,70,63
NM_012154,372,422,185,189,214
NM_002355,334,328,122,83,85
NM_001025390,56,85,31,26,28
NM_138368,48,104,52,30,29
NM_012401,998,1786,1586,1068,687
NM_001163280,617,703,254,279,230
NM_005455,439,367,132,106,102
NM_005453,29,50,30,11,7
NM_001024383,100,113,74,64,50
NM_005451,220,301,140,142,126
NM_080821,137,105,40,40,43
NM_001297765,150,125,30,26,22
NM_003675,197,161,55,59,65
NM_001001794,11,9,8,4,2
NM_003677,317,317,112,105,82
NM_177968,294,329,147,95,83
NM_003670,82,122,58,35,43
NM_018409,4,3,1,1,1
NM_018407,1051,1177,545,341,291
NM_000969,2968,2809,1010,802,695
NM_001257407,196,259,143,89,61
NM_001142640,128,147,84,68,64
NM_001346143,13,15,5,2,10
NM_001190787,22,17,22,10,6
NM_005633,171,176,60,33,46
NM_005632,71,117,89,66,60
NM_005631,26,76,60,39,27
NM_032222,11,23,16,10,6
NM_032223,92,195,177,114,93
NM_032592,3,2,2,1,2
NM_032221,426,448,242,252,238
NM_032227,55,37,14,16,9
NM_032228,602,543,200,154,135
NM_001172223,88,123,52,42,30
NM_152718,17,28,14,17,9
NM_023067,36,24,9,7,12
NM_001350793,28,33,9,8,9
NM_001256088,4,10,1,2,1
NM_138701,481,454,197,142,121
NM_001330575,197,185,60,46,45
NM_001352407,12,13,7,8,5
NM_001077621,9,14,4,4,4
NM_003179,69,83,36,14,28
NM_001098479,41,33,15,8,11
NM_001346858,254,270,148,136,126
NM_003846,112,105,56,44,39
NM_001144927,234,177,86,55,48
NM_001144925,7,8,3,5,2
NM_003847,17,16,6,8,2
NM_001352059,130,134,58,50,44
NM_001348187,905,1028,462,439,398
NM_152574,9,8,8,4,6
NM_001008274,568,665,329,202,124
NM_032047,21,15,5,7,7
NM_004938,315,595,299,243,242
NM_015698,352,336,139,84,96
NM_032043,383,293,118,89,104
NM_032040,315,253,124,108,69
NM_001282958,437,421,170,95,89
NM_015694,106,148,77,82,76
NM_015695,170,266,124,121,126
NM_015696,256,249,103,78,65
NM_015697,57,78,32,13,24
NM_152435,5,1,2,1,2
NM_015691,8,20,15,11,13
NM_138352,228,335,199,159,128
NM_032172,268,296,174,129,100
NM_001282658,12,13,6,5,2
NM_152446,54,67,36,37,37
NM_000932,352,498,192,176,188
NM_001318833,695,630,276,268,280
NM_001278791,524,509,179,151,129
NM_212550,37,36,23,12,10
NM_001310154,29,35,22,14,28
NM_212552,181,187,71,51,54
NM_001144072,145,169,66,56,43
NM_016006,78,71,29,25,37
NM_032174,40,41,26,16,16
NM_016002,541,538,167,133,107
NM_139155,19,30,9,10,9
NM_001303111,10,5,5,7,2
NM_001164537,70,74,31,23,31
NM_145203,28,23,14,4,10
NM_001258320,86,95,34,30,17
NM_015071,48,38,23,20,18
NM_015072,51,69,28,32,36
NM_015073,296,576,467,373,245
NM_015074,640,870,296,222,231
NM_015076,100,67,11,21,20
NM_015077,198,240,193,130,98
NM_015078,2,2,1,2,4
NM_139057,22,24,15,16,19
NM_001302371,15,26,19,16,12
NM_139055,93,76,58,57,36
NM_003933,11,12,5,6,4
NM_006169,587,521,230,133,110
NM_001317836,48,58,39,50,47
NM_001282533,11,21,17,3,4
NM_001282531,873,877,371,284,214
NM_001002800,3049,2641,915,638,575
NM_001273,4197,4312,1552,1380,1214
NM_001258248,5,4,2,1,1
NM_139058,15,24,16,8,10
NM_001301078,1566,1589,703,392,347
NM_001281933,512,438,177,126,129
NM_001304771,130,164,131,54,34
NM_001354853,44,28,9,9,8
NM_018131,330,387,152,160,157
NM_033318,244,203,67,58,65
NM_019037,435,327,150,131,145
NM_030773,12,24,3,6,2
NM_033315,10,13,7,1,4
NM_199054,113,168,89,74,89
NM_018683,597,512,231,159,143
NM_152432,76,129,70,32,23
NM_152773,42,51,17,10,15
NM_001098817,87,83,28,21,40
NM_001024948,457,425,191,128,159
NM_001350110,1225,1026,505,472,418
NM_001024943,248,249,138,94,74
NM_001024947,271,219,105,65,64
NM_017757,179,116,83,69,56
NM_021627,115,134,47,33,45
NM_017755,751,814,318,235,265
NM_017754,109,168,77,49,58
NM_021623,58,80,32,22,26
NM_021620,13,11,7,6,1
NM_017750,163,192,77,39,55
NM_017759,136,125,70,68,90
NM_017758,101,177,118,79,73
NM_001042603,312,416,207,173,171
NM_001042601,104,102,34,34,33
NM_020649,118,120,63,50,37
NM_001297427,32,42,25,22,12
NM_001329556,36,20,10,9,5
NM_001013672,12,12,7,9,7
NM_001114122,553,412,154,142,107
NM_001114120,104,100,22,34,31
NM_178326,743,777,293,268,257
NM_001135586,269,250,74,62,65
NM_001330635,12,24,10,14,9
NM_001122716,103,90,17,14,7
NM_025132,120,101,37,36,31
NM_001286524,371,375,160,112,79
NM_203284,315,332,108,73,82
NM_001286520,100,181,110,52,49
NM_001286522,29,16,9,6,5
NM_207446,26,18,8,7,6
NM_001100619,58,95,49,37,33
NM_001130487,161,187,68,47,46
NM_001321389,355,333,138,85,84
NM_001321381,106,108,70,44,33
NM_001321383,109,108,65,43,35
NM_001324122,377,401,144,166,133
NM_001199324,80,70,27,41,37
NM_001199322,29,20,9,10,7
NM_000713,581,574,196,143,133
NM_198679,116,216,141,188,193
NM_007346,453,385,256,219,190
NM_006168,6,14,8,3,9
NM_003449,325,367,234,186,146
NM_003447,12,7,6,2,3
NM_145754,17,20,19,10,18
NM_003442,307,290,92,75,62
NM_003441,59,38,13,5,11
NM_000930,394,413,191,149,99
NM_001322937,146,147,72,52,37
NM_001128608,54,108,75,32,37
NM_016091,1389,1486,597,465,467
NM_032646,252,258,120,84,88
NM_001291641,234,239,114,82,99
NM_001145165,240,297,259,161,92
NM_006738,728,669,255,196,226
NM_001080449,405,320,96,80,84
NM_001199140,146,90,57,46,45
NM_024908,452,465,146,102,102
NM_001284388,1608,1578,619,551,453
NM_016094,347,334,153,100,92
NM_000454,1376,1499,614,352,311
NM_006380,529,531,213,129,110
NM_006387,1254,1401,729,714,610
NM_001085458,1447,1121,460,404,384
NM_001085454,92,148,54,45,59
NM_199131,103,83,47,33,28
NM_199136,23,18,18,10,9
NM_024907,170,242,128,59,74
NM_203314,67,56,25,21,13
NM_000867,5,1,1,2,2
NM_012088,301,304,149,95,95
NM_012089,71,71,26,14,23
NM_018984,45,94,51,42,63
NM_181468,1058,988,498,297,267
NM_001317895,95,87,43,22,29
NM_134268,5,6,1,5,3
NM_001346565,469,411,161,101,87
NM_138317,54,44,26,23,12
NM_002710,884,720,280,292,290
NM_002712,587,540,182,207,181
NM_002715,1715,1841,837,518,468
NM_002714,437,304,185,179,175
NM_002717,755,770,328,224,210
NM_002718,83,60,27,20,18
NM_001003676,166,161,85,45,46
NM_001287343,547,582,275,238,182
NM_024678,80,74,30,30,35
NM_001287349,37,25,8,5,9
NM_024671,174,147,75,70,60
NM_024675,78,88,37,32,22
NM_005845,174,206,88,57,52
NM_001130849,431,437,167,117,110
NM_005843,200,208,72,43,40
NM_001130845,89,52,30,33,41
NM_001130841,304,306,112,109,103
NM_001271023,81,73,40,39,29
NM_006389,1980,1776,670,551,425
NM_001300900,515,549,257,185,195
NM_003017,1247,1148,492,433,324
NM_001349117,2,4,2,1,1
NM_001349115,15,26,14,10,8
NM_001349440,79,71,27,30,16
NM_024587,69,54,24,18,17
NM_001199692,316,453,213,146,146
NM_031923,61,95,52,48,36
NM_152384,125,152,45,29,31
NM_152387,24,26,6,13,7
NM_152381,51,68,28,21,15
NM_152383,220,187,86,59,67
NM_152388,556,568,219,199,177
NM_001199849,458,480,190,117,110
NM_001322406,493,457,217,233,226
NM_001322407,31,38,18,7,7
NM_001322156,763,616,223,178,212
NM_001346464,111,87,28,15,13
NM_001099335,5,6,6,3,2
NM_020143,589,629,245,191,181
NM_001319157,381,359,163,107,106
NM_004453,62,64,19,18,13
NM_001319238,97,155,87,95,113
NM_018348,111,68,40,29,21
NM_001007024,123,119,51,32,33
NM_015261,731,601,203,165,182
NM_015260,390,423,221,196,218
NM_018343,543,410,165,164,127
NM_001313943,1653,1683,593,416,333
NM_012068,26,10,11,7,7
NM_015360,1171,1029,381,274,264
NM_145207,309,185,62,51,70
NM_003580,96,108,66,54,41
NM_032167,61,62,20,34,30
NM_001270764,150,213,101,64,68
NM_001271010,27,19,5,4,5
NM_001195056,25,26,15,14,18
NM_005151,1228,1105,350,267,239
NM_145729,266,249,95,74,65
NM_005159,444,384,109,110,119
NM_003587,417,453,277,193,169
NM_053064,534,506,167,105,109
NM_001286745,23,21,12,12,7
NM_001354118,9,10,3,1,4
NM_058004,273,276,138,129,152
NM_018207,134,138,100,51,53
NM_001923,4121,3901,1446,1158,841
NM_001430,105,96,61,45,59
NM_001433,42,53,15,31,28
NM_001927,3835,3338,1104,993,941
