AccNum,cdReads0_RPF_1,cdReads1_RPF_1,cdReads2_RPF_1,cdReads3_RPF_1,cdReads4_RPF_1
NM_002079,229,181,119,70,54
NM_031890,13,32,9,14,4
NM_031896,9,9,10,2,4
NM_001013635,32,25,9,9,5
NM_005314,3,2,2,4,2
NM_014598,22,22,12,13,5
NM_147193,6,7,10,5,4
NM_014597,539,404,266,208,226
NM_001408,71,67,62,52,32
NM_001276320,16,10,6,2,9
NM_001031701,31,30,22,13,16
NM_001040431,236,172,112,48,61
NM_004468,157,144,105,78,59
NM_001351985,123,75,35,35,18
NM_001145374,60,51,21,23,15
NM_018453,226,180,150,101,86
NM_018100,56,42,36,34,23
NM_001145373,67,27,10,14,12
NM_018456,25,15,12,7,9
NM_018109,116,88,74,51,49
NM_005313,940,816,433,317,278
NM_002072,55,56,33,34,31
NM_002073,19,31,23,25,20
NM_182828,3,2,3,2,2
NM_014370,17,11,11,10,14
NM_014372,27,26,14,7,9
NM_005649,11,4,6,2,1
NM_005318,768,575,254,252,180
NM_005319,8172,8298,6414,4797,3041
NM_001014448,10,14,8,7,3
NM_014377,190,185,109,91,101
NM_005643,310,246,111,94,55
NM_001318800,2,2,2,2,1
NM_005646,56,41,47,35,33
NM_001100878,58,53,36,27,22
NM_001204397,15,8,7,3,5
NM_005645,83,38,29,34,27
NM_023039,16,13,10,9,7
NM_001355237,108,93,45,36,22
NM_023034,103,69,62,58,66
NM_023037,15,4,6,7,8
NM_031942,492,379,202,146,120
NM_001177479,21,14,10,9,7
NM_001278940,191,148,99,85,97
NM_001171868,60,56,29,16,9
NM_015527,243,279,178,111,94
NM_001202560,588,571,282,160,148
NM_001407,44,44,76,71,38
NM_001193424,70,42,31,27,21
NM_001004354,14,9,6,2,5
NM_003078,159,173,130,102,91
NM_001330418,28,21,8,15,15
NM_001286820,239,125,115,76,52
NM_032019,37,38,36,32,31
NM_001348424,114,79,60,48,43
NM_001466,498,342,267,215,183
NM_032013,385,328,208,151,131
NM_032012,340,328,198,115,99
NM_032015,69,77,47,33,22
NM_194279,141,138,97,72,50
NM_001036645,16,9,7,3,3
NM_001303131,41,30,20,12,13
NM_007124,621,538,390,358,333
NM_033495,21,17,15,6,13
NM_017581,21,15,10,13,8
NM_001349798,19,22,20,25,26
NM_001286563,2,2,4,3,3
NM_170587,9,6,4,3,3
NM_004845,51,35,27,22,12
NM_001321267,16,11,10,11,9
NM_016053,41,29,24,18,16
NM_016052,286,219,115,84,86
NM_007122,204,221,147,88,99
NM_005792,98,101,49,41,37
NM_016059,348,298,243,178,149
NM_152455,23,24,26,23,24
NM_001008530,179,149,90,78,49
NM_004341,1265,888,585,510,376
NM_001008539,313,248,172,128,122
NM_207406,37,31,21,14,7
NM_173852,465,389,226,109,145
NM_001282568,110,59,33,31,31
NM_173854,55,81,40,25,28
NM_001242894,26,12,8,13,8
NM_001242896,46,26,25,22,29
NM_001318088,25,13,14,13,9
NM_001242891,1363,770,561,472,466
NM_024321,1395,1207,904,623,548
NM_001317177,111,75,52,28,31
NM_016239,5,10,20,24,37
NM_016941,65,38,24,34,13
NM_016231,9,5,8,8,8
NM_016230,24,30,12,21,14
NM_016237,558,623,440,291,252
NM_015528,110,88,59,52,41
NM_016946,4,3,1,2,1
NM_001308341,21,15,10,7,11
NM_001350561,110,98,58,45,35
NM_001004356,61,117,93,54,33
NM_001290261,20,15,13,9,5
NM_015529,35,25,12,10,13
NM_001201407,6,13,11,10,6
NM_001351100,292,213,175,154,126
NM_001019,898,817,579,308,218
NM_001545,321,249,185,129,90
NM_001012,3946,3526,1874,1317,1032
NM_001547,101,60,40,33,25
NM_001016,272,280,130,90,81
NM_001015,4565,3322,1865,1337,1388
NM_145169,217,217,131,77,72
NM_001306215,109,67,56,48,43
NM_001282907,993,730,458,289,272
NM_001282905,2,3,2,3,1
NM_000946,237,157,123,75,90
NM_000944,308,221,164,125,103
NM_000945,391,289,184,96,96
NM_007262,737,473,242,149,150
NM_000943,70,41,33,26,12
NM_007260,117,78,48,29,30
NM_000941,713,674,563,402,283
NM_194259,496,438,189,130,109
NM_001320132,17,26,15,9,8
NM_001165035,451,443,425,239,223
NM_001142467,90,94,52,25,14
NM_001320687,150,114,74,46,52
NM_001194997,327,262,132,132,116
NM_003942,145,132,128,72,70
NM_003941,127,117,65,46,34
NM_003940,134,128,73,51,57
NM_003945,120,149,64,28,24
NM_138689,191,244,265,127,105
NM_001242335,43,33,24,14,17
NM_001316772,796,784,505,327,298
NM_001331010,182,131,74,66,54
NM_022977,209,143,94,69,64
NM_001204814,18,8,6,7,7
NM_018225,250,211,141,98,77
NM_020677,8,2,2,3,1
NM_020675,215,199,121,83,65
NM_020673,79,78,45,25,23
NM_001080414,107,119,123,95,90
NM_007083,28,17,5,8,12
NM_007080,127,117,62,45,46
NM_007086,255,104,83,65,65
NM_001080412,56,35,35,27,27
NM_024779,274,199,114,88,80
NM_024954,88,116,73,58,34
NM_001080418,1,5,5,4,3
NM_001080419,234,219,98,79,62
NM_001320350,22,20,18,13,9
NM_017549,103,109,111,65,58
NM_003800,74,53,35,31,33
NM_014569,190,146,122,130,111
NM_152407,82,74,54,33,30
NM_017546,388,331,175,139,120
NM_017547,216,132,95,70,71
NM_004689,371,372,262,242,249
NM_004688,53,43,24,20,12
NM_001347901,18,26,23,21,14
NM_005921,71,45,45,35,27
NM_032048,3,7,6,4,3
NM_032139,99,52,36,28,30
NM_004685,156,135,86,48,53
NM_004687,275,245,142,128,126
NM_001345918,24,8,5,6,4
NM_001001852,159,105,49,60,40
NM_020719,643,475,410,317,245
NM_001924,278,288,154,115,107
NM_032016,117,84,52,49,39
NM_020718,18,22,30,18,31
NM_001233,43,39,23,12,12
NM_001242336,127,82,65,57,27
NM_004299,183,164,93,65,63
NM_006133,38,57,37,41,22
NM_003412,375,237,201,182,137
NM_006135,841,748,406,248,255
NM_006134,20,20,12,11,8
NM_006688,65,61,29,25,28
NM_153376,5,2,1,2,1
NM_006682,15,10,8,9,4
NM_001286043,342,225,128,96,88
NM_004295,241,261,219,107,97
NM_002265,5592,4367,2759,1816,1994
NM_001286045,66,35,22,26,20
NM_001127192,2245,1917,1003,653,635
NM_004292,121,108,57,56,46
NM_001127198,31,47,32,35,21
NM_020710,483,359,228,176,129
NM_001195643,4,3,2,1,2
NM_020713,170,154,96,86,88
NM_001015891,41,23,13,8,17
NM_153377,119,155,160,97,64
NM_001242784,75,47,32,35,27
NM_198046,63,55,42,40,24
NM_005817,1437,1227,712,476,374
NM_001135215,10,9,5,2,3
NM_005815,1,5,4,4,5
NM_005813,120,92,62,57,66
NM_005811,50,46,26,26,17
NM_024699,167,142,115,69,57
NM_005819,141,121,60,47,45
NM_139246,142,95,48,43,38
NM_006357,151,108,65,55,48
NM_139245,10,12,5,3,5
NM_006351,274,270,158,111,100
NM_006353,110,76,43,30,42
NM_006352,78,74,65,63,64
NM_080390,5,1,1,2,1
NM_001135055,1613,1388,881,617,533
NM_001324459,229,172,62,24,31
NM_001166691,254,152,96,102,98
NM_000137,54,42,22,21,12
NM_000136,208,170,90,77,65
NM_017905,92,110,64,49,38
NM_001135217,5,7,2,4,1
NM_032374,101,76,51,39,32
NM_032375,363,376,161,86,93
NM_032377,175,155,80,62,51
NM_032378,1247,798,423,324,313
NM_152753,10,11,9,10,11
NM_001320910,185,162,90,39,55
NM_001350492,163,144,105,67,65
NM_001184743,84,77,59,48,57
NM_001184742,141,85,42,38,47
NM_001318527,66,85,40,33,21
NM_014169,67,53,25,18,26
NM_014168,152,129,79,47,57
NM_177949,368,243,159,113,103
NM_014165,83,61,29,17,17
NM_014167,124,110,69,49,46
NM_014166,133,94,57,27,37
NM_014161,363,269,136,88,60
NM_014160,238,207,135,84,72
NM_001319127,11,4,5,2,5
NM_018668,52,49,28,20,12
NM_001543,69,113,115,59,51
NM_015566,8,11,10,3,9
NM_015567,23,26,24,20,22
NM_015565,262,173,100,116,87
NM_015562,343,216,119,112,107
NM_018664,21,14,9,1,9
NM_018665,28,17,15,10,8
NM_152716,187,147,84,43,66
NM_021100,148,112,74,70,60
NM_001305043,629,484,305,216,184
NM_002454,54,60,25,21,23
NM_002455,189,188,143,80,64
NM_017916,287,212,126,73,69
NM_001270470,35,33,19,8,8
NM_001270476,270,242,130,124,90
NM_001256716,65,57,24,11,11
NM_001317033,552,444,193,126,118
NM_001301746,70,80,70,49,51
NM_033026,165,144,111,81,81
NM_033025,255,278,296,194,138
NM_138300,276,230,162,113,102
NM_001282684,137,109,59,43,35
NM_001282687,4,2,5,2,4
NM_001346413,56,47,61,62,63
NM_001282680,510,359,256,192,193
NM_033028,90,67,45,33,32
NM_014788,59,52,22,19,18
NM_001226,104,77,45,37,37
NM_001220,34,27,23,19,8
NM_014781,104,106,62,40,56
NM_014783,101,70,42,49,55
NM_001229,103,102,40,37,24
NM_014786,89,136,213,162,97
NM_001320905,549,544,310,205,165
NM_022132,260,177,117,73,63
NM_022130,345,312,190,101,79
NM_001143782,43,40,19,11,10
NM_001143780,113,150,114,71,48
NM_021116,8,17,43,14,14
NM_021117,84,95,46,44,23
NM_021110,658,396,293,287,218
NM_001082480,54,25,26,27,17
NM_001347886,6,5,1,4,1
NM_018317,18,13,7,8,10
NM_199141,883,880,516,324,286
NM_001322216,361,272,210,196,188
NM_170740,31,34,10,5,11
NM_000062,458,354,211,191,132
NM_139169,148,127,109,77,54
NM_005109,179,116,77,43,41
NM_005100,2312,1902,938,774,780
NM_005105,394,372,291,236,226
NM_170711,704,627,341,205,215
NM_170710,14,12,10,8,9
NM_170714,75,67,67,42,40
NM_004800,481,376,246,177,149
NM_001272034,3,7,5,4,3
NM_001316345,43,40,23,20,18
NM_001316341,475,399,285,158,183
NM_001002913,99,57,43,22,12
NM_012257,148,84,63,42,36
NM_001951,109,106,80,58,55
NM_012250,32,49,25,16,19
NM_001488,54,47,26,18,11
NM_001018113,23,13,15,7,8
NM_001330990,306,243,233,162,153
NM_201403,72,47,42,31,15
NM_147161,17,20,11,13,11
NM_133464,28,18,24,16,7
NM_006907,730,719,505,311,220
NM_006909,101,106,72,42,63
NM_001137675,40,29,20,12,12
NM_030940,11,16,8,11,8
NM_030943,8,15,7,7,4
NM_001128429,305,176,126,105,110
NM_003884,8,15,6,10,6
NM_003883,160,160,119,94,68
NM_001168370,392,305,252,197,160
NM_130847,410,322,187,167,181
NM_001128425,84,61,43,31,20
NM_170744,48,73,73,68,46
NM_020247,178,138,96,65,72
NM_020246,532,515,440,281,225
NM_020245,45,66,68,74,61
NM_004215,28,17,13,16,6
NM_020791,155,152,105,82,100
NM_020242,255,204,132,138,159
NM_004210,2,1,4,2,1
NM_020240,75,59,28,19,20
NM_020799,11,9,10,3,5
NM_020798,34,28,35,16,17
NM_001330199,5,3,4,5,1
NM_001321743,572,551,336,184,177
NM_032811,51,47,53,31,37
NM_198545,21,24,16,13,5
NM_032815,90,68,43,40,30
NM_001142784,86,58,37,25,25
NM_001037340,141,82,109,116,105
NM_018847,77,31,23,16,17
NM_146388,689,557,319,211,146
NM_020429,373,313,221,188,226
NM_020428,611,582,498,297,297
NM_001354736,574,376,235,168,122
NM_020422,59,41,18,23,17
NM_020421,12,11,15,9,7
NM_025144,48,42,19,13,19
NM_001351660,544,566,406,220,189
NM_080627,368,347,363,344,302
NM_020158,351,285,154,122,109
NM_080626,110,110,59,39,28
NM_024899,98,79,59,36,45
NM_024896,20,16,9,6,8
NM_024894,134,104,106,76,85
NM_001304953,3,2,2,2,1
NM_001012455,22,16,7,9,6
NM_001012981,57,35,41,32,29
NM_145027,8,4,1,3,3
NM_017970,129,113,97,91,69
NM_001012989,57,53,45,30,15
NM_002139,138,114,67,48,48
NM_172105,119,64,52,41,49
NM_001278594,45,50,34,31,14
NM_002133,149,115,59,33,27
NM_013313,7,4,4,2,2
NM_013312,92,92,72,57,51
NM_016238,366,287,239,152,122
NM_001352398,3,5,1,2,3
NM_001242318,36,26,21,22,18
NM_018244,128,80,61,30,40
NM_024094,192,182,139,97,81
NM_006297,319,220,118,121,96
NM_024092,562,424,263,162,143
NM_024093,133,86,43,35,28
NM_024090,96,59,40,40,30
NM_015325,200,165,135,89,107
NM_024098,528,444,264,199,160
NM_182982,4,1,1,2,1
NM_001318365,85,55,26,16,19
NM_054035,129,120,66,57,49
NM_006292,244,167,120,102,81
NM_003088,6851,5426,4017,2784,1899
NM_003089,1342,1024,571,418,348
NM_003086,107,99,94,109,87
NM_003082,44,53,38,28,26
NM_003080,35,28,22,11,4
NM_145702,8,4,4,5,1
NM_001252406,58,26,22,18,21
NM_001321146,27,20,17,12,9
NM_001257389,1556,1305,695,423,352
NM_002687,559,347,183,129,123
NM_001099289,80,109,135,87,71
NM_002868,234,148,91,70,50
NM_002867,82,59,30,25,27
NM_002689,226,136,125,78,57
NM_002863,682,443,276,243,216
NM_002862,544,410,290,252,197
NM_024548,211,107,81,94,55
NM_024544,113,107,95,51,49
NM_024546,125,67,75,50,40
NM_000101,624,529,277,191,123
NM_001039888,18,17,7,3,7
NM_018248,49,33,39,31,28
NM_001130955,268,239,170,128,129
NM_018249,367,353,215,212,286
NM_001085365,334,287,128,109,103
NM_003083,318,332,170,100,82
NM_001144952,8,7,4,3,3
NM_001144950,77,52,63,46,25
NM_018163,129,78,48,45,31
NM_001346315,146,110,93,67,47
NM_001144958,31,33,21,18,23
NM_001007026,306,358,239,197,193
NM_014572,86,216,220,189,176
NM_012228,19,13,5,4,5
NM_014570,195,157,103,78,75
NM_014571,193,246,185,129,80
NM_005484,207,134,80,84,80
NM_005485,134,112,57,44,45
NM_005480,271,184,85,81,86
NM_005481,511,455,440,333,220
NM_005482,340,230,193,118,93
NM_005483,597,548,333,235,199
NM_080872,139,105,87,79,59
NM_080706,10,12,13,18,9
NM_015458,98,99,79,50,30
NM_080875,30,28,34,20,20
NM_003620,200,116,71,59,51
NM_003626,98,119,99,93,94
NM_003627,14,18,22,11,10
NM_001007533,1,4,1,1,2
NM_207119,38,32,17,12,4
NM_001145316,227,170,99,89,62
NM_001007538,114,185,143,49,43
NM_207111,206,188,169,143,138
NM_001348265,39,49,32,12,9
NM_001318758,151,98,78,70,61
NM_012106,47,41,39,25,26
NM_001270481,1311,1129,666,487,396
NM_015101,27,25,18,13,12
NM_145245,90,125,105,76,68
NM_014315,94,79,72,48,32
NM_005664,34,13,9,13,13
NM_001100816,37,25,8,7,9
NM_001100814,192,173,111,63,47
NM_005668,495,301,199,152,135
NM_005669,285,241,187,104,90
NM_001291999,57,43,21,20,15
NM_145247,43,18,10,10,7
NM_014319,157,144,108,56,67
NM_152379,52,33,29,19,20
NM_014454,11,25,7,10,14
NM_001037984,153,163,152,105,72
NM_023016,78,69,38,30,20
NM_001286841,86,37,16,14,9
NM_023012,350,232,159,157,166
NM_017488,224,204,148,99,90
NM_001017916,138,125,88,42,43
NM_145243,18,14,12,7,9
NM_001352921,177,138,106,63,56
NM_014983,84,65,89,62,66
NM_001077619,37,28,12,13,11
NM_001352385,182,102,79,71,63
NM_021625,26,20,24,22,6
NM_152522,293,233,128,76,63
NM_152524,226,163,106,97,92
NM_032039,147,114,60,45,30
NM_032036,211,159,91,48,60
NM_175065,1895,2310,1779,1328,800
NM_001037144,83,64,49,37,59
NM_025160,167,165,128,93,90
NM_030939,8,11,12,18,11
NM_001350879,12,4,3,2,2
NM_000540,261,324,493,476,705
NM_014458,79,81,60,37,31
NM_001322046,49,23,20,23,9
NM_133474,11,10,8,7,9
NM_001322042,160,99,82,52,79
NM_001286550,4,1,2,1,2
NM_001099771,59,46,23,12,21
NM_001310160,46,21,11,14,14
NM_016039,541,527,271,171,192
NM_016038,343,293,213,123,134
NM_016035,116,103,59,29,30
NM_002975,45,36,16,14,12
NM_016037,523,441,265,155,139
NM_016030,254,245,141,95,75
NM_016033,173,134,93,55,52
NM_001292025,36,46,52,33,40
NM_015049,56,59,58,60,68
NM_015040,175,139,100,108,83
NM_015045,199,179,114,107,127
NM_015044,303,235,159,113,97
NM_015047,759,560,335,268,234
NM_006913,124,105,46,39,21
NM_003112,138,124,53,52,51
NM_001540,2337,1767,971,588,387
NM_173872,89,53,49,33,30
NM_003114,9,14,10,6,7
NM_133478,3,2,4,5,4
NM_001270623,4,9,1,1,2
NM_001276501,7,6,2,4,3
NM_019006,235,190,126,80,74
NM_001276506,84,75,53,27,17
NM_004714,32,51,48,27,23
NM_017945,45,21,21,10,14
NM_001354800,19,12,7,5,5
NM_017943,59,44,25,19,19
NM_139160,72,77,37,31,30
NM_001161779,262,230,126,80,76
NM_032852,47,22,28,13,20
NM_007269,127,95,52,56,50
NM_194358,65,68,42,28,35
NM_001402,113,69,26,38,37
NM_001145297,879,779,620,586,561
NM_004040,226,98,64,36,28
NM_001134404,19,28,16,9,3
NM_001307937,187,122,81,54,59
NM_001569,188,293,197,127,100
NM_004048,999,876,562,305,309
NM_018349,9,3,3,5,4
NM_007244,26,12,5,6,5
NM_007245,1077,971,521,403,374
NM_007246,17,8,6,8,5
NM_007247,262,204,132,89,103
NM_000960,4,5,5,6,2
NM_000745,78,64,56,22,17
NM_000214,68,99,74,41,35
NM_007243,387,321,166,150,105
NM_000942,2374,1932,944,586,560
NM_007249,23,10,6,7,10
NM_133329,31,14,21,6,8
NM_030777,77,56,44,48,34
NM_001100913,94,127,150,142,114
NM_017784,70,58,35,33,25
NM_001169109,80,71,56,45,27
NM_001142446,153,112,79,66,58
NM_009590,1,1,2,1,2
NM_199337,115,126,69,54,32
NM_199330,10,20,13,10,13
NM_001351834,166,108,94,82,78
NM_001083961,272,254,214,185,169
NM_001083962,424,292,177,172,189
NM_001083965,69,58,24,34,23
NM_020651,90,59,27,34,37
NM_001031803,65,65,44,33,23
NM_001297701,127,80,48,33,25
NM_001031806,60,47,27,33,24
NM_001031804,220,141,80,62,36
NM_001080432,217,140,96,95,74
NM_024936,55,35,34,19,19
NM_001080436,16,37,31,23,13
NM_001080437,101,109,87,67,40
NM_024933,7,11,1,11,6
NM_001330530,133,102,73,48,43
NM_001405,19,21,9,6,2
NM_001320371,3,3,3,3,3
NM_152495,16,17,8,7,6
NM_017567,249,142,72,77,47
NM_173653,12,2,6,2,3
NM_001347966,59,59,55,43,28
NM_001201329,32,18,21,13,20
NM_001297738,193,138,94,59,41
NM_001330536,406,308,201,85,81
NM_001297733,15,15,9,10,11
NM_001100624,188,133,107,42,63
NM_198681,42,34,43,36,41
NM_001135752,217,168,107,96,67
NM_023948,73,85,28,27,18
NM_001105568,38,36,23,14,25
NM_001193571,1087,930,550,364,322
NM_001105562,394,217,132,125,119
NM_001012241,16,17,15,10,11
NM_001105564,141,118,81,75,78
NM_001105565,49,25,3,9,9
NM_006116,118,114,71,55,50
NM_003435,96,47,54,47,30
NM_006112,93,87,57,33,28
NM_006111,269,173,137,63,81
NM_003430,13,5,4,4,9
NM_153042,19,13,4,5,6
NM_006118,190,135,88,60,56
NM_078470,148,96,67,60,44
NM_001160170,21,27,13,17,17
NM_024091,34,31,24,22,13
NM_023940,11,10,2,2,3
NM_001348451,116,102,65,59,61
NM_023943,71,52,24,16,12
NM_198066,44,37,48,21,23
NM_001318765,31,21,18,13,8
NM_032521,21,22,11,8,10
NM_006378,88,81,59,36,31
NM_001323551,13,10,16,7,11
NM_032520,46,52,32,25,26
NM_006373,640,536,305,185,177
NM_139265,516,616,348,212,175
NM_006371,612,430,248,233,183
NM_006370,48,41,25,26,22
NM_018346,115,105,74,51,29
NM_004863,88,57,46,47,42
NM_001127460,85,47,55,43,29
NM_001194998,93,53,35,29,34
NM_001127464,16,27,48,36,43
NM_032527,168,132,97,71,49
NM_001113203,1188,978,461,323,325
NM_030628,116,95,60,70,50
NM_080752,34,23,18,19,9
NM_001194995,38,21,17,20,14
NM_078481,277,206,115,94,83
NM_001324039,62,50,25,15,9
NM_001355,43,40,6,12,7
NM_001131025,188,172,90,69,55
NM_001346719,1037,850,674,461,451
NM_001252668,90,72,51,40,47
NM_001329597,8,7,7,4,3
NM_001268284,118,99,87,51,37
NM_031488,76,82,79,67,62
NM_001352,55,38,30,24,20
NM_001167947,230,120,82,34,35
NM_145647,74,46,47,29,38
NM_001146015,285,164,93,85,104
NM_001330360,199,101,95,77,67
NM_177925,14,8,5,5,3
NM_014141,45,39,47,35,30
NM_014140,110,56,43,53,44
NM_005879,72,71,39,36,38
NM_001318507,133,122,105,58,58
NM_001318943,550,411,203,162,103
NM_005875,108,78,47,41,36
NM_005877,1632,1293,673,523,476
NM_005876,235,192,178,156,168
NM_005871,360,256,153,116,108
NM_005870,709,524,208,165,166
NM_005873,90,60,51,38,30
NM_005872,347,279,138,81,94
NM_018310,112,154,143,61,54
NM_015540,312,188,125,119,86
NM_018645,71,72,40,27,15
NM_015235,501,308,167,133,117
NM_018648,456,368,167,94,92
NM_001172818,139,82,52,49,28
NM_018319,103,76,54,42,32
NM_001080416,11,13,9,9,12
NM_001017995,302,231,147,110,102
NM_001278624,89,53,35,32,24
NM_002478,839,979,623,342,301
NM_001321993,10,6,8,5,2
NM_001080410,23,41,39,26,19
NM_002477,10,4,3,2,1
NM_001166012,28,13,13,9,12
NM_002473,4797,4605,2846,2275,1901
NM_031910,15,15,12,4,1
NM_031913,7,9,1,2,3
NM_007085,1107,870,470,283,224
NM_031918,149,174,67,44,34
NM_001204747,195,143,156,114,115
NM_001256071,504,414,319,360,323
NM_001320831,61,43,26,20,9
NM_024955,208,184,162,95,94
NM_001130144,223,211,181,139,88
NM_033513,365,299,210,126,98
NM_033512,287,260,117,106,72
NM_033510,220,206,171,152,63
NM_033517,10,12,25,18,10
NM_178562,7,12,6,4,2
NM_001099692,47,35,24,17,4
NM_015878,77,139,80,81,86
NM_004311,199,155,85,49,45
NM_022048,43,42,32,36,22
NM_005297,21,12,9,4,2
NM_147686,88,67,43,30,40
NM_001312660,78,81,42,32,23
NM_030627,36,17,20,12,16
NM_001322230,18,35,14,8,8
NM_148179,75,46,27,24,17
NM_017542,205,230,152,89,76
NM_001277224,2236,1778,994,640,568
NM_013284,33,42,22,26,18
NM_005126,69,72,30,11,25
NM_005125,83,62,37,30,17
NM_021243,32,19,23,5,9
NM_005121,201,183,192,141,169
NM_005120,688,619,370,312,281
NM_177543,208,194,136,61,54
NM_001258446,102,132,94,87,67
NM_001301726,39,26,17,18,15
NM_001978,28,21,18,14,11
NM_012279,99,101,57,29,32
NM_173467,84,80,39,33,32
NM_173463,12,10,10,13,10
NM_001970,1498,1141,646,333,340
NM_001973,45,45,24,17,13
NM_004454,330,247,86,71,56
NM_173469,30,19,26,16,18
NM_004456,299,204,126,141,136
NM_004187,330,361,308,237,205
NM_004184,1026,897,648,445,374
NM_014808,308,285,166,95,89
NM_004180,122,69,47,40,32
NM_001330200,1227,1231,910,664,541
NM_001254738,507,279,233,176,176
NM_001033030,6,6,3,1,3
NM_001006657,81,74,56,47,52
NM_001288781,99,71,76,45,40
NM_000022,96,91,51,34,18
NM_182767,36,24,15,16,10
NM_030962,67,53,53,55,55
NM_030961,114,85,77,65,41
NM_006965,312,194,117,75,73
NM_001142279,21,15,6,7,6
NM_030965,10,6,4,7,3
NM_024309,147,129,54,37,41
NM_030968,28,35,30,16,11
NM_001324115,198,153,98,72,57
NM_020228,61,69,46,21,41
NM_004234,21,13,14,5,4
NM_001351738,179,167,78,61,44
NM_004237,287,273,194,151,113
NM_001128159,286,208,113,108,112
NM_020223,79,142,139,77,69
NM_004233,12,2,4,6,4
NM_005966,50,56,49,33,27
NM_001143909,42,39,24,18,12
NM_001143906,224,137,91,76,91
NM_001135691,70,61,47,27,23
NM_032836,116,95,68,48,30
NM_032834,22,20,17,8,8
NM_032833,202,160,118,101,77
NM_032832,116,111,108,67,39
NM_175852,1437,1216,834,692,603
NM_001008707,209,196,133,121,88
NM_032839,75,61,31,18,14
NM_001289789,2712,1931,842,686,601
NM_005780,45,29,19,16,12
NM_001324366,24,18,15,10,15
NM_003248,9,5,5,5,4
NM_014962,190,165,107,76,67
NM_015627,70,63,42,19,11
NM_007187,36,21,13,6,11
NM_001037232,28,14,18,6,9
NM_017845,95,74,48,48,33
NM_015626,148,85,73,46,50
NM_174907,35,42,20,26,19
NM_001315501,48,45,18,12,13
NM_152611,5,7,2,5,3
NM_001146227,252,227,97,62,64
NM_001303274,1893,1509,943,699,579
NM_007189,198,132,132,111,87
NM_016578,613,514,262,224,231
NM_016579,484,425,229,148,110
NM_007183,2,1,4,1,2
NM_007181,2,1,1,1,2
NM_016577,80,60,36,23,20
NM_016570,93,68,62,37,45
NM_007186,126,91,80,63,78
NM_007185,8,14,12,4,6
NM_016573,61,52,45,25,25
NM_014712,128,244,197,137,162
NM_001303007,572,524,283,192,186
NM_014713,742,626,372,220,218
NM_001289003,24,29,31,15,19
NM_017990,105,108,44,53,42
NM_005999,153,132,87,58,45
NM_017994,323,319,227,125,116
NM_017998,114,101,70,47,43
NM_203374,86,44,31,15,19
NM_203370,31,28,10,9,4
NM_002117,372,281,148,120,81
NM_014714,59,34,45,43,38
NM_001143960,31,16,16,12,10
NM_002114,81,60,73,42,38
NM_002118,13,7,5,9,2
NM_001184975,190,162,81,55,47
NM_033087,172,148,95,78,53
NM_021999,323,258,174,107,83
NM_007184,290,223,232,168,110
NM_174909,19,11,14,10,7
NM_001164716,166,92,59,73,48
NM_015908,1001,1121,1072,940,965
NM_006584,10,3,1,1,5
NM_006582,83,63,41,19,20
NM_006588,20,14,10,7,5
NM_006589,73,73,48,35,33
NM_002804,1087,884,580,432,431
NM_002807,1927,1411,922,660,623
NM_002806,292,209,129,99,96
NM_002801,121,94,51,38,34
NM_002800,132,75,85,61,30
NM_002803,694,510,291,202,217
NM_002574,1638,1113,592,441,319
NM_002809,956,883,559,388,339
NM_002808,1592,1158,597,480,423
NM_002145,175,143,117,62,68
NM_001323603,15,12,6,6,7
NM_001286790,23,13,9,8,6
NM_001122838,18,6,4,10,3
NM_001261451,176,131,86,73,64
NM_001261459,60,25,31,35,21
NM_001145082,21,10,6,3,7
NM_022823,1,5,3,2,1
NM_003417,97,82,64,38,45
NM_014550,67,49,44,40,35
NM_139025,3,4,7,5,13
NM_001318195,280,192,111,61,49
NM_006101,286,255,155,120,133
NM_005465,78,65,50,31,33
NM_005469,98,97,75,57,32
NM_178450,29,24,11,7,8
NM_014089,286,229,156,131,138
NM_001007559,782,658,341,261,222
NM_018418,14,8,3,2,8
NM_003607,102,101,87,60,72
NM_003609,161,132,79,48,37
NM_018410,754,607,332,338,298
NM_018413,5,4,3,1,1
NM_001197237,62,42,25,21,15
NM_180991,15,8,10,3,4
NM_001300977,2,7,6,2,2
NM_001100389,35,35,22,13,13
NM_001318770,687,556,403,214,175
NM_014335,952,695,325,258,185
NM_014330,178,79,94,51,79
NM_014883,143,81,72,62,68
NM_152723,12,7,9,6,6
NM_032233,149,126,72,64,52
NM_152721,31,17,16,11,7
NM_152726,442,367,187,154,144
NM_152727,75,86,61,44,32
NM_032237,188,168,162,107,74
NM_032236,183,153,89,79,74
NM_024081,2,4,2,3,1
NM_152729,45,39,27,18,24
NM_032582,152,121,89,80,68
NM_005608,3,3,5,3,2
NM_023075,9,7,6,7,2
NM_023074,111,56,60,42,33
NM_023077,323,221,187,111,118
NM_023070,25,28,18,4,2
NM_023073,50,33,37,38,46
NM_023072,72,82,59,49,28
NM_023079,529,564,329,214,166
NM_023078,144,150,142,103,61
NM_001144939,436,367,246,115,86
NM_018122,184,123,77,56,58
NM_001321979,26,25,12,7,18
NM_001346339,50,39,17,24,21
NM_001144932,1312,984,633,365,311
NM_001321972,188,175,88,53,49
NM_001144936,52,39,36,29,19
NM_004096,101,86,27,31,25
NM_004725,1924,1610,1026,736,685
NM_152896,31,19,22,12,17
NM_152546,79,63,44,32,28
NM_152547,6,11,11,1,1
