AccNum,GeneName
NM_001321980,GLRX3
NM_001321981,ZNF530
NM_001287426,UPP1
NM_001287427,CCND3
NM_001282144,NLRX1
NM_001278387,SLC38A1
NM_013276,SHPK
NM_005904,SMAD7
NM_181784,SPRED2
NM_001323582,BTD
NM_005275,GNL1
NM_152434,CWF19L2
NM_001278380,ARL6IP4
NM_006496,GNAI3
NM_181787,DPY19L4
NM_005540,INPP5B
NM_001302826,CYB5R2
NM_001080440,OTOL1
NM_002588,PCDHGC3
NM_032153,ZIC4
NM_144572,TBC1D2B
NM_198540,B3GNT8
NM_002581,PAPPA
NM_002582,PARN
NM_002583,PAWR
NM_002585,PBX1
NM_002586,PBX2
NM_006497,HIC1
NM_001270952,UCHL3
NM_001346096,TTC36
NM_002270,TNPO1
NM_002271,IPO5
NM_001282208,SIGMAR1
NM_001318878,STK32C
NM_001305626,CALM2
NM_001144995,CCDC85C
NM_001346092,TNFRSF1A
NM_144578,MAPK1IP1L
NM_001029885,CPTP
NM_001029882,AHDC1
NM_001029880,SFMBT2
NM_001345970,ZNF629
NM_001166160,PPP1R9A
NM_032551,KISS1R
NM_032552,DAB2IP
NM_032558,MFSD14B
NM_024078,NOC4L
NM_001351355,TAPBPL
NM_001287580,RBKS
NM_016564,CEND1
NM_001346235,KIAA1468
NM_001346542,MRAP2
NM_006630,ZNF234
NM_006631,ZNF266
NM_005261,GEM
NM_001212,C1QBP
NM_003461,ZYX
NM_005585,SMAD6
NM_005584,MAB21L1
NM_005581,BCAM
NM_006142,SFN
NM_005583,LYL1
NM_080605,B3GALT6
NM_080607,VSTM2L
NM_001288951,TTC7A
NM_001981,EPS15
NM_015350,LRRC8B
NM_001323423,RBM39
NM_001319217,CYP1A1
NM_001145432,SMIM20
NM_015307,FAM189A1
NM_018264,TYW1
NM_032310,CARD19
NM_015302,HAUS5
NM_001145437,LSS
NM_001145434,ZNF880
NM_012301,MAGI2
NM_012300,FBXW11
NM_012307,EPB41L3
NM_012306,FAIM2
NM_015030,FRYL
NM_012304,FBXL7
NM_003468,FZD5
NM_001308101,DCUN1D1
NM_012308,KDM2A
NM_005729,PPIF
NM_000117,EMD
NM_005721,ACTR3
NM_005720,ARPC1B
NM_005051,QARS
NM_005724,TSPAN3
NM_005727,TSPAN1
NM_001005361,DNM2
NM_001013842,C8orf58
NM_001013845,CXorf40B
NM_001005369,MTIF2
NM_001320930,GTF2A2
NM_001136015,ANXA2
NM_207396,RNF207
NM_018082,POLR3B
NM_018083,ZNF358
NM_018081,WRAP53
NM_018086,FIGN
NM_018087,NDC1
NM_057157,CYP26A1
NM_001307952,HAPLN3
NM_057158,DUSP4
NM_018089,ANKZF1
NM_207391,RGS9BP
NM_001772,CD33
NM_001806,CEBPG
NM_130443,DPP3
NM_001777,CD47
NM_001330513,ZNF26
NM_001330510,PPIH
NM_004153,ORC1
NM_001809,CENPA
NM_022460,HS1BP3
NM_022463,NXN
NM_030911,CDADC1
NM_022465,IKZF4
NM_001031,RPS28
NM_001348052,CPVL
NM_001258282,LINGO2
NM_001258280,ZNF501
NM_001330381,NBPF3
NM_001258289,SELENBP1
NM_001321205,COA1
NM_001346946,EXO5
NM_020919,ALS2
NM_001345880,DCAF16
NM_021127,PMAIP1
NM_020911,PLXNA4
NM_001116,ADCY9
NM_001201483,ENO1
NM_001201480,OSBPL6
NM_006734,HIVEP2
NM_001317744,WRB-SH3BGR
NM_001321343,TMEM182
NM_001206987,METTL23
NM_182641,BPTF
NM_016151,TAOK2
NM_198321,GALNT10
NM_016154,RAB4B
NM_016155,MMP17
NM_001033050,MTERF2
NM_016071,MRPS33
NM_001319960,EDEM3
NM_005160,GRK3
NM_022092,CHTF18
NM_016073,HDGFL3
NM_003368,USP1
NM_001039580,MAP9
NM_181353,ID1
NM_030752,TCP1
NM_016488,PPHLN1
NM_016426,GTSE1
NM_016484,PDZD11
NM_016485,VTA1
NM_016486,TMEM69
NM_016377,AKAP7
NM_016374,ARID4B
NM_015939,TRMT6
NM_016373,WWOX
NM_001354909,PSPC1
NM_015935,METTL13
NM_015934,NOP58
NM_015937,PIGT
NM_001177802,RANGRF
NM_015933,TMA7
NM_001012508,SPRN
NM_001101654,CXXC1
NM_001205019,GK
NM_001289145,FAM110A
NM_138432,SDSL
NM_138430,ADPRHL1
NM_001256609,GLMP
NM_199186,BPGM
NM_199184,DNPH1
NM_001114093,LSM14A
NM_198580,SLC27A1
NM_001303477,C20orf196
NM_198850,PHLDB3
NM_001135101,CRELD2
NM_007348,ATF6
NM_000641,IL11
NM_007344,TTF1
NM_007342,NUPL2
NM_001345887,CNNM1
NM_001320566,CCDC130
NM_001290002,ZNF385A
NM_001024630,RUNX2
NM_014214,IMPA2
NM_173480,ZNF57
NM_173481,MISP
NM_173487,C4orf33
NM_001349867,PLA2G6
NM_025092,PGGHG
NM_001323916,FNIP2
NM_024859,MAGIX
NM_024328,THTPA
NM_024329,EFHD2
NM_023926,ZSCAN18
NM_001080511,CLEC2L
NM_001257998,VPS50
NM_024857,ATAD5
NM_024322,CENPO
NM_175881,ODF3L1
NM_175884,CCDC71L
NM_175885,FAM181B
NM_175886,PRPS1L1
NM_017421,COQ3
NM_017420,SIX4
NM_017423,GALNT7
NM_017425,SPA17
NM_001078166,SRSF1
NM_017426,NUP54
NM_001042474,ZNF565
NM_001042475,CEP85L
NM_001042476,CARHSP1
NM_001349881,DRAM2
NM_001286657,TMEM68
NM_001195470,SATB1
NM_001040630,NCALD
NM_153819,RASGRP2
NM_001042388,PPP4R1
NM_001355028,PRKAA1
NM_006568,CGRRF1
NM_006569,CGREF1
NM_003518,HIST1H2BG
NM_003519,HIST1H2BL
NM_006562,LBX1
NM_003043,SLC6A6
NM_003510,HIST1H2AK
NM_003047,SLC9A1
NM_003512,HIST1H2AC
NM_006565,CTCF
NM_001098208,HNRNPF
NM_001278074,COL5A1
NM_001139457,BCAP31
NM_001127257,SLC39A10
NM_001288957,IFI27
NM_001348738,KIDINS220
NM_002673,PLXNB1
NM_006754,SYPL1
NM_005912,MC4R
NM_001214909,ZNF48
NM_001190826,FAM217B
NM_005262,GFER
NM_005915,MCM6
NM_032125,TMEM222
NM_032127,FAM160A2
NM_005269,GLI1
NM_080603,ZSWIM1
NM_001286264,MRS2
NM_001278559,ZNF316
NM_001352252,CARS2
NM_001319210,CDC14A
NM_001278556,ARPC3
NM_001278552,TUBA4A
NM_001346932,ZNF488
NM_001271620,ZNF423
NM_001349486,NSMCE2
NM_006756,TCEA1
NM_001039590,USP9X
NM_001267843,CLOCK
NM_001256617,TUBGCP2
NM_018268,WDR41
NM_001145513,SCRN1
NM_018266,TMEM39A
NM_001286769,ZNF34
NM_001100873,C16orf46
NM_019099,FAM212B
NM_001317157,PLAGL1
NM_015305,ANGEL1
NM_003390,WEE1
NM_002649,PIK3CG
NM_002647,PIK3C3
NM_002646,PIK3C2B
NM_002642,PIGC
NM_002641,PIGA
NM_018263,ASXL2
NM_001039374,CCDC183
NM_001318359,N4BP2
NM_016216,DBR1
NM_001330327,ZFX
NM_016089,ZNF589
NM_014639,TTC37
NM_015113,ZZEF1
NM_015111,N4BP3
NM_001350208,OSBPL9
NM_001006607,LRRC37A2
NM_015442,CNOT10
NM_001200050,NPL
NM_001031689,PLAA
NM_012203,GRHPR
NM_001031684,SRSF7
NM_033296,MRFAP1
NM_001031680,RUNX3
NM_001015053,HDAC5
NM_181809,BMP8A
NM_181808,POLN
NM_001316362,PRKRA
NM_004557,NOTCH4
NM_001109662,HECTD4
NM_181801,UBE2C
NM_001006610,SIAH1
NM_001289121,ZCCHC7
NM_052916,RNF157
NM_052917,GALNT13
NM_001145268,FAM185A
NM_052913,TMEM200A
NM_052911,ESCO1
NM_001238,CCNE1
NM_001350253,TRMT5
NM_001350251,SDCCAG8
NM_170610,HIST1H2BA
NM_001354599,IVD
NM_001317782,RPL8
NM_001039958,MESP2
NM_022761,C11orf1
NM_001322080,MFSD9
NM_001322086,AHCY
NM_001343,DAB2
NM_001329614,SNAPC5
NM_001347,DGKQ
NM_001344,DAD1
NM_001349,DARS
NM_001348,DAPK3
NM_001267598,MGST1
NM_001008566,TPST2
NM_001321424,ZNF808
NM_022078,GPATCH3
NM_022079,HERC4
NM_022077,MANBAL
NM_001320820,COQ10B
NM_001320821,RASA3
NM_022072,NSUN3
NM_001267595,SENP1
NM_001320824,WDR54
NM_015120,ALMS1
NM_001024847,TGFBR2
NM_001354044,WDPCP
NM_021259,TMEM8A
NM_006070,TFG
NM_194314,ZBTB41
NM_001322882,ABLIM1
NM_014437,SLC39A1
NM_012469,PRPF6
NM_001099220,ZNF862
NM_001313893,HMGB1
NM_012463,ATP6V0A2
NM_012460,TIMM9
NM_012461,TINF2
NM_012465,TLL2
NM_174914,UGT3A2
NM_174916,UBR1
NM_174911,FAM84B
NM_005057,RBBP5
NM_001134420,CDC7
NM_014045,LRP10
NM_178026,GGT7
NM_005055,RAPSN
NM_182572,ZSCAN1
NM_133455,EMID1
NM_206953,PRAME
NM_004552,NDUFS5
NM_173039,AQP11
NM_005422,TECTA
NM_001318514,TOLLIP
NM_001281302,GFM2
NM_004733,SLC33A1
NM_004732,KCNAB3
NM_001330308,DPF2
NM_001330306,C1orf159
NM_004738,VAPB
NM_004085,TIMM8A
NM_004082,DCTN1
NM_001001653,MED8
NM_001195263,PDZD7
NM_001321287,ATG4A
NM_000430,PAFAH1B1
NM_006459,ERLIN1
NM_000436,OXCT1
NM_000434,NEU1
NM_006827,TMED10
NM_006826,YWHAQ
NM_006825,CKAP4
NM_000439,PCSK1
NM_006823,PKIA
NM_006821,ACOT2
NM_001167674,CADM2
NM_006773,DDX18
NM_006772,SYNGAP1
NM_001287737,SETSIP
NM_001351346,TPCN1
NM_001351612,POLI
NM_001286796,NTMT1
NM_006779,CDC42EP2
NM_004886,APBA3
NM_020120,UGGT1
NM_004556,NFKBIE
NM_004551,NDUFS3
NM_004882,CIR1
NM_001301175,USP30
NM_020699,GATAD2B
NM_006943,SOX12
NM_004559,YBX1
NM_004558,NRTN
NM_004889,ATP5MF
NM_004888,ATP6V1G1
NM_001251830,SPP1
NM_198467,RSBN1L
NM_003136,SRP54
NM_198468,MMS22L
NM_001164093,COPS7A
NM_001135242,NDRG1
NM_001135243,TCOF1
NM_181832,NF2
NM_000286,PEX12
NM_006455,P3H4
NM_007202,AKAP10
NM_001320487,TRABD
NM_001324259,ZNF37A
NM_001127393,ATP5MPL
NM_001127392,MYRF
NM_018085,IPO9
NM_001199397,NEK1
NM_001267549,ARFRP1
NM_020345,NKIRAS1
NM_181715,CRTC2
NM_020340,ARFGEF3
NM_024654,NOL9
NM_172341,PSENEN
NM_022840,METTL4
NM_172347,KCNG4
NM_007280,OIP5
NM_007282,RNF13
NM_007283,MGLL
NM_007284,TWF2
NM_007285,GABARAPL2
NM_007286,SYNPO
NM_007289,MME
NM_006656,NEU3
NM_001098576,TMBIM6
NM_001193311,SUGCT
NM_001193314,VIPAS39
NM_145305,SLC25A43
NM_182916,TRNT1
NM_002078,GOLGA4
NM_012272,PRPF40B
NM_001314042,KDM5B
NM_001009812,LBX2
NM_001278497,ADORA2A
NM_004268,MED17
NM_002074,GNB1
NM_002075,GNB3
NM_002076,GNS
NM_002077,GOLGA1
NM_001098491,ZNF419
NM_006519,DYNLT1
NM_001807,CEL
NM_001166496,SLC16A1
NM_001330167,RAB11FIP2
NM_001039165,MRGPRE
NM_001184819,GNL3L
NM_173791,PDZD8
NM_004264,MED21
NM_006488,KHK
NM_001331017,EIF4E
NM_145167,PIGM
NM_145160,MAP2K5
NM_006480,RGS14
NM_006482,DYRK2
NM_001014279,ANXA2R
NM_002254,KIF3C
NM_001123226,MTO1
NM_002256,KISS1
NM_002250,KCNN4
NM_002251,KCNS1
NM_001135707,ACBD4
NM_003968,UBA3
NM_001029864,KIAA1755
NM_001030311,CERKL
NM_001256443,PRRT2
NM_001256440,C19orf47
NM_001029863,C6orf120
NM_001204911,USB1
NM_001135647,FAM53C
NM_001145638,GPSM1
NM_001349295,VPS8
NM_198576,AGRN
NM_001164460,STEAP1B
NM_001256494,MAN2C1
NM_014631,SH3PXD2A
NM_014630,ZNF592
NM_014633,CTR9
NM_014634,PPM1F
NM_014637,MTFR1
NM_014188,SSU72
NM_001020658,PUM1
NM_005390,PDHA2
NM_022835,PLEKHG2
NM_014182,ORMDL2
NM_014181,LGALSL
NM_014180,MRPL22
NM_003709,KLF7
NM_080621,SAMD10
NM_001257999,ANKFY1
NM_001143676,SGK1
NM_001291931,TSNARE1
NM_080629,COL11A1
NM_003705,SLC25A12
NM_183057,VPS28
NM_015324,RRP8
NM_018246,CCDC25
NM_018247,TMEM30A
NM_001145454,STMN1
NM_018241,TMEM184C
NM_015323,UFL1
NM_001048199,RCC1
NM_001345843,C19orf57
NM_015328,AHCYL2
NM_015329,MAU2
NM_019116,UBFD1
NM_019114,EPB41L4B
NM_001004125,TUSC1
NM_001004127,ALG11
NM_001318015,ZDHHC12
NM_001318012,XRCC4
NM_001256915,IDNK
NM_130786,A1BG
NM_001256910,DDX21
NM_014981,MYH15
NM_014452,TNFRSF21
NM_005707,PDCD7
NM_152373,ZNF684
NM_005704,PTPRU
NM_005702,ERAL1
NM_023112,OTUB2
NM_001172312,PLS1
NM_176871,PDLIM2
NM_080489,SDCBP2
NM_001376,DYNC1H1
NM_057175,NAA15
NM_001346029,USP45
NM_001307939,ARID3B
NM_001105556,THEMIS2
NM_018419,SOX18
NM_002448,MSX1
NM_001286,CLCN6
NM_001287,CLCN7
NM_001283,AP1S1
NM_001281,TBCB
NM_001286746,BORA
NM_001323523,PARP6
NM_006510,TRIM27
NM_001350936,ZCCHC8
NM_015585,CFAP61
NM_001008388,CISD2
NM_020971,SPTBN4
NM_007065,CDC37
NM_007067,KAT7
NM_001142307,GTF2H1
NM_016170,TLX2
NM_016173,HEMK1
NM_016174,CERCAM
NM_016175,MRNIP
NM_001317896,SMIM14
NM_013986,EWSR1
NM_152289,ZNF561
NM_013982,NRG2
NM_001320816,MCF2L
NM_001280790,SURF4
NM_001319943,PAM
NM_001178083,EXT2
NM_033089,ZCCHC3
NM_033088,STRIP1
NM_022066,UBE2O
NM_001286741,UBL7
NM_033081,DIDO1
NM_033083,EAF1
NM_033082,SARNP
NM_033084,FANCD2
NM_001040197,AGTRAP
NM_001759,CCND2
NM_001282628,ARSE
NM_001750,CAST
NM_005418,ST5
NM_001752,CAT
NM_001755,CBFB
NM_000089,COL1A2
NM_000088,COL1A1
NM_016359,NUSAP1
NM_016354,SLCO4A1
NM_016355,DDX47
NM_000080,CHRNE
NM_001114,ADCY7
NM_016352,CPA4
NM_016353,ZDHHC2
NM_015913,TXNDC12
NM_015916,CALHM2
NM_015918,POP5
NM_032775,KLHL22
NM_080725,SRXN1
NM_001308115,NFYC
NM_001308116,PHC3
NM_138418,MCRIP2
NM_001110,ADAM10
NM_001308112,KLHL28
NM_001289166,ZNF227
NM_138414,SGF29
NM_138415,PHF21B
NM_138412,RDH13
NM_138413,HOGA1
NM_003335,UBA7
NM_032581,FAM126A
NM_000883,IMPDH1
NM_000882,IL12A
NM_007361,NID2
NM_000880,IL7
NM_007366,PLA2R1
NM_000884,IMPDH2
NM_024122,APOO
NM_000660,TGFB1
NM_001205317,RIMS4
NM_001205315,STEAP4
NM_001127208,TET2
NM_016542,STK26
NM_001290020,ARMC4
NM_001142725,ERI2
NM_006714,SMPDL3A
NM_001160094,ACOT13
NM_001272095,STX4
NM_001002244,ANAPC11
NM_001329394,VMP1
NM_020200,PRTFDC1
NM_024871,MAP6D1
NM_024874,KIAA0319L
NM_001265614,SLC25A25
NM_024876,COQ8B
NM_024693,ECHDC3
NM_001033503,SAR1B
NM_175575,WFIKKN2
NM_017787,WBP1L
NM_178857,RP1L1
NM_020207,ERCC6L2
NM_032779,CCDC142
NM_017409,HOXC10
NM_012470,TNPO3
NM_003286,TOP1
NM_016520,C9orf78
NM_003280,TNNC1
NM_001168399,BEX2
NM_001300850,RC3H1
NM_001286636,C6orf89
NM_004943,DMWD
NM_001042459,FILIP1L
NM_004946,DOCK2
NM_004947,DOCK3
NM_012474,UCK2
NM_001324323,SRD5A1
NM_015082,FSTL4
NM_001199922,SIAE
NM_178495,ITPRIPL1
NM_003336,UBE2A
NM_178582,HM13
NM_001170881,GPR137
NM_006012,CLPP
NM_003061,SLIT1
NM_006010,MANF
NM_006545,NPRL2
NM_006014,LAGE3
NM_006547,IGF2BP3
NM_032494,ZC3H8
NM_003069,SMARCA1
NM_152307,TRMT61A
NM_152280,SYT11
NM_001297555,MAP2K7
NM_001128917,TOMM40
NM_001128918,MARK3
NM_015397,DCAF12
NM_001257273,ZNF451
NM_001282717,STAG3
NM_001204803,ANO6
NM_032451,SPIRE2
NM_152415,VPS37A
NM_032453,ZNF527
NM_032452,JPH4
NM_032107,L3MBTL1
NM_032454,STK19
NM_152412,ZNF572
NM_032458,PHF6
NM_015392,NPDC1
NM_152419,HGSNAT
NM_015897,PIAS4
NM_001293640,WASHC4
NM_001304763,ZNF687
NM_152282,PXYLP1
NM_203453,PLPP6
NM_001257180,SLC20A2
NM_001346914,ZNF429
NM_001243332,SEZ6L2
NM_001319303,KAZALD1
NM_001318809,TBC1D7-LOC100130357
NM_002622,PFDN1
NM_001353457,ZNF665
NM_001330278,WDSUB1
NM_018188,ATAD3A
NM_001271848,ZNF700
NM_015341,NCAPH
NM_001145847,PROM1
NM_018181,ZNF532
NM_018180,DHX32
NM_018186,C1orf112
NM_018184,ARL8B
NM_001127649,PEX26
NM_182563,BRICD5
NM_002624,PFDN5
NM_002621,CFP
NM_002623,PFDN4
NM_013400,REPIN1
NM_145298,APOBEC3F
NM_001318371,SLC35E4
NM_001144026,NDOR1
NM_001103167,ZGLP1
NM_001291869,IGF2BP2
NM_014230,SRP68
NM_014648,DZIP3
NM_001256054,C9orf72
NM_005932,MIPEP
NM_001291866,GALNT2
NM_005934,MLLT1
NM_001291860,HSPG2
NM_006515,SETMAR
NM_005937,MLLT6
NM_018983,GAR1
NM_018982,YIPF1
NM_015461,ZNF521
NM_001193532,RAB42
NM_015465,GEMIN5
NM_001170464,CDK17
NM_015469,NIPSNAP3A
NM_018988,GFOD1
NM_001172,ARG2
NM_170589,KNL1
NM_001352982,OXNAD1
NM_001289984,JADE2
NM_033274,ADAM19
NM_004279,PMPCB
NM_013342,TFPT
NM_145291,ZBTB49
NM_001076678,ZNF493
NM_001076675,ZNF626
NM_018361,AGPAT5
NM_001353053,GSN
NM_021968,HIST1H4J
NM_052937,PCMTD1
NM_145294,WDR90
NM_052932,TMEM123
NM_021961,TEAD1
NM_021960,MCL1
NM_001267822,ZMYND15
NM_001242673,AHCYL1
NM_021965,PGM5
NM_001163257,PLXNB3
NM_021089,ZNF8
NM_015245,ANKS1A
NM_001288760,ZNF180
NM_001170790,MFSD5
NM_153002,GPR156
NM_006969,ZNF28
NM_033417,HAUS8
NM_033414,ZNF622
NM_001099791,SYS1
NM_033410,ZNF764
NM_006150,PRICKLE3
NM_007240,DUSP12
NM_033418,METTL18
NM_033419,PGAP3
NM_001318957,EXOG
NM_001329941,LIPT2
NM_001318950,SLC30A3
NM_001329944,KIAA0586
NM_171982,TRIM35
NM_001696,ATP6V1E1
NM_014840,NUAK1
NM_001326416,PISD
NM_014846,WASHC5
NM_014844,TECPR2
NM_014845,FIG4
NM_001320842,DUSP13
NM_001320845,SAT2
NM_001320848,FAHD2B
NM_080546,SLC44A1
NM_022059,CXCL16
NM_015938,NMD3
NM_001142537,LGALS12
NM_001351059,TCIRG1
NM_024782,NHEJ1
NM_181581,DUS4L
NM_001351165,USP15
NM_012112,TPX2
NM_012110,CHIC2
NM_199287,CCDC137
NM_007242,DDX19B
NM_174931,GPATCH11
NM_001329495,EMC2
NM_001142730,KCTD1
NM_178009,DGKH
NM_201274,MPRIP
NM_178001,PTPA
NM_001173517,MAP7D3
NM_015306,USP24
NM_001330340,CBWD2
NM_001304372,CENPM
NM_001005194,OR8A1
NM_182557,BCL9L
NM_001005198,OR8G5
NM_001350234,PIK3CD
NM_001350236,DCPS
NM_001350237,PSRC1
NM_004403,GSDME
NM_173582,PGM2L1
NM_001286974,CTNNAL1
NM_173587,RCOR2
NM_001318334,CCDC157
NM_001287801,TBCE
NM_004717,DGKI
NM_004716,PCSK7
NM_004715,CTDP1
NM_001330679,NMRK1
NM_004712,HGS
NM_004711,SYNGR1
NM_004710,SYNGR2
NM_001330672,LIMCH1
NM_001330677,TBX15
NM_000419,ITGA2B
NM_080862,SPSB4
NM_203458,NOTCH2NL
NM_000410,HFE
NM_001173489,PRRG1
NM_001309452,PLEKHB2
NM_000416,IFNGR1
NM_006844,ILVBL
NM_001285439,RICTOR
NM_006841,SLC38A3
NM_001251962,ARHGEF26
NM_001321293,IQUB
NM_001040436,YARS2
NM_006848,CCDC85B
NM_001354067,ENOSF1
NM_001351364,RIC8B
NM_004579,MAP4K2
NM_198455,SSPO
NM_001329239,TFPI
NM_005830,MRPS31
NM_004573,PLCB2
NM_001165967,HES7
NM_004571,PKNOX1
NM_001329237,NEK9
NM_004577,PSPH
NM_004574,Sep-04
NM_001300860,DDX46
NM_001199053,REXO5
NM_001321007,TRDMT1
NM_001040455,SIDT2
NM_001305009,LNPK
NM_006818,MLLT11
NM_021128,POLR2L
NM_052880,PIK3IP1
NM_001346127,CHAC2
NM_020368,UTP3
NM_020365,EIF2B3
NM_000426,LAMA2
NM_020360,PLSCR3
NM_020362,PITHD1
NM_144589,COMTD1
NM_172362,KCNH1
NM_001287757,DCUN1D4
NM_172364,CACNA2D4
NM_172366,FBXO16
NM_144582,TEX261
NM_001349732,PWWP2A
NM_001321882,NAA35
NM_004405,DLX2
NM_001301268,INAFM2
NM_006811,SERINC3
NM_152900,MAGI3
NM_181458,PAX3
NM_001304835,OGFOD2
NM_006817,ERP29
NM_001193333,CORO1A
NM_182978,GNAL
NM_001193331,C9orf3
NM_001166237,GSDMD
NM_006717,SPIN1
NM_138439,FLYWCH2
NM_182972,IRF2BP2
NM_006713,SUB1
NM_001010868,C6orf163
NM_003334,UBA1
NM_002018,FLII
NM_138959,VANGL1
NM_002015,FOXO1
NM_001010866,TMEM201
NM_001010867,IBA57
NM_013234,EIF3K
NM_013235,DROSHA
NM_013236,ATXN10
NM_013232,PDCD6
NM_012413,QPCT
NM_007002,ADRM1
NM_001080496,RGP1
NM_001080493,ZNF823
NM_178170,NEK8
NM_001303471,TXNL4A
NM_006332,IFI30
NM_007345,ZNF236
NM_004092,ECHS1
NM_001164407,TLCD2
NM_001167830,TMED5
NM_001126111,OSGIN2
NM_153631,HOXA3
NM_003338,UBE2D1
NM_001252039,RAB5C
NM_006219,PIK3CB
NM_001136050,DHRS1
NM_199180,KIRREL2
NM_182908,DHRS2
NM_003498,SNN
NM_001114600,SZRD1
NM_004521,KIF5B
NM_003491,NAA10
NM_003493,HIST3H3
NM_003492,TMEM187
NM_003495,HIST1H4I
NM_020133,AGPAT4
NM_001287212,KIF17
NM_207368,MCRIP1
NM_004094,EIF2S1
NM_020132,AGPAT3
NM_207361,FREM2
NM_207360,ZC3H12D
NM_020134,DPYSL5
NM_001346270,USP28
NM_020689,SLC24A3
NM_014779,TSC22D2
NM_004175,SNRPD3
NM_004095,EIF4EBP1
NM_004528,MGST3
NM_014615,GSE1
NM_014613,FAF2
NM_005544,IRS1
NM_014611,MDN1
NM_005898,CAPRIN1
NM_005897,IPP
NM_001163391,ZSCAN12
NM_005893,CCIN
NM_005892,FMNL1
NM_004523,KIF11
NM_001301043,CADM1
NM_003728,UNC5C
NM_003726,SKAP1
NM_003721,RFXANK
NM_001130963,NEMP1
NM_014503,UTP20
NM_032420,PCDH1
NM_052899,GPRIN1
NM_014478,CRCP
NM_014476,PDLIM3
NM_014475,DHDH
NM_001142393,NEDD9
NM_152601,ZNF709
NM_152600,ZNF579
NM_005766,FARP1
NM_152609,CNST
NM_152356,ZNF491
NM_001005851,ZNF780B
NM_001005850,ZNF835
NM_152353,CLDND2
NM_005768,LPCAT3
NM_032664,FUT10
NM_005098,MSC
NM_198458,ZNF497
NM_176895,PLPP1
NM_001127582,ING4
NM_001267578,TOR1AIP1
NM_001185009,RNF4
NM_001318492,TRAPPC4
NM_001318038,A4GALT
NM_001144878,IMPA1
NM_001352510,SLC19A1
NM_001144875,DOK3
NM_001346581,ZKSCAN1
NM_145799,Sep-06
NM_001350502,TFB1M
NM_145798,OSBPL7
NM_173834,YIPF6
NM_001348097,GFRA1
NM_022725,FANCF
NM_001350918,WDR60
NM_152667,NANP
NM_001278535,NEURL2
NM_005782,ALYREF
NM_053274,GLMN
NM_053275,RPLP0
NM_001242811,ANKRD6
NM_015463,CNRIP1
NM_032359,CMSS1
NM_001040011,SWI5
NM_032356,NAA38
NM_001322383,ENTPD6
NM_001278689,EOGT
NM_001033549,BABAM1
NM_014881,DCLRE1A
NM_032355,MON1A
NM_015462,NOL11
NM_000671,ADH5
NM_016113,TRPV2
NM_001005271,CHD3
NM_032601,MCEE
NM_004766,COPB2
NM_018649,H2AFY2
NM_001242409,GAREM1
NM_015702,MMADHC
NM_015703,RRP7A
NM_015700,NFU1
NM_032603,LOXL3
NM_001080497,MEGF9
NM_015704,DESI1
NM_006145,DNAJB1
NM_001101340,ADM5
NM_182710,KAT5
NM_138384,MTG1
NM_138386,NAF1
NM_018948,ERRFI1
NM_001278352,ACO1
NM_138383,MTSS1L
NM_001282604,PTGES3
NM_001242957,MAK
NM_001282606,TMBIM4
NM_001278158,ZNF205
NM_001009984,C20orf194
NM_014435,NAAA
NM_001730,KLF5
NM_001731,BTG1
NM_144772,NAXE
NM_001288723,B3GAT3
NM_001288724,NFKB2
NM_144775,SMCR8
NM_144778,MBNL2
NM_001130517,MPST
NM_001304331,PPFIA4
NM_021198,CTDSP1
NM_006999,PAPD7
NM_021194,SLC30A1
NM_032360,ACBD6
NM_018940,PCDHB7
NM_032344,NUDT22
NM_001322288,ZNF391
NM_014580,SLC2A8
NM_001322963,FKBP1B
NM_004385,VCAN
NM_004386,NCAN
NM_004380,CREBBP
NM_014585,SLC40A1
NM_005002,NDUFA9
NM_015466,PTPN23
NM_024326,FBXL15
NM_024105,ALG12
NM_001318499,MRPL48
NM_001164116,CASS4
NM_024103,SLC25A23
NM_014614,PSME4
NM_024109,METTL22
NM_001320032,ABCC5
NM_017640,CARMIL1
NM_017643,MBTD1
NM_017645,HAUS6
NM_001320526,DDX19A
NM_017647,FTSJ3
NM_017646,TRIT1
NM_017649,CNNM2
NM_080739,C20orf141
NM_024855,ACTR5
NM_032346,PDCD2L
NM_001002264,EPSTI1
NM_001606,ABCA2
NM_020186,SDHAF3
NM_001083602,PTCH1
NM_014431,PALD1
NM_199341,ZSWIM9
NM_001350283,MUS81
NM_080881,DBN1
NM_014508,APOBEC3C
NM_024816,RABEP2
NM_024817,THSD4
NM_024814,CBLL1
NM_024815,NUDT18
NM_024812,BAALC
NM_024813,RPAP2
NM_178836,PLD6
NM_178832,MORN4
NM_178833,SLC9B2
NM_024818,UBA5
NM_178831,GATS
NM_203390,RBM12B
NM_175888,ZNF620
NM_004649,C21orf33
NM_003265,TLR3
NM_001286617,MAP3K7CL
NM_001042432,CLN3
NM_001011658,TRAPPC2
NM_001286613,MICAL1
NM_001286611,REPS1
NM_004960,FUS
NM_004961,GABRE
NM_004965,HMGN1
NM_001330112,FAM35A
NM_001195432,MLF1
NM_001135638,PIP5K1A
NM_001199942,DOPEY1
NM_001135635,C11orf68
NM_001320608,ICAM3
NM_001135147,SLC39A8
NM_006039,MRC2
NM_001321732,DDX41
NM_001202554,PIGV
NM_006033,LIPG
NM_001193457,IFFO1
NM_006035,CDC42BPB
NM_006036,PREPL
NM_006037,HDAC4
